CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
73266,PSY,111,D,3,Introduction to Psychology,TR,08:30 am-09:50 am,Audrey Margaret Weil (P),01/23-05/13,PSYC 131
76400,PSY,111,E,3,Introduction to Psychology,TR,11:30 am-12:50 pm,Mary Rose Julie Zink (P),01/23-05/13,PSYC 125
69041,PSY,111,CA,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,10:00 am-10:55 am,TBA,01/23-05/13,PSYC 343
69044,PSY,111,CB,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,10:00 am-10:55 am,TBA,01/23-05/13,PSYC 302
69046,PSY,111,CC,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,10:00 am-10:55 am,TBA,01/23-05/13,GAR 155
80947,PSY,111,CD,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,01:00 pm-01:55 pm,TBA,01/23-05/13,PSYC 343
69050,PSY,111,CE,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,01:00 pm-01:55 pm,TBA,01/23-05/13,PSYC 244
71719,PSY,111,CF,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,01:00 pm-01:55 pm,TBA,01/23-05/13,PSYC 134
69051,PSY,111,CG,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,02:30 pm-03:25 pm,TBA,01/23-05/13,PSYC 227
69049,PSY,111,CH,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,02:30 pm-03:25 pm,TBA,01/23-05/13,PSYC 134
70482,PSY,111,CI,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,02:30 pm-03:25 pm,TBA,01/23-05/13,PSYC 343
70487,PSY,111,CJ,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,04:00 pm-04:55 pm,TBA,01/23-05/13,PSYC 134
80948,PSY,111,CK,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,04:00 pm-04:55 pm,TBA,01/23-05/13,PSYC 227
80949,PSY,111,CL,3,Introduction to Psychology,MF,01:00 pm-01:55 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 125
,,,,,,W,04:00 pm-04:55 pm,TBA,01/23-05/13,PSYC 302
80980,PSY,111H,A,3,Introduction to Psychology,TR,04:00 pm-05:20 pm,Li Zhou (P),01/23-05/13,PSYC 204
80964,PSY,112,A,1,Foundational Experiences,W,02:30 pm-03:25 pm,Vrinda Kalia (P),01/23-05/13,PSYC 125
80966,PSY,112,B,1,Foundational Experiences,M,02:30 pm-03:25 pm,Vrinda Kalia (P),01/23-05/13,PSYC 125
80968,PSY,112,C,1,Foundational Experiences,W,01:00 pm-01:55 pm,Vrinda Kalia (P),01/23-05/13,PSYC 125
80970,PSY,112,D,1,Foundational Experiences,R,10:00 am-10:55 am,Li Zhou (P),01/23-05/13,PSYC 125
80981,PSY,112,E,1,Foundational Experiences,T,08:30 am-09:25 am,Alexandria Marie Intorcio (P),01/23-05/13,PSYC 125
80983,PSY,112,F,1,Foundational Experiences,T,10:00 am-10:55 am,Alexandria Marie Intorcio (P),01/23-05/13,PSYC 125
80988,PSY,159,A,1,Seminar in Neuroscience,F,08:30 am-09:25 am,Robin D. Thomas (P),01/23-05/13,PSYC 227
26253,PSY,210,A,3,Psychology Across Cultures,MWF,11:30 am-12:25 pm,Vrinda Kalia (P),01/23-05/13,PSYC 131
79224,PSY,210,B,3,Psychology Across Cultures,WF,10:00 am-11:20 am,Deanna Marie Webster (P),01/23-05/13,PSYC 204
68896,PSY,211,A,2,Leadership and Pedagogy,MW,10:00 am-10:55 am,Peter Mark Wessels (P),01/23-05/13,PSYC 244
73609,PSY,211H,A,2,Leadership and Pedagogy,MW,10:00 am-10:55 am,Peter Mark Wessels (P),01/23-05/13,PSYC 244
70495,PSY,212,A,3,Leadership Practicum,WF,11:30 am-12:25 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 244
76415,PSY,212H,A,3,Leadership Practicum,WF,11:30 am-12:25 pm,Peter Mark Wessels (P),01/23-05/13,PSYC 244
22477,PSY,221,A,3,Social Psychology,TR,11:30 am-12:50 pm,Allen R. McConnell (P),01/23-05/13,PSYC 131
80950,PSY,221,B,3,Social Psychology,TR,01:00 pm-02:20 pm,Kurt Hugenberg (P),01/23-05/13,PSYC 131
80985,PSY,221,C,3,Social Psychology,MW,04:00 pm-05:20 pm,Kurt John Schuepfer (P),01/23-05/13,PSYC 204
77872,PSY,221H,A,3,Social Psychology,TR,10:00 am-11:20 am,Kurt Hugenberg (P),01/23-05/13,PSYC 204
26254,PSY,231,A,3,Developmental Psychology,MW,08:30 am-09:50 am,Brooke R. Cropenbaker (P),01/23-05/13,PSYC 125
79225,PSY,231,B,3,Developmental Psychology,WF,11:30 am-12:50 pm,Deanna Marie Webster (P),01/23-05/13,PSYC 127
22483,PSY,242,A,3,Abnormal Psychology,TR,02:30 pm-03:50 pm,Aaron M. Luebbe (P),01/23-05/13,PSYC 125
68836,PSY,242,B,3,Abnormal Psychology,WF,08:30 am-09:50 am,Lee Renee Eshelman (P),01/23-05/13,PSYC 302
22485,PSY,251,A,3,Introduction To Biopsychology,TR,01:00 pm-02:20 pm,Anna Kay Radke (P),01/23-05/13,PSYC 125
28553,PSY,251,B,3,Introduction To Biopsychology,MWF,01:00 pm-01:55 pm,Peter E. Simson (P),01/23-05/13,PSYC 131
80986,PSY,251,C,3,Introduction To Biopsychology,MW,04:00 pm-05:20 pm,Daniel Edward Kochli (P),01/23-05/13,PSYC 131
22487,PSY,271,A,3,Perception; Action; Cognition,TR,02:30 pm-03:50 pm,Li Zhou (P),01/23-05/13,PSYC 131
23870,PSY,271,B,3,Perception; Action; Cognition,MWF,08:30 am-09:25 am,Justin A. Hassebrock (P),01/23-05/13,PSYC 204
65587,PSY,293,AA,4,Design & Analyses PSY I,MW,02:30 pm-03:50 pm,Paul D. Flaspohler (P),01/23-05/13,PSYC 131
,,,,,,TR,10:00 am-10:55 am,Christina Beth Fitzpatrick,01/23-05/13,PSYC 126
79617,PSY,293,AB,4,Design & Analyses PSY I,MW,02:30 pm-03:50 pm,Paul D. Flaspohler (P),01/23-05/13,PSYC 131
,,,,,,TR,01:00 pm-01:55 pm,Christina Beth Fitzpatrick,01/23-05/13,PSYC 126
76425,PSY,293,BA,4,Design & Analyses PSY I,TR,10:00 am-11:20 am,Molly A. Metz (P),01/23-05/13,PSYC 131
,,,,,,WF,10:00 am-10:55 am,George Woodbury,01/23-05/13,PSYC 126
76427,PSY,293,BB,4,Design & Analyses PSY I,TR,10:00 am-11:20 am,Molly A. Metz (P),01/23-05/13,PSYC 131
,,,,,,WF,01:00 pm-01:55 pm,George Woodbury,01/23-05/13,PSYC 126
65541,PSY,294,AA,4,Design & Analyses PSY II,M,08:30 am-09:25 am,Gaojie Fan,01/23-05/13,PSYC 126
,,,,,,F,08:30 am-11:15 am,Carrie Elizabeth Hall (P),01/23-05/13,FSB 0025
65543,PSY,294,AB,4,Design & Analyses PSY II,T,08:30 am-09:25 am,Gaojie Fan,01/23-05/13,PSYC 126
,,,,,,F,08:30 am-11:15 am,Carrie Elizabeth Hall (P),01/23-05/13,FSB 0025
65544,PSY,294,AC,4,Design & Analyses PSY II,M,11:30 am-12:25 pm,Colin Leigh Widmer,01/23-05/13,PSYC 126
,,,,,,F,08:30 am-11:15 am,Carrie Elizabeth Hall (P),01/23-05/13,FSB 0025
77884,PSY,294,AD,4,Design & Analyses PSY II,T,11:30 am-12:25 pm,Colin Leigh Widmer,01/23-05/13,PSYC 126
,,,,,,F,08:30 am-11:15 am,Carrie Elizabeth Hall (P),01/23-05/13,FSB 0025
82113,PSY,294,AE,4,Design & Analyses PSY II,M,02:30 pm-03:25 pm,Mingliang Gong,01/23-05/13,PSYC 126
,,,,,,F,08:30 am-11:15 am,Carrie Elizabeth Hall (P),01/23-05/13,FSB 0025
82115,PSY,294,AF,4,Design & Analyses PSY II,T,02:30 pm-03:25 pm,Mingliang Gong,01/23-05/13,PSYC 126
,,,,,,F,08:30 am-11:15 am,Carrie Elizabeth Hall (P),01/23-05/13,FSB 0025
80856,PSY,313,A,3,Advancing Leadership,,TBA,Peter Mark Wessels (P),01/23-05/13,TBA
76993,PSY,320B,A,3,Advanced Psychophysiology,F,04:00 pm-04:55 pm,Robin D. Thomas (P),01/23-05/13,PSYC 227
79505,PSY,324,A,3,Advanced Social Psychology,TR,04:00 pm-05:20 pm,Molly A. Metz (P),01/23-05/13,PSYC 127
22505,PSY,332,A,3,Child Development,MW,01:00 pm-02:20 pm,Brooke R. Cropenbaker (P),01/23-05/13,PSYC 204
68847,PSY,333,A,3,Adolescent Development,TR,01:00 pm-02:20 pm,Erin Mary Eakin (P),01/23-05/13,PSYC 127
80958,PSY,334,A,3,Adulthood & Aging,TR,11:30 am-12:50 pm,Yvette R. Harris (P),01/23-05/13,PSYC 127
22507,PSY,343,A,3,Psychopathology,TR,02:30 pm-03:50 pm,Elise Marie Clerkin (P),01/23-05/13,PSYC 204
73281,PSY,343,B,3,Psychopathology,WF,01:00 pm-02:20 pm,Deanna Marie Webster (P),01/23-05/13,PSYC 127
65556,PSY,345,A,3,Chld Psychopth&Dvlpmntl Dsblty,TR,08:30 am-09:50 am,Bethany Lynn Walker (P),01/23-05/13,PSYC 127
80959,PSY,351,A,4,Advanced Biopsychology,MWF,08:30 am-09:45 am,Matthew Stephen McMurray (P),01/23-05/13,PSYC 134
28625,PSY,356,A,3,Psychopharmacology,MW,04:00 pm-05:20 pm,Peter E. Simson (P),01/23-05/13,PSYC 127
79481,PSY,375,A,4,Lab in Cognition,TR,02:30 pm-04:20 pm,Leonard J. Smart (P),01/23-05/13,PSYC 302
80961,PSY,376,A,3,Judgment; Decisions; Reasoning,WF,11:30 am-12:50 pm,Christopher R. Wolfe (P),01/23-05/13,PSYC 134
78321,PSY,400,A,3,Senior Honors in Psychology,TR,11:30 am-12:50 pm,Heather Mercer Claypool (P),01/23-05/13,PSYC 134
79621,PSY,410A,A,3,Capstone: Neuroscience,TR,10:00 am-11:20 am,Anna Kay Radke (P),01/23-05/13,PSYC 134
81264,PSY,410D,A,3,Capstone:Cognition,TR,11:30 am-12:50 pm,Leonard J. Smart (P),01/23-05/13,PSYC 204
81840,PSY,410D,B,3,Capstone:Cognition,TR,10:00 am-11:20 am,Joseph G. Johnson (P),01/23-05/13,PSYC 127
80976,PSY,410J,A,3,Cap:Normal & Abnormal Behavior,TR,02:30 pm-03:50 pm,April Rose Smith (P),01/23-05/13,PSYC 127
80955,PSY,410J,B,3,Cap:Normal & Abnormal Behavior,WF,10:00 am-11:20 am,Joshua Christopher Magee (P),01/23-05/13,PSYC 134
80953,PSY,410U,A,3,Cap:Cognitv Devlpt Soc Context,MW,10:00 am-11:20 am,Brooke R. Cropenbaker (P),01/23-05/13,PSYC 127
80979,PSY,410X,A,3,Psy of Dogs: Cognition,T,08:30 am-11:15 am,Carrie Elizabeth Hall (P),01/23-05/13,PSYC 227
68857,PSY,420,A,3,Seminar In Social Psychology,TR,02:30 pm-03:50 pm,Heather Mercer Claypool (P),01/23-05/13,PSYC 134
61167,PSY,430,A,3,Sem:Developmental Psychology,WF,10:00 am-11:20 am,Elizabeth J. Kiel Luebbe (P),01/23-05/13,PSYC 227
79560,PSY,433,A,3,Advanced Developmental Psych,F,09:00 am-11:45 am,Yvette R. Harris (P),01/23-05/13,FSB 1035
80974,PSY,456,A,3,Neurobiology of Learning,MW,02:30 pm-03:50 pm,Matthew Stephen McMurray (P),01/23-05/13,PSYC 127
80962,PSY,470,A,3,Seminar In Cognition,TR,11:30 am-12:50 pm,Leonard J. Smart (P),01/23-05/13,PSYC 204
79561,PSY,533,A,3,Advanced Developmental Psych,F,09:00 am-11:45 am,Yvette R. Harris (P),01/23-05/13,FSB 1035
80975,PSY,556,A,3,Neurobiology of Learning,MW,02:30 pm-03:50 pm,Matthew Stephen McMurray (P),01/23-05/13,PSYC 127
70517,PSY,602,A,3,Stats & Methods II,TR,01:00 pm-02:20 pm,Amy Summerville (P),01/23-05/13,PSYC 227
22524,PSY,604,A,1,Proseminar In Psychology II,M,12:00 pm-12:55 pm,Cecilia M. Shore (P),01/23-05/13,PSYC 343
,,,,,,F,03:00 pm-05:00 pm,TBA,01/23-05/13,PSYC 125
81841,PSY,620,A,1.000-3.000,Sem:In Experimental Psychology,TR,10:00 am-11:20 am,Joseph G. Johnson (P),01/23-05/13,PSYC 127
68873,PSY,630,A,3,Seminar in Social Psychology,M,09:00 am-11:45 am,Amanda Diekman (P),01/23-05/13,PSYC 343
76432,PSY,6451,A,1,Clinical Supervision II,M,09:30 am-11:30 am,Jennifer H. Green (P),01/23-05/13,PSYC 204
70760,PSY,647,A,3,Psychological Assessment II,F,12:00 pm-02:30 pm,Julie S. Rubin (P),01/23-05/13,PSYC 039P
68895,PSY,649,A,3,Ethics in Clinical Psychology,T,09:00 am-11:45 am,Vaishali V. Raval (P),01/23-05/13,PSYC 343
78838,PSY,653,A,3,Adult Clinical Intervention,R,09:00 am-11:45 am,April Rose Smith (P),01/23-05/13,PSYC 343
76433,PSY,670A,A,1.000-4.000,Initial Clin Psy Traineeship,W,04:00 pm-06:45 pm,Jennifer H. Green (P),01/23-05/13,PSYC 039P
24405,PSY,670B,A,1.000-4.000,Adv Clin Psy Traineeship,W,04:00 pm-06:45 pm,Jennifer H. Green (P),01/23-05/13,PSYC 039P
80977,PSY,694,A,3,Advanced Regression Analysis,W,02:30 pm-05:15 pm,Elizabeth J. Kiel Luebbe (P),01/23-05/13,PSYC 244
78751,PSY,710Z,A,1,Seminar In Neuroscience,F,01:00 pm-01:55 pm,Yvette R. Harris (P),01/23-05/13,PSYC 134
77873,PSY,750A,A,4,Adv Clinical Techniques I,W,09:00 am-11:45 am,Jennifer H. Green (P),01/23-05/13,PSYC 039P
77874,PSY,750A,B,4,Adv Clinical Techniques I,W,09:00 am-11:45 am,Deborah L. Wiese (P),01/23-05/13,PSYC 039F
77312,PSY,750B,A,3,Adv Clinical Techniques II,W,09:00 am-11:45 am,Jennifer H. Green (P),01/23-05/13,PSYC 039P
77314,PSY,750B,B,3,Adv Clinical Techniques II,W,09:00 am-11:45 am,Deborah L. Wiese (P),01/23-05/13,PSYC 039F
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
76256,REL,101,A,3,Introduction to Religion,TR,08:30 am-09:50 am,John-Charles Duffy (P),01/23-05/13,UPH 365
72771,REL,101,B,3,Introduction to Religion,MF,01:00 pm-02:20 pm,Hillel Charles Gray (P),01/23-05/13,UPH 365
77788,REL,101,D,3,Introduction to Religion,MWF,08:30 am-09:25 am,John-Charles Duffy (P),01/23-05/13,UPH 389
77790,REL,101,E,3,Introduction to Religion,WF,01:00 pm-02:20 pm,Rory Johnson (P),01/23-05/13,BEN 114
81450,REL,101,F,3,Introduction to Religion,MWF,10:00 am-10:55 am,James Constantine Hanges (P),01/23-05/13,UPH 255
82504,REL,101,UA,3,Introduction to Religion,,TBA,Kathleen Mahoney Hladky Grant (P),03/27-05/13,WEB
82505,REL,101,UB,3,Introduction to Religion,,TBA,Kathleen Mahoney Hladky Grant (P),03/27-05/13,WEB
81466,REL,101H,A,3,Introduction to Religion,TR,10:00 am-11:20 am,Elizabeth Wilson (P),01/23-05/13,HRN 210
82145,REL,128,A,3,Religion; Science; and Origins,MWF,11:30 am-12:25 pm,John-Charles Duffy (P),01/23-05/13,HUG 143
81453,REL,203,A,3,Religions of India,TR,01:00 pm-02:20 pm,Elizabeth Wilson (P),01/23-05/13,UPH 209
79432,REL,233,A,3,History of Christian Thought,TR,10:00 am-11:20 am,Scott Kenworthy (P),01/23-05/13,UPH 209
79734,REL,286,A,3,Global Jewish Civilization,WF,10:00 am-11:20 am,Hillel Charles Gray (P),01/23-05/13,KRG 207
82034,REL,337,A,3,Religions Russia & Eurasia,TR,11:30 am-12:50 pm,Scott Kenworthy (P),01/23-05/13,UPH 226
81452,REL,341,A,3,Protestantism & Dev/Amer Cultr,TR,11:30 am-12:50 pm,Rory Johnson (P),01/23-05/13,UPH 163
81448,REL,355,A,3,Religion and Law,TR,10:00 am-11:20 am,Nathan Stephan French (P),01/23-05/13,UPH 226
79439,REL,360,A,3,Interdisciplinary Spec Topics,MW,02:30 pm-03:50 pm,Hillel Charles Gray (P),01/23-05/13,UPH 163
79440,REL,376,A,3,Global Militant Islamisms,TR,01:00 pm-02:20 pm,Nathan Stephan French (P),01/23-05/13,UPH 258
81451,REL,430,A,4,Early Christian Lit & Religion,MW,04:00 pm-05:50 pm,James Constantine Hanges (P),01/23-05/13,UPH 163
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
22570,RUS,102,A,4,Beginners Russian,MWF,10:00 am-11:15 am,Irina D. Goncharenko-Rose (P),01/23-05/13,IRV 220
76701,RUS,102,B,4,Beginners Russian,MWF,11:30 am-12:45 pm,Irina D. Goncharenko-Rose (P),01/23-05/13,MCG 416
81378,RUS,137,VB,3,Russian Folklore,MTWR,02:30 pm-03:40 pm,Benjamin Massey Sutcliffe (P),01/30-04/07,MCG 418
81476,RUS,137H,VB,3,Russian Folklore,MTWR,02:30 pm-03:40 pm,Benjamin Massey Sutcliffe (P),01/30-04/07,MCG 418
22571,RUS,202,A,3,Intermediate Russian,TR,11:30 am-12:50 pm,Margaret Ziolkowski (P),01/23-05/13,IRV 124
64083,RUS,254,A,3,Intro Russian & Eurasian Stds,TR,01:00 pm-02:20 pm,Stephen Michael Norris (P),01/23-05/13,UPH 255
75318,RUS,254H,A,3,Intro Russian & Eurasian Stds,TR,01:00 pm-02:20 pm,Stephen Michael Norris (P),01/23-05/13,UPH 255
22573,RUS,302,A,3,Advanced Russian,MWF,02:30 pm-03:25 pm,Irina D. Goncharenko-Rose (P),01/23-05/13,IRV 024
82208,RUS,325,A,3,Russian Reception of Classics,MW,02:30 pm-03:50 pm,Zara Martirosova Torlone (P),01/23-05/13,IRV 124
77568,RUS,411,A,3,Adv Conversatn&Compositn&Read,TR,01:00 pm-02:20 pm,Irina L. Anisimova (P),01/23-05/13,IRV 118
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
78684,SJS,159,A,3,Creating Global Peace,TR,01:00 pm-02:20 pm,Kimberly E. Medley (P),01/23-05/13,SHD 009
73688,SJS,165,A,3,Introduction to Social Justice,WF,11:30 am-12:50 pm,Ryan Michael Gunderson (P),01/23-05/13,UPH 275
76240,SJS,165,B,3,Introduction to Social Justice,MW,02:30 pm-03:50 pm,Othello Harris (P),01/23-05/13,MCG 415
82352,SJS,165,C,3,Introduction to Social Justice,MW,01:00 pm-02:20 pm,Sara A. Williams (P),01/23-05/13,HRN 302
78850,SJS,165,WA,3,Introduction to Social Justice,TR,04:10 pm-06:30 pm,C. Lee Harrington (P),03/06-05/13,BAC 101
78898,SJS,216,VA,2,EMPOWER II,W,06:00 pm-08:00 pm,Rachel Michelle Radina (P),01/30-04/07,MCG 122
73333,SJS,265,A,2,Penny Lecture Series,M,06:00 pm-07:40 pm,Rodney D. Coates (P),01/23-05/13,UPH 001
73580,SJS,323,A,3,Social Justice and Change,MW,04:00 pm-05:20 pm,Glenn Walter Muschert (P),01/23-05/13,UPH 258
81839,SJS,419,A,3,Environment; Society & Justice,WF,01:00 pm-02:20 pm,Ryan Michael Gunderson (P),01/23-05/13,SHD 237
75208,SJS,470,A,3,Social/Political Activism,MF,02:30 pm-03:50 pm,Michael Loadenthal (P),01/23-05/13,BEN 204
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
73343,SOC,153,A,3,Sociology in a Global Context,MWF,10:00 am-10:55 am,Jennifer Roebuck Bulanda (P),01/23-05/13,HUG 161
73347,SOC,153,B,3,Sociology in a Global Context,MWF,01:00 pm-01:55 pm,Jennifer Roebuck Bulanda (P),01/23-05/13,UPH 297
74968,SOC,153,C,3,Sociology in a Global Context,TR,10:00 am-11:20 am,Margaret P. Jendrek (P),01/23-05/13,UPH 298
74970,SOC,153,D,3,Sociology in a Global Context,TR,11:30 am-12:50 pm,Margaret P. Jendrek (P),01/23-05/13,UPH 298
77922,SOC,153,E,3,Sociology in a Global Context,MF,08:30 am-09:50 am,Michael Loadenthal (P),01/23-05/13,UPH 275
71867,SOC,165,A,3,Introduction to Social Justice,WF,11:30 am-12:50 pm,Ryan Michael Gunderson (P),01/23-05/13,UPH 275
76241,SOC,165,B,3,Introduction to Social Justice,MW,02:30 pm-03:50 pm,Othello Harris (P),01/23-05/13,MCG 415
82351,SOC,165,C,3,Introduction to Social Justice,MW,01:00 pm-02:20 pm,Sara A. Williams (P),01/23-05/13,HRN 302
78849,SOC,165,WA,3,Introduction to Social Justice,TR,04:10 pm-06:30 pm,C. Lee Harrington (P),03/06-05/13,BAC 101
22654,SOC,201,A,4,Social Problems,MTWR,04:00 pm-04:55 pm,William C. Flint (P),01/23-05/13,UPH 365
81833,SOC,257,A,3,Population,TR,01:00 pm-02:20 pm,Ronald E. Bulanda (P),01/23-05/13,UPH 361
79544,SOC,262,A,3,Research Methods,TR,08:30 am-09:50 am,Margaret P. Jendrek (P),01/23-05/13,UPH 389
73332,SOC,265,A,2,Penny Lecture Series,M,06:00 pm-07:40 pm,Rodney D. Coates (P),01/23-05/13,UPH 001
72133,SOC,272,A,3,Intro to Disability Studies,MF,11:30 am-12:50 pm,Ashley Elizabeth Johnson (P),01/23-05/13,MCG 418
79337,SOC,272,B,3,Intro to Disability Studies,MW,01:00 pm-02:20 pm,Molly D. Kelly (P),01/23-05/13,MCG 223
80473,SOC,272,C,3,Intro to Disability Studies,T,06:00 pm-08:40 pm,Rosemary Rotuno-Johnson (P),01/23-05/13,MCG 223
81569,SOC,272,D,3,Intro to Disability Studies,W,06:00 pm-08:40 pm,Mark William O'Hara (P),01/23-05/13,MCG 223
72121,SOC,279,A,3,African Americans in Sports,MW,11:30 am-12:50 pm,Othello Harris (P),01/23-05/13,MCG 224
26227,SOC,318,A,3,Social Forces and Aging,TR,11:30 am-12:50 pm,James Scott Brown (P),01/23-05/13,UPH 364
73579,SOC,323,A,3,Social Justice and Change,MW,04:00 pm-05:20 pm,Glenn Walter Muschert (P),01/23-05/13,UPH 258
78681,SOC,357,A,3,Medical Sociology,MW,01:00 pm-02:20 pm,Janardan Subedi (P),01/23-05/13,HRN 109
79554,SOC,363,A,3,Sociology of Families,TR,10:00 am-11:20 am,Ronald E. Bulanda (P),01/23-05/13,UPH 312
22665,SOC,372,A,3,Social Stratification,TR,01:00 pm-02:20 pm,William C. Flint (P),01/23-05/13,UPH 364
82229,SOC,375,A,3,Allies and Activists,MW,10:00 am-11:20 am,Elisa S. Abes (P),01/23-05/13,MCG 416
69757,SOC,451,A,3,Family Violence,TR,10:00 am-11:20 am,Carolyn Theresa Slotten (P),01/23-05/13,MCG 221
81517,SOC,451,B,3,Family Violence,TR,04:00 pm-05:20 pm,Carolyn Theresa Slotten (P),01/23-05/13,MCG 221
81834,SOC,454,A,3,Formal Organization,WF,10:00 am-11:20 am,Stephen Lippmann (P),01/23-05/13,UPH 364
22672,SOC,459,A,3,Sociology Capstone,T,06:00 pm-08:40 pm,Margaret P. Jendrek (P),01/23-05/13,UPH 351
74979,SOC,470,A,3,Social/Political Activism,MF,02:30 pm-03:50 pm,Michael Loadenthal (P),01/23-05/13,BEN 204
22675,SOC,482,A,4,Sociological Theory,MTWR,02:30 pm-03:25 pm,William C. Flint (P),01/23-05/13,UPH 312
82367,SOC,490E,A,3,Current Issues:Terrorism,MF,11:30 am-12:50 pm,Michael Loadenthal (P),01/23-05/13,UPH 351
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
72336,SPN,101,B,4,Beginner's Course,MWF,08:30 am-09:45 am,Virginia Ann Devito (P),01/23-05/13,IRV 009
73835,SPN,101,C,4,Beginner's Course,MWF,10:00 am-11:15 am,Virginia Ann Devito (P),01/23-05/13,IRV 009
22677,SPN,102,A,4,Beginner's Course,MWF,08:30 am-09:45 am,Laura Llamas Fraga (P),01/23-05/13,IRV 046
22678,SPN,102,B,4,Beginner's Course,MWF,10:00 am-11:15 am,Tiffany Belka (P),01/23-05/13,KRG 213
22679,SPN,102,C,4,Beginner's Course,MWF,02:30 pm-03:45 pm,Laura Llamas Fraga (P),01/23-05/13,MCG 218
71885,SPN,102,D,4,Beginner's Course,MWF,01:00 pm-02:15 pm,Tiffany Belka (P),01/23-05/13,BEN 100
71886,SPN,102,E,4,Beginner's Course,MWF,11:30 am-12:45 pm,Heather Marie Harper (P),01/23-05/13,IRV 242
75199,SPN,104,A,1,Beginner's Course Spanish Lab,,TBA,Tamise Renee Ironstrack (P),01/23-05/13,TBA
75202,SPN,104,C,1,Beginner's Course Spanish Lab,,TBA,Tamise Renee Ironstrack (P),01/23-05/13,TBA
75203,SPN,104,D,1,Beginner's Course Spanish Lab,,TBA,Tamise Renee Ironstrack (P),01/23-05/13,TBA
22685,SPN,111,B,4,Intensive Basic Spanish,MWF,08:30 am-09:45 am,Maria-Cristina Humita (P),01/23-05/13,IRV 242
22686,SPN,111,C,4,Intensive Basic Spanish,MWF,10:00 am-11:15 am,Maria-Cristina Humita (P),01/23-05/13,IRV 242
22687,SPN,111,D,4,Intensive Basic Spanish,MWF,11:30 am-12:45 pm,Maria-Cristina Humita (P),01/23-05/13,IRV 124
68726,SPN,111,E,4,Intensive Basic Spanish,MWF,01:00 pm-02:15 pm,David Francis Motta (P),01/23-05/13,IRV 124
74425,SPN,111,G,4,Intensive Basic Spanish,MWF,02:30 pm-03:45 pm,David Francis Motta (P),01/23-05/13,IRV 242
76325,SPN,111,H,4,Intensive Basic Spanish,MWF,10:00 am-11:15 am,Laura Llamas Fraga (P),01/23-05/13,IRV 238
22710,SPN,201,A,3,Second Year Spanish,MWF,08:30 am-09:25 am,Victor Matthew Blocher (P),01/23-05/13,IRV 224
70523,SPN,201,B,3,Second Year Spanish,MWF,10:00 am-10:55 am,Victor Matthew Blocher (P),01/23-05/13,MCG 218
22690,SPN,201,C,3,Second Year Spanish,MWF,10:00 am-10:55 am,Christa Susanne Gould (P),01/23-05/13,HRN 313
68727,SPN,201,E,3,Second Year Spanish,MWF,11:30 am-12:25 pm,Christa Susanne Gould (P),01/23-05/13,IRV 142
73207,SPN,201,I,3,Second Year Spanish,MWF,01:00 pm-01:55 pm,Christa Susanne Gould (P),01/23-05/13,IRV 242
28373,SPN,201,K,3,Second Year Spanish,MWF,11:30 am-12:25 pm,Maria de las Huertas Abellan Minarro (P),01/23-05/13,IRV 026
65162,SPN,201,L,3,Second Year Spanish,MWF,01:00 pm-01:55 pm,Maria de las Huertas Abellan Minarro (P),01/23-05/13,IRV 026
