CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
81868,ARC,401,A,6,Architecture Studio,MWF,01:30 pm-05:05 pm,John A. Blake (P); Diane Fellows ; Bennett M. Jacks ; Murali Paranandi ; Sergio L. Sanabria,01/23-05/13,ALU 104
81877,ARC,402,A,6,Architecture Studio,MWF,01:30 pm-05:05 pm,John A. Blake (P); Diane Fellows ; Bennett M. Jacks ; Murali Paranandi ; Sergio L. Sanabria,01/23-05/13,ALU 104
81878,ARC,402C,A,6,Sr Studio Capstone Experience,MWF,01:30 pm-05:05 pm,John A. Blake (P); Diane Fellows ; Bennett M. Jacks ; Murali Paranandi ; Sergio L. Sanabria,01/23-05/13,ALU 201
81879,ARC,404F,A,3,Portfolio,W,06:00 pm-08:40 pm,John David Becker (P),01/23-05/13,ALU 201
81880,ARC,404X,A,3,Building Doc in Revit,T,06:00 pm-08:40 pm,Brian Raymond Albrecht (P),01/23-05/13,ALU 201
81882,ARC,404Y,A,3,Mind and Medium,MW,10:00 am-11:20 am,Murali Paranandi (P),01/23-05/13,ALU 201
82158,ARC,405Q,A,3,Housing Case Studies,MWF,08:30 am-09:25 am,Gerardo Brown-Manrique (P),01/23-05/13,ALU 200
82163,ARC,406D,A,3,Passive and Low Energy Design,TR,10:00 am-11:20 am,Mary R. Rogero (P),01/23-05/13,ALU 201
81901,ARC,408,A,6,Interior Design Studio,MWF,01:30 pm-05:05 pm,Sarah Marie Angne (P); Craig L. Hinrichs,01/23-05/13,ALU 104
20218,ARC,411,A,3,Structures I,TR,08:30 am-09:50 am,James Kipton Ping (P),01/23-05/13,ALU 001
20219,ARC,414,A,3,Environmntl Control Systems II,TR,01:00 pm-02:20 pm,Mary Benedict Bonham (P),01/23-05/13,ALU 001
20220,ARC,418,A,3,Construction Methods,TR,10:00 am-11:20 am,Craig L. Hinrichs (P),01/23-05/13,ALU 001
81902,ARC,419,A,3,Materials Of Interior Design,TR,02:30 pm-03:50 pm,Sarah Marie Angne (P),01/23-05/13,ALU 201
77621,ARC,426,A,3,Architecture And Society,TR,02:30 pm-03:50 pm,Thomas A. Dutton (P); Gerardo Brown-Manrique,01/23-05/13,ALU 200
76255,ARC,451,A,3,Contemp ARC Theory & Practice,MWF,11:30 am-12:25 pm,John M. Reynolds (P),01/23-05/13,ALU 201
81946,ARC,504F,A,3,Portfolio,W,06:00 pm-08:40 pm,John David Becker (P),01/23-05/13,ALU 201
81950,ARC,504X,A,3,Building Doc in Revit,T,06:00 pm-08:40 pm,Brian Raymond Albrecht (P),01/23-05/13,ALU 201
81949,ARC,504Y,A,3,Mind and Medium,MW,10:00 am-11:20 am,Murali Paranandi (P),01/23-05/13,ALU 201
82159,ARC,505Q,A,3,Housing Case Studies,MWF,08:30 am-09:25 am,Gerardo Brown-Manrique (P),01/23-05/13,ALU 200
82164,ARC,506D,A,3,Passive and Low Energy Design,TR,10:00 am-11:20 am,Mary R. Rogero (P),01/23-05/13,ALU 201
81952,ARC,511,A,3,Structures I,TR,08:30 am-09:50 am,James Kipton Ping (P),01/23-05/13,ALU 001
81954,ARC,514,A,3,Environmntl Control Systems II,TR,01:00 pm-02:20 pm,Mary Benedict Bonham (P),01/23-05/13,ALU 001
81955,ARC,518,A,3,Construction Methods,TR,10:00 am-11:20 am,Craig L. Hinrichs (P),01/23-05/13,ALU 001
77622,ARC,526,A,3,Architecture And Society,TR,02:30 pm-03:50 pm,Thomas A. Dutton (P); Gerardo Brown-Manrique,01/23-05/13,ALU 200
76266,ARC,551,A,3,Contemp ARC Theory & Practice,MWF,11:30 am-12:25 pm,John M. Reynolds (P),01/23-05/13,ALU 201
81957,ARC,602,A,6,Architecture Studio,MWF,01:30 pm-05:05 pm,Epaminondas Papadimas (P),01/23-05/13,ALU 206
27037,ARC,622,A,3,History of Architecture II,MWF,08:30 am-09:25 am,Sergio L. Sanabria (P),01/23-05/13,ART 100
62949,ARC,636,A,3,Design and Research Methods,MWF,10:00 am-10:55 am,Diane Fellows (P),01/23-05/13,ALU 106E
60953,ARC,702,A,6,Thesis Design Studio,MWF,01:30 pm-05:05 pm,Stanley Overton (P),01/23-05/13,ALU 206
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
79364,ART,102,UA,1.5,Color Theory and Practice,MW,04:00 pm-06:45 pm,Joseph Tyler Paushel (P),03/27-05/13,ART 016
79367,ART,103,TB,1.5,Creative Technology,MW,04:00 pm-06:45 pm,Brandon Lowery (P),01/30-03/17,ART 020
81999,ART,104,TA,1.5,Problem Solving,MWF,02:00 pm-03:50 pm,Brandon Lowery (P),01/30-03/17,ART 016
79369,ART,104,TC,1.5,Problem Solving,TR,02:30 pm-05:15 pm,Tracy Elizabeth Featherstone (P),01/30-03/17,ART 016
79368,ART,104,UB,1.5,Problem Solving,MWF,02:00 pm-03:50 pm,Brandon Lowery (P),03/27-05/13,ART 016
79372,ART,104,UD,1.5,Problem Solving,TR,02:30 pm-05:15 pm,Tracy Elizabeth Featherstone (P),03/27-05/13,ART 016
79363,ART,105,TA,1.5,Technical Drawing,MWF,02:00 pm-03:50 pm,Joseph Tyler Paushel (P),01/30-03/17,ART 020
81953,ART,105,TC,1.5,Technical Drawing,TR,02:30 pm-05:15 pm,Larry Winston Collins (P),01/30-03/17,ART 020
81998,ART,105,UA,1.5,Technical Drawing,MWF,02:00 pm-03:50 pm,Joseph Tyler Paushel (P),03/27-05/13,ART 020
82032,ART,105,UB,1.5,Technical Drawing,TR,02:30 pm-05:15 pm,Larry Winston Collins (P),03/27-05/13,ART 020
79424,ART,106,TA,1.5,Introduction to Figure Drawing,MWF,08:00 am-09:50 am,Joomi Chung (P),01/30-03/17,ART 221
82000,ART,106,UA,1.5,Introduction to Figure Drawing,MWF,08:00 am-09:50 am,Joomi Chung (P),03/27-05/13,ART 221
74327,ART,111,A,3,Design and Composition,MWF,10:00 am-11:50 am,Larry Winston Collins (P),01/23-05/13,ART 016
77219,ART,111,B,3,Design and Composition,TR,11:30 am-02:15 pm,Tracy Elizabeth Featherstone (P),01/23-05/13,ART 016
79147,ART,111,C,3,Design and Composition,MWF,12:00 pm-01:50 pm,Samantha Christine Dorgan (P),01/23-05/13,ART 016
20235,ART,121,A,3,Observational Drawing,MW,04:00 pm-06:45 pm,Casey Lynne Dressell (P),01/23-05/13,ART 221
75894,ART,121,B,3,Observational Drawing,MWF,10:00 am-11:50 am,Joomi Chung (P),01/23-05/13,ART 221
79148,ART,121,C,3,Observational Drawing,TR,08:30 am-11:15 am,Erick Charles Anderson (P),01/23-05/13,ART 221
82457,ART,121,D,3,Observational Drawing,MWF,12:00 pm-01:50 pm,Matthew Wayne Litteken (P),01/23-05/13,ART 221
81852,ART,130,TA,1.5,Lasercutting & Digital Design,R,02:00 pm-03:50 pm,Geoffrey William Riggle (P),01/30-03/17,HIS 220
81939,ART,130,UA,1.5,Lasercutting & Digital Design,M,10:00 am-11:50 am,Geoffrey William Riggle (P),03/27-05/13,HIS 200
81944,ART,131,TA,1.5,3D Printing,M,10:00 am-11:50 am,Geoffrey William Riggle (P),01/30-03/17,HIS 200
81966,ART,131,UA,1.5,3D Printing,R,02:00 pm-03:50 pm,Geoffrey William Riggle (P),03/27-05/13,HIS 220
76968,ART,140,TA,1.5,Beginning Glass,W,06:00 pm-07:50 pm,Leah N. Tuscany (P),01/30-03/17,PHI 103
78908,ART,140,TB,1.5,Beginning Glass,R,06:00 pm-07:50 pm,Kathy S. Hubbard (P),01/30-03/17,PHI 103
76953,ART,140,UA,1.5,Beginning Glass,W,06:00 pm-07:50 pm,Leah N. Tuscany (P),03/27-05/13,PHI 103
77919,ART,140,UB,1.5,Beginning Glass,R,06:00 pm-07:50 pm,Kathy S. Hubbard (P),03/27-05/13,PHI 103
78190,ART,145,TA,2,Beginning Sewing I,T,04:00 pm-06:30 pm,Gylaine Fay Gilmore (P),01/30-03/17,PHI 222
81417,ART,145,TB,2,Beginning Sewing I,W,01:00 pm-03:30 pm,Lisa Bess Martin-Stuart (P),01/30-03/17,PHI 222
82223,ART,145,TC,2,Beginning Sewing I,W,05:00 pm-07:30 pm,Gylaine Fay Gilmore (P),01/30-03/17,PHI 222
78194,ART,145,UA,2,Beginning Sewing I,T,04:00 pm-06:30 pm,Gylaine Fay Gilmore (P),03/27-05/13,PHI 222
79047,ART,146,UA,2,Beginning Sewing II,W,05:00 pm-07:30 pm,Lisa Bess Martin-Stuart (P),03/27-05/13,PHI 222
78674,ART,146,UB,2,Beginning Sewing II,W,01:00 pm-03:30 pm,Lisa Bess Martin-Stuart (P),03/27-05/13,PHI 222
76969,ART,149,TA,1.5,Beginning Digital Photography,M,04:00 pm-05:50 pm,Hannah L. Dunn (P),01/30-03/17,PHI 222
76970,ART,149,TB,1.5,Beginning Digital Photography,T,10:00 am-11:50 am,Hannah L. Dunn (P),01/30-03/17,PHI 222
78708,ART,149,TC,1.5,Beginning Digital Photography,R,01:00 pm-02:50 pm,Hannah L. Dunn (P),01/30-03/17,PHI 222
79241,ART,149,TD,1.5,Beginning Digital Photography,W,10:00 am-11:50 am,Casey James Wilson (P),01/30-03/17,PHI 222
76954,ART,149,UA,1.5,Beginning Digital Photography,M,04:00 pm-05:50 pm,Hannah L. Dunn (P),03/27-05/13,PHI 222
76955,ART,149,UB,1.5,Beginning Digital Photography,T,10:00 am-11:50 am,Hannah L. Dunn (P),03/27-05/13,PHI 222
78709,ART,149,UC,1.5,Beginning Digital Photography,R,01:00 pm-02:50 pm,Hannah L. Dunn (P),03/27-05/13,PHI 222
79256,ART,149,UD,1.5,Beginning Digital Photography,W,10:00 am-11:50 am,Casey James Wilson (P),03/27-05/13,PHI 222
62749,ART,151,TA,1,What is Graphic Design?,F,12:00 pm-01:40 pm,Ryan Carlson Bitzegaio (P),01/30-03/17,ART 136
76971,ART,155,TA,1.5,Beginning Drawing,W,02:00 pm-03:50 pm,John Michael Hankiewicz (P),01/30-03/17,PHI 221
76972,ART,155,TB,1.5,Beginning Drawing,F,02:00 pm-03:50 pm,John Michael Hankiewicz (P),01/30-03/17,PHI 221
77155,ART,155,TC,1.5,Beginning Drawing,M,02:00 pm-03:50 pm,Michael Ellsworth Seeley (P),01/30-03/17,PHI 221
77277,ART,155,TD,1.5,Beginning Drawing,W,04:00 pm-05:50 pm,Michael Ellsworth Seeley (P),01/30-03/17,PHI 221
79257,ART,155,TE,1.5,Beginning Drawing,M,06:00 pm-07:50 pm,John Michael Hankiewicz (P),01/30-03/17,PHI 221
76956,ART,155,UA,1.5,Beginning Drawing,W,02:00 pm-03:50 pm,John Michael Hankiewicz (P),03/27-05/13,PHI 221
76957,ART,155,UB,1.5,Beginning Drawing,F,02:00 pm-03:50 pm,Mark Paul Paich (P),03/27-05/13,PHI 221
77156,ART,155,UC,1.5,Beginning Drawing,M,02:00 pm-03:50 pm,Michael Ellsworth Seeley (P),03/27-05/13,PHI 221
77278,ART,155,UD,1.5,Beginning Drawing,W,04:00 pm-05:50 pm,Michael Ellsworth Seeley (P),03/27-05/13,PHI 221
79259,ART,155,UE,1.5,Beginning Drawing,M,06:00 pm-07:50 pm,John Michael Hankiewicz (P),03/27-05/13,PHI 221
76973,ART,160,TA,1.5,Beginning Ceramics,F,10:00 am-11:50 am,Joseph Tyler Paushel (P),01/30-03/17,PHI 103A
76974,ART,160,TB,1.5,Beginning Ceramics,M,10:00 am-11:50 am,Gail Patricia Springer (P),01/30-03/17,PHI 103A
76975,ART,160,TC,1.5,Beginning Ceramics,T,10:00 am-11:50 am,Gail Patricia Springer (P),01/30-03/17,PHI 103A
77153,ART,160,TD,1.5,Beginning Ceramics,W,10:00 am-11:50 am,Gail Patricia Springer (P),01/30-03/17,PHI 103A
76958,ART,160,UA,1.5,Beginning Ceramics,F,10:00 am-11:50 am,Joseph Tyler Paushel (P),03/27-05/13,PHI 103A
76959,ART,160,UB,1.5,Beginning Ceramics,M,10:00 am-11:50 am,Gail Patricia Springer (P),03/27-05/13,PHI 103A
76960,ART,160,UC,1.5,Beginning Ceramics,T,10:00 am-11:50 am,Gail Patricia Springer (P),03/27-05/13,PHI 103A
77154,ART,160,UD,1.5,Beginning Ceramics,W,10:00 am-11:50 am,Gail Patricia Springer (P),03/27-05/13,PHI 103A
76976,ART,165,TA,1.5,Beginning Metals,T,04:00 pm-05:50 pm,Micah Lee Henderson (P),01/30-03/17,PHI 103
76977,ART,165,TB,1.5,Beginning Metals,W,12:00 pm-01:50 pm,Vanessa Katherine Sliger (P),01/30-03/17,PHI 103
76978,ART,165,TC,1.5,Beginning Metals,F,10:00 am-11:50 am,Micah Lee Henderson (P),01/30-03/17,PHI 103
80224,ART,165,TD,1.5,Beginning Metals,M,12:00 pm-01:50 pm,Micah Lee Henderson (P),01/30-03/17,PHI 103
76961,ART,165,UA,1.5,Beginning Metals,T,04:00 pm-05:50 pm,Micah Lee Henderson (P),03/27-05/13,PHI 103
76962,ART,165,UB,1.5,Beginning Metals,W,12:00 pm-01:50 pm,Vanessa Katherine Sliger (P),03/27-05/13,PHI 103
76963,ART,165,UC,1.5,Beginning Metals,F,10:00 am-11:50 am,Micah Lee Henderson (P),03/27-05/13,PHI 103
80225,ART,165,UD,1.5,Beginning Metals,M,12:00 pm-01:50 pm,Micah Lee Henderson (P),03/27-05/13,PHI 103
76979,ART,170,TA,1.5,Basic Woodworking,R,04:00 pm-05:50 pm,Teddy W. Wong (P),01/30-03/17,ALU 010
76964,ART,170,UA,1.5,Basic Woodworking,R,04:00 pm-05:50 pm,Teddy W. Wong (P),03/27-05/13,ALU 010
20264,ART,187,A,3,Hst Of West Art/Prehis-Gothic,MWF,02:30 pm-03:25 pm,Mark Harald Jensen (P),01/23-05/13,ART 100
74309,ART,188,A,3,Hst Of West Art/Renais-Modern,TR,10:00 am-11:20 am,Andrew R. Casper (P),01/23-05/13,ART 100
75538,ART,188,B,3,Hst Of West Art/Renais-Modern,MWF,10:00 am-10:55 am,Pepper Stetler (P),01/23-05/13,ART 100
78840,ART,188,D,3,Hst Of West Art/Renais-Modern,T,11:30 am-12:50 pm,Lauren C. Tate (P),01/23-05/13,ART 100
79376,ART,188H,A,3,Hst Of West Art/Renais-Modern,TR,10:00 am-11:20 am,Andrew R. Casper (P),01/23-05/13,ART 100
77564,ART,189,A,3,History Of Western Dress,MW,10:00 am-11:20 am,Melanie Gail Mortimore (P),01/23-05/13,ART 136
82217,ART,189,B,3,History Of Western Dress,TR,10:00 am-11:20 am,Lisa Bess Martin-Stuart (P),01/23-05/13,ART 136
70321,ART,195,A,3,Introduction to Art Education,TR,10:00 am-11:20 am,Stephanie A. Baer (P),01/23-05/13,ART 154
80156,ART,215,A,3,3D Digital Sculpting,MW,01:00 pm-02:20 pm,Matthew J. Board (P),01/23-05/13,HIS 200
80155,ART,218,A,3,3D Shading and Texturing,MW,02:30 pm-03:50 pm,Matthew J. Board (P),01/23-05/13,HIS 200
77927,ART,221,B,3,Drawing III,TR,11:30 am-02:15 pm,Michael Stillion (P),01/23-05/13,ART 221
77928,ART,222,B,3,Drawing IV,TR,11:30 am-02:15 pm,Michael Stillion (P),01/23-05/13,ART 221
77929,ART,231,B,3,Painting I,MW,04:00 pm-06:45 pm,Michael Stillion (P),01/23-05/13,ART 245
77576,ART,233,A,3,Global Perspectives on Dress,F,11:30 am-12:50 pm,Trina Gannon (P),01/23-05/13,BAC 138
80660,ART,233,B,3,Global Perspectives on Dress,F,02:00 pm-03:20 pm,Trina Gannon (P),01/23-05/13,ART 136
75898,ART,241,A,3,Printmaking I,MWF,10:00 am-11:50 am,Ellen J. Price (P),01/23-05/13,HIS 125
77930,ART,241,B,3,Printmaking I,TR,02:30 pm-05:15 pm,William Sterling Simms (P),01/23-05/13,HIS 125
71742,ART,254,A,3,FundamentalsInteraction Design,MWF,10:00 am-11:50 am,Ryan Carlson Bitzegaio (P),01/23-05/13,MMH 114
81707,ART,255,A,3,Introduction: Digital Imaging,MWF,12:00 pm-01:50 pm,Casey James Wilson (P),01/23-05/13,ART 017
80384,ART,255,B,3,Introduction: Digital Imaging,MWF,08:00 am-09:50 am,TBA,01/23-05/13,ART 017
20280,ART,257,A,3,Photography I,MWF,02:00 pm-03:50 pm,Jon M. Yamashiro (P),01/23-05/13,ART 017
67193,ART,259,A,3,Art and Digital Tools I,TR,05:00 pm-06:20 pm,Sherri Ann Krazl (P),01/23-05/13,ART 100
80281,ART,259,B,3,Art and Digital Tools I,M,05:00 pm-07:15 pm,Neal Aaron Brown (P),01/23-05/13,ART 100
82260,ART,259,C,3,Art and Digital Tools I,M,06:30 pm-08:45 pm,Andrea Del Pilar Mateus Forero (P),01/23-05/13,ART 103
20281,ART,261,A,3,Ceramics I,MWF,10:00 am-11:50 am,Dennis E. Tobin (P),01/23-05/13,HIS 027
75901,ART,264,A,3,Jewelry Design & Metals I,TR,02:30 pm-05:15 pm,Vanessa Katherine Sliger (P),01/23-05/13,HIS 002
81961,ART,264,B,3,Jewelry Design & Metals I,MW,06:00 pm-08:45 pm,Vanessa Katherine Sliger (P),01/23-05/13,HIS 002
82082,ART,271,A,3,Sculpture I,MWF,10:00 am-11:50 am,Rodney W. Northcutt (P),01/23-05/13,HIS 023
70390,ART,281,A,1,Contemporary Art Forum,R,05:30 pm-06:45 pm,Tracy Elizabeth Featherstone (P),01/23-05/13,BAC 102
75751,ART,285,A,3,Writing and the Visual Arts,TR,02:30 pm-03:50 pm,Pepper Stetler (P),01/23-05/13,ART 103
75907,ART,286,A,3,China; Korea; Japan,TR,08:30 am-09:50 am,Michael James Hatch (P),01/23-05/13,ART 100
73152,ART,296,A,3,Secondary Art Methods,TR,11:30 am-12:50 pm,Stephanie A. Baer (P),01/23-05/13,ART 154
81711,ART,317,A,3,Arts of Col. Lat. America,TR,01:00 pm-02:20 pm,Andrew R. Casper (P),01/23-05/13,ART 103
77934,ART,320A,A,3,Animation,MW,04:00 pm-06:45 pm,Joomi Chung (P),01/23-05/13,HIS 200
79157,ART,320B,A,3,Advanced Drawing,TR,05:30 pm-08:15 pm,Daniel L. Bonham (P),01/23-05/13,ART 221
81712,ART,326,A,3,Modern & Contemp East Asia,TR,11:30 am-12:50 pm,Michael James Hatch (P),01/23-05/13,ART 103
20299,ART,331,A,3,Painting II,TR,08:30 am-11:15 am,Dana Saulnier (P),01/23-05/13,ART 245
20301,ART,332,A,3,Painting III,TR,08:30 am-11:15 am,Dana Saulnier (P),01/23-05/13,ART 245
20304,ART,341,A,3,Printmaking II,MWF,12:00 pm-01:50 pm,Ellen J. Price (P),01/23-05/13,HIS 119
20305,ART,342,A,3,Printmaking III,MWF,12:00 pm-01:50 pm,Ellen J. Price (P),01/23-05/13,HIS 119
79416,ART,343,A,3,The Art of Visual Presentation,MW,04:00 pm-06:45 pm,Ryan Carlson Bitzegaio (P),01/23-05/13,HIS 218
81689,ART,343,B,3,The Art of Visual Presentation,TR,02:30 pm-05:15 pm,Alison L. Place (P),01/23-05/13,HIS 218
79417,ART,344,A,3,Personal Branding,MWF,10:00 am-11:50 am,Mark Angelo Cela (P),01/23-05/13,ART 017
79711,ART,345,A,3,Graphic Design Prototyping,MWF,08:00 am-09:50 am,Yashodhan Mandke (P),01/23-05/13,ART 148
20306,ART,352,A,3,Identity Systems,TR,11:30 am-02:15 pm,Ray Anthony Claxton (P),01/23-05/13,HIS 218
65745,ART,354,A,6,3-Dimensional Design,MWF,02:00 pm-03:50 pm,Ryan Carlson Bitzegaio (P),01/23-05/13,HIS 218
20308,ART,358,A,3,Photography III,TR,02:30 pm-05:15 pm,Ron Stevens (P),01/23-05/13,ART 017
20309,ART,361,A,3,Ceramics II,TR,05:30 pm-08:15 pm,Dennis E. Tobin (P),01/23-05/13,HIS 027
20310,ART,362,A,3,Ceramics III,TR,05:30 pm-08:15 pm,Dennis E. Tobin (P),01/23-05/13,HIS 027
20311,ART,364,A,3,Jewelry Design And Metals II,TR,11:30 am-02:15 pm,Geoffrey William Riggle (P),01/23-05/13,HIS 002
20312,ART,365,A,3,Jewelry Design & Metals III,TR,11:30 am-02:15 pm,Geoffrey William Riggle (P),01/23-05/13,HIS 002
20313,ART,371,A,3,Sculpture II,TR,05:30 pm-08:15 pm,Rodney W. Northcutt (P),01/23-05/13,HIS 023
20314,ART,372,A,3,Sculpture III,TR,05:30 pm-08:15 pm,Rodney W. Northcutt (P),01/23-05/13,HIS 023
81872,ART,384,A,3,Greco-Roman Decorative Arts,TR,02:30 pm-03:50 pm,Emily Michelle Rush (P),01/23-05/13,IRV 046
81710,ART,389,A,3,The History of Photography,TR,10:00 am-11:20 am,Pepper Stetler (P),01/23-05/13,ART 103
65092,ART,419,A,16,Supervsd Stdt Teaching in Art,W,04:15 pm-05:15 pm,Amy Marie Pace (P),01/23-05/13,ART 148
20321,ART,431,A,3,Painting IV,TR,02:30 pm-05:15 pm,Michael Stillion (P),01/23-05/13,ART 237
20322,ART,432,A,3,Painting V,TR,02:30 pm-05:15 pm,Michael Stillion (P),01/23-05/13,ART 237
26273,ART,441,A,3,Printmaking IV,MWF,12:00 pm-01:50 pm,Ellen J. Price (P),01/23-05/13,HIS 119
20323,ART,442,A,3,Printmaking V,MWF,12:00 pm-01:50 pm,Ellen J. Price (P),01/23-05/13,HIS 119
70067,ART,450,A,3,Alternative Design Media,TR,02:30 pm-05:15 pm,Erin Marie Beckloff (P),01/23-05/13,HIS 215
82418,ART,450,B,3,Alternative Design Media,TR,06:00 pm-08:45 pm,Andrew David Sander (P),01/23-05/13,HIS 215
20325,ART,452,A,3,Senior Degree Project,TR,08:30 am-11:15 am,Erin Marie Beckloff (P),01/23-05/13,HIS 218
20326,ART,453,A,4,Highwire Brand Studio,MW,10:00 am-11:50 am,Ray Anthony Claxton (P),01/23-05/13,FSB 1019
71743,ART,455,A,3,Design History & Cultural Cont,TR,08:30 am-09:50 am,Thomas Effler (P),01/23-05/13,ART 136
26438,ART,457,A,3,Photography IV,MW,04:00 pm-06:45 pm,Jon M. Yamashiro (P),01/23-05/13,ART 017
20329,ART,458,A,3,Photography V,MW,04:00 pm-06:45 pm,Jon M. Yamashiro (P),01/23-05/13,ART 017
82370,ART,460,A,3,Special Topics Design Studio,MWF,08:00 am-09:50 am,Dennis Matthew Cheatham (P); Ray Anthony Claxton,01/23-05/13,HIS 218
20330,ART,461,A,3,Ceramics IV,TR,05:30 pm-08:15 pm,Dennis E. Tobin (P),01/23-05/13,HIS 027
20331,ART,462,A,3,Ceramics V,TR,05:30 pm-08:15 pm,Dennis E. Tobin (P),01/23-05/13,HIS 027
20332,ART,464,A,3,Jewelry Design & Metals IV,TR,11:30 am-02:15 pm,Geoffrey William Riggle (P),01/23-05/13,HIS 002
20334,ART,471,A,3,Sculpture IV,TR,05:30 pm-08:15 pm,Rodney W. Northcutt (P),01/23-05/13,HIS 023
20335,ART,472,A,3,Sculpture V,TR,05:30 pm-08:15 pm,Rodney W. Northcutt (P),01/23-05/13,HIS 023
82221,ART,480A,A,3,Screen Media in Art and Space,MW,02:30 pm-03:50 pm,Ann Boehling Dell'Aria (P),01/23-05/13,ART 136
74313,ART,489,A,3,Art of the Late 20th Century,MWF,11:30 am-12:25 pm,Ann Boehling Dell'Aria (P),01/23-05/13,ART 103
70786,ART,490,B,1.000-3.000,Supplemental Problems,TR,05:30 pm-08:15 pm,TBA,01/23-05/13,HIS 023
20340,ART,492,A,3,Portfolio And Exhibition Exper,TR,01:00 pm-02:20 pm,Ann E. Taulbee (P),01/23-05/13,ART 136
77938,ART,493,A,3,Professional Dispositions,MWF,01:00 pm-01:55 pm,Stephanie A. Baer (P),01/23-05/13,ART 154
74329,ART,496,A,3,Theory for Visual Artists,W,06:00 pm-08:45 pm,Dana Saulnier (P),01/23-05/13,ART 220
79214,ART,499,A,1,Potter's Wheel Sculpting,SU,08:00 am-05:00 pm,Ron Stevens (P),04/08-04/09,TBA
82294,ART,499,B,1,Bookbinding for Beginners,SU,08:00 am-05:00 pm,Stephanie A. Baer (P); Ron Stevens,04/22-04/23,TBA
74328,ART,531,A,3,Painting IV,TR,02:30 pm-05:15 pm,Dana Saulnier (P),01/23-05/13,ART 237
73809,ART,532,A,3,Painting V,TR,02:30 pm-05:15 pm,Dana Saulnier (P),01/23-05/13,ART 237
26282,ART,541,A,3,Printmaking IV,MWF,12:00 pm-01:50 pm,Ellen J. Price (P),01/23-05/13,HIS 119
71744,ART,555,A,3,Design History & Cultural Cont,TR,08:30 am-09:50 am,Thomas Effler (P),01/23-05/13,ART 136
82371,ART,560,A,3,Special Topics Design Studio,MWF,08:00 am-09:50 am,Dennis Matthew Cheatham (P); Ray Anthony Claxton,01/23-05/13,HIS 218
26284,ART,561,A,3,Ceramics IV,TR,05:30 pm-08:15 pm,Dennis E. Tobin (P),01/23-05/13,HIS 027
26285,ART,562,A,3,Ceramics V,TR,05:30 pm-08:15 pm,Dennis E. Tobin (P),01/23-05/13,HIS 027
26286,ART,564,A,3,Jewelry Design & Metals IV,TR,11:30 am-02:15 pm,Geoffrey William Riggle (P),01/23-05/13,HIS 002
20345,ART,571,A,3,Sculpture IV,TR,05:30 pm-08:15 pm,Rodney W. Northcutt (P),01/23-05/13,HIS 023
26288,ART,572,A,3,Sculpture V,TR,05:30 pm-08:15 pm,Rodney W. Northcutt (P),01/23-05/13,HIS 023
82534,ART,580A,A,3,Screen Media in Art and Space,MW,02:30 pm-03:50 pm,Ann Boehling Dell'Aria (P),01/23-05/13,ART 136
74315,ART,589,A,3,Art of the Late 20th Century,MWF,11:30 am-12:25 pm,Ann Boehling Dell'Aria (P),01/23-05/13,ART 103
74330,ART,596,A,3,Theory for Visual Artists,W,06:00 pm-08:45 pm,Dana Saulnier (P),01/23-05/13,ART 220
76832,ART,599,A,1,Potter's Wheel Sculpting,SU,08:00 am-05:00 pm,Ron Stevens (P),04/08-04/09,TBA
82295,ART,599,B,1,Bookbinding for Beginners,TBA,,TBA,04/22-04/23,TBA
78875,ART,600,A,1.000-3.000,Advanced Research Problems,,TBA,TBA,01/23-05/13,HIS
70174,ART,630,A,3.000-6.000,Graduate Study in Painting,TR,02:30 pm-05:15 pm,Michael Stillion (P),01/23-05/13,ART 231
70175,ART,630,B,3.000-6.000,Graduate Study in Painting,,TBA,Joomi Chung (P),01/23-05/13,ART 231
70176,ART,630,C,3.000-6.000,Graduate Study in Painting,TR,02:30 pm-05:15 pm,Dana Saulnier (P),01/23-05/13,ART 231
70177,ART,630,D,3.000-6.000,Graduate Study in Painting,,TBA,Mark Harald Jensen (P),01/23-05/13,ART 231
78867,ART,630,E,3.000-6.000,Graduate Study in Painting,,TBA,TBA,01/23-05/13,TBA
70179,ART,630,F,3.000-6.000,Graduate Study in Painting,,TBA,Mark Harald Jensen (P),01/23-05/13,ART
70089,ART,640,A,3.000-6.000,Graduate Study in Printmaking,MWF,12:00 pm-01:50 pm,Ellen J. Price (P),01/23-05/13,HIS 119
78821,ART,640,B,3.000-6.000,Graduate Study in Printmaking,,TBA,Ellen J. Price (P),01/23-05/13,HIS
78877,ART,640,C,3.000-6.000,Graduate Study in Printmaking,,TBA,Ellen J. Price (P),01/23-05/13,HIS
77939,ART,650,A,3.000-6.000,Grad Study: Experience Design,MW,01:00 pm-03:45 pm,Dennis Matthew Cheatham (P),01/23-05/13,HIS 221
70171,ART,660,A,3.000-6.000,Graduate Study in Ceramics,TR,05:30 pm-08:15 pm,Dennis E. Tobin (P),01/23-05/13,HIS 027
70090,ART,664,A,3.000-6.000,Graduate Study In Metals,TR,11:30 am-02:15 pm,Geoffrey William Riggle (P),01/23-05/13,HIS 002
70172,ART,670,A,3.000-6.000,Graduate Study in Sculpture,TR,05:30 pm-08:15 pm,TBA,01/23-05/13,HIS 023
,,,,,,,,,,
