CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
16649,ENG,111,AB,O,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Chase Nicholas Eversole (P),08/29-12/10,UPH 235
14066,ENG,111,AC,O,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Peter Hoxie Heath (P),08/29-12/10,MCG 225
10870,ENG,111,AD,O,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Carrie Nicole Bindschadler (P),08/29-12/10,BAC 250
17405,ENG,111,AE,O,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Emily Jane O'Brien (P),08/29-12/10,UPH 131
15982,ENG,111,AF,O,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Gabriella Marie Pishotti (P),08/29-12/10,UPH 167
53612,ENG,111,AG,O,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Sarah Ellen Allard (P),08/29-12/10,UPH 328
53613,ENG,111,BA,O,3,Composition and Rhetoric,MW,08:30 am-09:50 am,Jeffrey Allan Carr (P),08/29-12/10,ART 103
10877,ENG,111,BB,O,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Isaac Pickell (P),08/29-12/10,BAC 256
16650,ENG,111,BC,O,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Charlynn Estes (P),08/29-12/10,BAC 250
56800,ENG,111,BD,O,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Dhanuka Bandara (P),08/29-12/10,BAC 346
53614,ENG,111,BE,O,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Carly Ann Plank (P),08/29-12/10,IRV 009
14433,ENG,111,BF,O,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Christopher Alan Cox (P),08/29-12/10,BAC 143
50805,ENG,111,BG,O,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Danielle Marie Hart (P),08/29-12/10,UPH 167
10878,ENG,111,BH,O,3,Composition and Rhetoric,WF,08:30 am-09:50 am,Darren Thompson (P),08/29-12/10,BAC 254
16040,ENG,111,CA,O,3,Composition and Rhetoric,MWF,10:00 am-10:55 am,Courtney Nicole Kalmbach (P),08/29-12/10,BAC 256
55124,ENG,111,DA,O,3,Composition and Rhetoric,MW,10:00 am-11:20 am,Tammy Jolene Atha (P),08/29-12/10,UPH 226
10884,ENG,111,DB,O,3,Composition and Rhetoric,MW,10:00 am-11:20 am,Weiwei Xiong (P),08/29-12/10,UPH 131
10885,ENG,111,DC,O,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Catherine R Shay (P),08/29-12/10,BAC 252
10883,ENG,111,DD,O,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Isaac Pickell (P),08/29-12/10,BAC 250
14070,ENG,111,DE,O,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Christopher Brian Murphy (P),08/29-12/10,BAC 245
10887,ENG,111,DF,O,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Carly Ann Plank (P),08/29-12/10,IRV 120
56905,ENG,111,DI,O,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Christopher Alan Cox (P),08/29-12/10,UPH 131
53566,ENG,111,DJ,O,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Tatiana Raquel Silvas (P),08/29-12/10,UPH 235
10886,ENG,111,DK,O,3,Composition and Rhetoric,WF,10:00 am-11:20 am,Karunanayake Pathirannehelag Priyanimal (P),08/29-12/10,UPH 071
10895,ENG,111,EA,O,3,Composition and Rhetoric,MWF,11:30 am-12:25 pm,Erin Elizabeth Jamieson (P),08/29-12/10,BAC 254
10891,ENG,111,EB,O,3,Composition and Rhetoric,MWF,11:30 am-12:25 pm,Courtney Nicole Kalmbach (P),08/29-12/10,MMH 212
16651,ENG,111,FA,O,3,Composition and Rhetoric,MW,11:30 am-12:50 pm,Elizabeth Kristen Weeks (P),08/29-12/10,UPH 131
10900,ENG,111,FB,O,3,Composition and Rhetoric,MW,11:30 am-12:50 pm,Natalie Dawn McFadden Buller (P),08/29-12/10,KRG 213
10898,ENG,111,FC,O,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Elizabeth Esther Wolfe (P),08/29-12/10,UPH 167
10899,ENG,111,FD,O,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Samitha Sumanthri Senanayake (P),08/29-12/10,BAC 250
10890,ENG,111,FE,O,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Rachel Rebecca Rode Schaefer (P),08/29-12/10,UPH 235
14397,ENG,111,GA,O,3,Composition and Rhetoric,MWF,01:00 pm-01:55 pm,Courtney Nicole Kalmbach (P),08/29-12/10,BEN 115
53606,ENG,111,JB,O,3,Composition and Rhetoric,MW,01:00 pm-02:20 pm,Natalie Dawn McFadden Buller (P),08/29-12/10,KRG 213
14075,ENG,111,JE,O,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Tatiana Raquel Silvas (P),08/29-12/10,UPH 163
10906,ENG,111,JF,O,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Rachel Rebecca Rode Schaefer (P),08/29-12/10,UPH 235
10923,ENG,111,JG,O,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Justin Tyler Chandler (P),08/29-12/10,UPH 167
10907,ENG,111,JI,O,3,Composition and Rhetoric,WF,01:00 pm-02:20 pm,Sidne Suzanne Lyon (P),08/29-12/10,UPH 131
15978,ENG,111,JJ,O,3,Composition and Rhetoric,WF,01:00 pm-02:20 pm,Heather Lea Nelson (P),08/29-12/10,MCG 225
14398,ENG,111,NA,O,3,Composition and Rhetoric,MW,02:30 pm-03:50 pm,Katarina Nicole Morris (P),08/29-12/10,UPH 328
10918,ENG,111,NB,O,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Yebing Zhao (P),08/29-12/10,UPH 235
10919,ENG,111,NC,O,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Elizabeth Esther Wolfe (P),08/29-12/10,BAC 256
15996,ENG,111,ND,O,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Joshua B. Jones (P),08/29-12/10,BAC 250
18795,ENG,111,NE,O,3,Composition and Rhetoric,WF,02:30 pm-03:50 pm,Amy Nadine Accongio (P),08/29-12/10,PBD 024
10920,ENG,111,NF,O,3,Composition and Rhetoric,WF,02:30 pm-03:50 pm,Recarlo Angelo Richardson (P),08/29-12/10,UPH 167
14088,ENG,111,NG,O,3,Composition and Rhetoric,WF,02:30 pm-03:50 pm,Heather Lea Nelson (P),08/29-12/10,MCG 225
55115,ENG,111,QA,O,3,Composition and Rhetoric,MW,04:00 pm-05:20 pm,Elijah Simmons (P),08/29-12/10,BAC 264
14249,ENG,111,QB,O,3,Composition and Rhetoric,TR,04:00 pm-05:20 pm,Mandy Rhae Olejnik (P),08/29-12/10,BAC 143
10925,ENG,111,QC,O,3,Composition and Rhetoric,TR,04:00 pm-05:20 pm,Joshua B. Jones (P),08/29-12/10,BAC 134
56933,ENG,111,QD,O,3,Composition and Rhetoric,TR,04:00 pm-05:20 pm,David Coffin Halliwell (P),08/29-12/10,IRV 046
17514,ENG,111,QF,O,3,Composition and Rhetoric,TR,04:00 pm-05:20 pm,Hua Zhu (P),08/29-12/10,BAC 256
55111,ENG,111,QG,O,3,Composition and Rhetoric,WF,04:00 pm-05:20 pm,Jonathan E. Maxey (P),08/29-12/10,KRG 224
64091,ENG,111,G A,M,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Jonnetta Woodard (P),08/29-12/10,GRT 152
,,,,,,,T,08:00 am-10:00 am,Jonnetta Woodard,12/13-12/13,GRT 152
12996,ENG,111,H A,H,3,Composition and Rhetoric,,TBA,Pamela Marie Tyahur (P),08/29-12/10,WEB
12997,ENG,111,H B,H,3,Composition and Rhetoric,MW,08:30 am-09:50 am,Katherine E. Kickel (P),08/29-12/10,PHE 308
,,,,,,,M,08:00 am-10:00 am,Katherine E. Kickel,12/12-12/12,PHE 308
65449,ENG,111,H C,H,3,Composition and Rhetoric,,TBA,Richard Rees (P),08/29-12/10,WEB
14520,ENG,111,H D,H,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Christine Heilman (P),08/29-12/10,MOS 210
,,,,,,,T,08:00 am-10:00 am,Christine Heilman,12/13-12/13,MOS 210
66667,ENG,111,H E,H,3,Composition and Rhetoric,TR,12:26 pm-02:00 pm,Pamela Marie Tyahur (P),08/29-12/10,MOS 316
,,,,,,,T,12:30 pm-02:30 pm,Pamela Marie Tyahur,12/13-12/13,MOS 316
13000,ENG,111,H F,H,3,Composition and Rhetoric,MW,11:30 am-12:50 pm,Diana A. Royer (P),08/29-12/10,MOS 300
,,,,,,,W,10:15 am-12:15 pm,Diana A. Royer,12/14-12/14,MOS 300
13005,ENG,111,H K,H,3,Composition and Rhetoric,MW,12:26 pm-02:00 pm,Janet L. Valente (P),08/29-12/10,REN 201
,,,,,,,M,12:30 pm-02:30 pm,Janet L. Valente,12/12-12/12,REN 201
13008,ENG,111,H N,H,3,Composition and Rhetoric,MW,02:30 pm-03:50 pm,Curtis R. Dickerson (P),08/29-12/10,PHE 306
,,,,,,,M,02:45 pm-04:45 pm,Curtis R. Dickerson,12/12-12/12,PHE 306
13009,ENG,111,H O,H,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Thomas G. Flanigan (P),08/29-12/10,MOS 210
,,,,,,,R,12:30 pm-02:30 pm,Thomas G. Flanigan,12/15-12/15,MOS 210
55259,ENG,111,H P,H,3,Composition and Rhetoric,,TBA,Richard Rees (P),08/29-12/10,WEB
13011,ENG,111,H Q,H,3,Composition and Rhetoric,MW,04:00 pm-05:20 pm,Curtis R. Dickerson (P),08/29-12/10,PHE 201
,,,,,,,W,02:45 pm-04:45 pm,Curtis R. Dickerson,12/14-12/14,PHE 201
13013,ENG,111,H S,H,3,Composition and Rhetoric,MW,11:30 am-12:50 pm,John M. Krafft (P),08/29-12/10,PHE 302
,,,,,,,W,10:15 am-12:15 pm,John M. Krafft,12/14-12/14,PHE 302
67017,ENG,111,H T,H,3,Composition and Rhetoric,MW,01:00 pm-02:20 pm,Andrew A. Ehritz (P),08/29-12/10,REN 203
,,,,,,,M,12:30 pm-02:30 pm,Andrew A. Ehritz,12/12-12/12,REN 203
13015,ENG,111,H U,H,3,Composition and Rhetoric,MW,02:30 pm-03:50 pm,Jan Melissa Finan (P),08/29-12/10,PHE 203
,,,,,,,M,02:45 pm-04:45 pm,Jan Melissa Finan,12/12-12/12,PHE 203
14519,ENG,111,H V,H,3,Composition and Rhetoric,MW,10:00 am-11:20 am,Diana A. Royer (P),08/29-12/10,PHE 204
,,,,,,,M,10:15 am-12:15 pm,Diana A. Royer,12/12-12/12,PHE 204
14549,ENG,111,H W,H,3,Composition and Rhetoric,M,07:00 pm-09:50 pm,Jonnetta Woodard (P),08/29-12/10,MOS 216
,,,,,,,M,07:15 pm-09:15 pm,Jonnetta Woodard,12/12-12/12,MOS 216
16102,ENG,111,H X,H,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Deborah Ruth Day (P),08/29-12/10,MOS 214
,,,,,,,T,10:15 am-12:15 pm,Deborah Ruth Day,12/13-12/13,MOS 214
17653,ENG,111,H Z,H,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Deborah Ruth Day (P),08/29-12/10,MOS 218
,,,,,,,R,02:45 pm-04:45 pm,Deborah Ruth Day,12/15-12/15,MOS 218
70743,ENG,111,HAA,H,3,Composition and Rhetoric,,TBA,Chelsie June Hoskins (P),08/29-12/10,WEB
57057,ENG,111,HDD,H,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Thomas G. Flanigan (P),08/29-12/10,MOS 216
,,,,,,,R,10:15 am-12:15 pm,Thomas G. Flanigan,12/15-12/15,MOS 216
58921,ENG,111,HII,H,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,John M. Krafft (P),08/29-12/10,PHE 302
,,,,,,,R,10:15 am-12:15 pm,John M. Krafft,12/15-12/15,PHE 302
58922,ENG,111,HJJ,H,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Andrew A. Ehritz (P),08/29-12/10,MOS 212
,,,,,,,R,12:30 pm-02:30 pm,Andrew A. Ehritz,12/15-12/15,MOS 212
59373,ENG,111,HLL,H,3,Composition and Rhetoric,MW,05:30 pm-06:50 pm,Chelsie June Hoskins (P),08/29-12/10,MOS 222
,,,,,,,W,05:00 pm-07:00 pm,Chelsie June Hoskins,12/14-12/14,MOS 222
64786,ENG,111,HQA,H,3,Composition and Rhetoric,MW,12:00 pm-01:30 pm,Laura Leane Brenner (P),09/12-12/10,PHE 206
,,,,,,,M,12:30 pm-02:30 pm,Laura Leane Brenner,12/12-12/12,PHE 206
13012,ENG,111,HQB,H,3,Composition and Rhetoric,TR,04:00 pm-05:30 pm,Anthony Francis Ramstetter (P),09/12-12/10,PHE 306
,,,,,,,T,02:45 pm-04:45 pm,Anthony Francis Ramstetter,12/13-12/13,PHE 306
65352,ENG,111,HRR,H,3,Composition and Rhetoric,MW,10:00 am-11:20 am,Laura Leane Brenner (P),08/29-12/10,PHE 308
,,,,,,,M,10:15 am-12:15 pm,Laura Leane Brenner,12/12-12/12,PHE 308
65353,ENG,111,HSS,H,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Christine Heilman (P),08/29-12/10,MOS 220
,,,,,,,T,10:15 am-12:15 pm,Christine Heilman,12/13-12/13,MOS 220
68776,ENG,111,HTT,H,3,Composition and Rhetoric,MW,07:00 pm-08:20 pm,Chelsie June Hoskins (P),08/29-12/10,MOS 214
,,,,,,,W,07:15 pm-09:15 pm,Chelsie June Hoskins,12/14-12/14,MOS 214
12683,ENG,111,M A,M,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Michelle Lynn Lawrence (P),08/29-12/10,THH 009
,,,,,,,F,08:00 am-10:00 am,Michelle Lynn Lawrence,12/16-12/16,THH 009
18311,ENG,111,M B,M,3,Composition and Rhetoric,MWF,10:00 am-10:55 am,Michelle Lynn Lawrence (P),08/29-12/10,JHN 015
,,,,,,,M,10:15 am-12:15 pm,Michelle Lynn Lawrence,12/12-12/12,JHN 015
12685,ENG,111,M C,M,3,Composition and Rhetoric,MWF,11:30 am-12:25 pm,John F. Heyda (P),08/29-12/10,THH 203
,,,,,,,W,10:15 am-12:15 pm,John F. Heyda,12/14-12/14,THH 203
12686,ENG,111,M F,M,3,Composition and Rhetoric,MW,10:00 am-11:20 am,Matthew J. Nunes (P),08/29-12/10,GRD 111
,,,,,,,M,10:15 am-12:15 pm,Matthew J. Nunes,12/12-12/12,GRD 111
51402,ENG,111,M G,M,3,Composition and Rhetoric,MW,10:00 am-11:20 am,Alyssa Marie Straight (P),08/29-12/10,GRD 002
,,,,,,,M,10:15 am-12:15 pm,Alyssa Marie Straight,12/12-12/12,GRD 002
12688,ENG,111,M H,M,3,Composition and Rhetoric,MW,11:30 am-12:50 pm,Matthew J. Nunes (P),08/29-12/10,THH 007
,,,,,,,W,10:15 am-12:15 pm,Matthew J. Nunes,12/14-12/14,THH 007
12689,ENG,111,M I,M,3,Composition and Rhetoric,MW,01:00 pm-02:20 pm,Eric Melbye (P),08/29-12/10,JHN 111
,,,,,,,M,12:30 pm-02:30 pm,Eric Melbye,12/12-12/12,JHN 111
70588,ENG,111,M J,M,3,Composition and Rhetoric,,TBA,Marianne Cotugno (P),08/29-12/10,WEB
50282,ENG,111,M K,M,3,Composition and Rhetoric,MW,02:30 pm-03:50 pm,Eric Melbye (P),08/29-12/10,JHN 201
,,,,,,,M,02:45 pm-04:45 pm,Eric Melbye,12/12-12/12,JHN 201
12692,ENG,111,M L,M,3,Composition and Rhetoric,MW,04:00 pm-05:20 pm,Shannon L. Wilson (P),08/29-12/10,JHN 104
,,,,,,,W,02:45 pm-04:45 pm,Shannon L. Wilson,12/14-12/14,JHN 104
12693,ENG,111,M M,M,3,Composition and Rhetoric,TR,08:30 am-09:50 am,DeAnna A. Shores (P),08/29-12/10,JHN 111
,,,,,,,T,08:00 am-10:00 am,DeAnna A. Shores,12/13-12/13,JHN 111
12694,ENG,111,M N,M,3,Composition and Rhetoric,TR,10:00 am-11:20 am,John Paul Tassoni (P),08/29-12/10,THH 007
,,,,,,,T,10:15 am-12:15 pm,John Paul Tassoni,12/13-12/13,THH 007
12695,ENG,111,M P,M,3,Composition and Rhetoric,TR,12:26 pm-02:00 pm,John Paul Tassoni (P),08/29-12/10,JHN 118
,,,,,,,T,12:30 pm-02:30 pm,John Paul Tassoni,12/13-12/13,JHN 118
12696,ENG,111,M Q,M,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Sherry L. Scurlock (P),08/29-12/10,JHN 018
,,,,,,,R,10:15 am-12:15 pm,Sherry L. Scurlock,12/15-12/15,JHN 018
12697,ENG,111,M S,M,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Sherry L. Scurlock (P),08/29-12/10,JHN 018
,,,,,,,R,02:45 pm-04:45 pm,Sherry L. Scurlock,12/15-12/15,JHN 018
58955,ENG,111,M T,M,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Alyssa Marie Straight (P),08/29-12/10,JHN 104
,,,,,,,R,12:30 pm-02:30 pm,Alyssa Marie Straight,12/15-12/15,JHN 104
12698,ENG,111,M U,M,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Michelle Lynn Lawrence (P),08/29-12/10,JHN 104
,,,,,,,R,02:45 pm-04:45 pm,Michelle Lynn Lawrence,12/15-12/15,JHN 104
12700,ENG,111,M V,M,3,Composition and Rhetoric,TR,04:00 pm-05:20 pm,John Paul Tassoni (P),08/29-12/10,JHN 015
,,,,,,,T,02:45 pm-04:45 pm,John Paul Tassoni,12/13-12/13,JHN 015
54812,ENG,111,M W,M,3,Composition and Rhetoric,W,07:00 pm-09:50 pm,Curtis R. Dickerson (P),08/29-12/10,JHN 201
,,,,,,,W,07:15 pm-09:15 pm,Curtis R. Dickerson,12/14-12/14,JHN 201
54813,ENG,111,M X,M,3,Composition and Rhetoric,,TBA,Kimberly K. Rayburn (P),08/29-12/10,WEB
62449,ENG,111,MQA,M,3,Composition and Rhetoric,,TBA,DeAnna A. Shores (P),09/12-12/10,WEB
12699,ENG,111,MQJ,M,3,Composition and Rhetoric,MW,02:00 pm-03:30 pm,Marianne Cotugno (P),09/12-12/10,JHN 104
,,,,,,,M,02:45 pm-04:45 pm,Marianne Cotugno,12/12-12/12,JHN 104
69858,ENG,111,V A,V,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Henri D. Moudoungou (P),08/29-12/10,VOA 122
,,,,,,,T,08:00 am-10:00 am,Henri D. Moudoungou,12/13-12/13,VOA 122
67118,ENG,112,FF,O,3,Composition & Literature,MW,11:30 am-12:50 pm,Weiwei Xiong (P),08/29-12/10,UPH 235
60428,ENG,112,JA,O,3,Composition & Literature,MW,01:00 pm-02:20 pm,Weiwei Xiong (P),08/29-12/10,UPH 167
58121,ENG,112,NA,O,3,Composition & Literature,TR,02:30 pm-03:50 pm,Samitha Sumanthri Senanayake (P),08/29-12/10,UPH 131
54501,ENG,112,H B,H,3,Composition & Literature,MW,11:30 am-12:50 pm,Tory Vandeventer Pearman (P),08/29-12/10,PHE 201
,,,,,,,W,10:15 am-12:15 pm,Tory Vandeventer Pearman,12/14-12/14,PHE 201
13021,ENG,112,H D,H,3,Composition & Literature,MW,10:00 am-11:20 am,Henri D. Moudoungou (P),08/29-12/10,MOS 208
,,,,,,,M,10:15 am-12:15 pm,Henri D. Moudoungou,12/12-12/12,MOS 208
13023,ENG,112,H F,H,3,Composition & Literature,MW,04:00 pm-05:20 pm,Henri D. Moudoungou (P),08/29-12/10,MOS 220
,,,,,,,W,02:45 pm-04:45 pm,Henri D. Moudoungou,12/14-12/14,MOS 220
63982,ENG,112,H G,H,3,Composition & Literature,,TBA,Richard Rees (P),08/29-12/10,WEB
13634,ENG,112,H I,H,3,Composition & Literature,TR,01:00 pm-02:20 pm,Deborah Ruth Day (P),08/29-12/10,PHE 206
,,,,,,,R,12:30 pm-02:30 pm,Deborah Ruth Day,12/15-12/15,PHE 206
16585,ENG,112,H K,H,3,Composition & Literature,TR,02:30 pm-03:50 pm,Thomas G. Flanigan (P),08/29-12/10,PHE 206
,,,,,,,R,02:45 pm-04:45 pm,Thomas G. Flanigan,12/15-12/15,PHE 206
12712,ENG,112,M A,M,3,Composition & Literature,MW,10:00 am-11:20 am,DeAnna A. Shores (P),08/29-12/10,THH 105
,,,,,,,M,10:15 am-12:15 pm,DeAnna A. Shores,12/12-12/12,THH 105
66628,ENG,112,M B,M,3,Composition & Literature,TR,01:00 pm-02:20 pm,Heather Williams (P),08/29-12/10,JHN 111
,,,,,,,R,12:30 pm-02:30 pm,Heather Williams,12/15-12/15,JHN 111
57947,ENG,112,M F,M,3,Composition & Literature,,TBA,Michelle Buchberger (P),08/29-12/10,WEB
60169,ENG,119,A,O,3,ENG for Int'l Grad Students,MWF,08:30 am-09:25 am,Anthony Joseph Cimasko (P),08/29-12/10,BAC 154
,,,,,,,F,08:00 am-10:00 am,Anthony Joseph Cimasko,12/16-12/16,BAC 154
60170,ENG,119,B,O,3,ENG for Int'l Grad Students,WF,10:00 am-11:20 am,Anthony Joseph Cimasko (P),08/29-12/10,UPH 343
,,,,,,,W,10:15 am-12:15 pm,Anthony Joseph Cimasko,12/14-12/14,UPH 343
60171,ENG,119,C,O,3,ENG for Int'l Grad Students,WF,02:30 pm-03:50 pm,Anthony Joseph Cimasko (P),08/29-12/10,KRG 207
,,,,,,,M,03:00 pm-05:00 pm,Anthony Joseph Cimasko,12/12-12/12,KRG 207
59374,ENG,122,H A,H,3,Popular Literature,MW,02:30 pm-03:50 pm,Diana A. Royer (P),08/29-12/10,REN 202
,,,,,,,M,02:45 pm-04:45 pm,Diana A. Royer,12/12-12/12,REN 202
52069,ENG,124,A,O,3,Introduction To Fiction,TR,10:00 am-11:20 am,William Francis Fisher (P),08/29-12/10,BAC 346
,,,,,,,T,10:15 am-12:15 pm,William Francis Fisher,12/13-12/13,BAC 346
60509,ENG,125,H A,H,3,Introduction To Drama,TR,10:00 am-11:20 am,Thomas G. Flanigan (P),08/29-12/10,PHE 206
,,,,,,,T,10:15 am-12:15 pm,Thomas G. Flanigan,12/13-12/13,PHE 206
69397,ENG,131,M A,M,3,Life&Thought In English Lit,MW,11:30 am-12:50 pm,Maureen Hattrup (P),08/29-12/10,JHN 111
,,,,,,,W,10:15 am-12:15 pm,Maureen Hattrup,12/14-12/14,JHN 111
51427,ENG,132,H A,H,3,Life&Thought In English Lit,MW,11:30 am-12:50 pm,Katherine E. Kickel (P),08/29-12/10,PHE 306
,,,,,,,W,10:15 am-12:15 pm,Katherine E. Kickel,12/14-12/14,PHE 306
56232,ENG,134,A,O,3,Introduction To Shakespeare,MW,08:30 am-09:50 am,James M. Bromley (P),08/29-12/10,UPH 312
,,,,,,,F,08:00 am-10:00 am,James M. Bromley,12/16-12/16,UPH 312
65721,ENG,141,H A,H,3,Life&Thought In American Lit,TR,01:00 pm-02:20 pm,John M. Krafft (P),08/29-12/10,PHE 302
,,,,,,,R,12:30 pm-02:30 pm,John M. Krafft,12/15-12/15,PHE 302
19038,ENG,142,A,O,3,Life&Tht In Amer Lit:1865-1945,TR,01:00 pm-02:20 pm,Daniel C. Dale (P),08/29-12/10,BAC 108
,,,,,,,T,12:45 pm-02:45 pm,Daniel C. Dale,12/13-12/13,BAC 108
64099,ENG,142,M A,M,3,Life&Tht In Amer Lit:1865-1945,TR,10:00 am-11:20 am,Mary Jane Brown (P),08/29-12/10,JHN 106
,,,,,,,T,10:15 am-12:15 pm,Mary Jane Brown,12/13-12/13,JHN 106
69579,ENG,143,A,O,3,American Lit 1945-Present,MW,11:30 am-12:50 pm,Timothy D. Melley (P),08/29-12/10,UPH 361
,,,,,,,W,12:45 pm-02:45 pm,Timothy D. Melley,12/14-12/14,UPH 361
69400,ENG,143,M A,M,3,American Lit 1945-Present,,TBA,Marianne Cotugno (P),08/29-12/10,WEB
70697,ENG,143H,M A,M,3,American Lit 1945-Present,,TBA,Marianne Cotugno (P),08/29-12/10,WEB
51407,ENG,151,H A,H,3,Intro to Critical Reading,TR,10:00 am-11:20 am,Lois Gillis Brown (P),08/29-12/10,PHE 308
,,,,,,,T,10:15 am-12:15 pm,Lois Gillis Brown,12/13-12/13,PHE 308
56096,ENG,151,HQA,H,3,Intro to Critical Reading,MW,04:00 pm-05:30 pm,Mary Susan Dugas (P),09/12-12/10,MOS 212
,,,,,,,W,02:45 pm-04:45 pm,Mary Susan Dugas,12/14-12/14,MOS 212
56188,ENG,151,M A,M,3,Intro to Critical Reading,T,10:00 am-11:20 am,Mary Lynn Dille (P),08/29-12/10,JHN 020
,,,,,,,T,10:15 am-12:15 pm,Mary Lynn Dille,12/13-12/13,JHN 020
70168,ENG,163,A,O,3,Literature And Travel,WF,01:00 pm-02:20 pm,Karunanayake Pathirannehelag Priyanimal (P),08/29-12/10,UPH 127
,,,,,,,M,12:45 pm-02:45 pm,Karunanayake Pathirannehelag Priyanimal,12/12-12/12,UPH 127
63216,ENG,171,A,O,3,Humanities and Technology,MW,11:30 am-12:50 pm,Christopher F. Cheek (P),08/29-12/10,BAC 264
,,,,,,,W,12:45 pm-02:45 pm,Christopher F. Cheek,12/14-12/14,BAC 264
64828,ENG,201C,A,O,3,Lang. in African-Amer. Comm.,TR,01:00 pm-02:20 pm,Jacquelyn Rahman (P),08/29-12/10,BAC 254
,,,,,,,T,12:45 pm-02:45 pm,Jacquelyn Rahman,12/13-12/13,BAC 254
57642,ENG,202,A,O,3,Var English: Dialect Divrs/Lng,TR,11:30 am-12:50 pm,Jacquelyn Rahman (P),08/29-12/10,BAC 143
,,,,,,,R,12:45 pm-02:45 pm,Jacquelyn Rahman,12/15-12/15,BAC 143
64477,ENG,204L,L A,L,1,European Cinema-Introduction,T,12:30 pm-02:35 pm,Eileen Byrne (P),08/29-12/17,CHA
63479,ENG,213,A,O,3,Writing for Media,,TBA,Robert Bodle (P),08/29-12/10,WEB
66761,ENG,213,B,O,3,Writing for Media,TR,08:30 am-09:50 am,Samuel M. Ribbler (P),08/29-12/10,WIH 130
,,,,,,,R,08:00 am-10:00 am,Samuel M. Ribbler,12/15-12/15,WIH 130
68228,ENG,213,C,O,3,Writing for Media,WF,02:30 pm-03:50 pm,Robin Boston Hinton (P),08/29-12/10,WIH 130
,,,,,,,M,03:00 pm-05:00 pm,Robin Boston Hinton,12/12-12/12,WIH 130
13029,ENG,215,H B,H,3,Workplace Writing,W,07:00 pm-09:50 pm,Karen M. O'Hara (P),08/29-12/10,MOS 319
,,,,,,,W,07:15 pm-09:15 pm,Karen M. O'Hara,12/14-12/14,MOS 319
60711,ENG,215,HVA,H,3,Workplace Writing,,TBA,Meredith Nicole Singleton (P),09/06-11/07,WEB
58724,ENG,215,HWA,H,3,Workplace Writing,,TBA,Meredith Nicole Singleton (P),10/12-12/10,WEB
69402,ENG,215,M A,M,3,Workplace Writing,TR,01:00 pm-02:20 pm,Matthew J. Nunes (P),08/29-12/10,GRD 002
,,,,,,,R,12:30 pm-02:30 pm,Matthew J. Nunes,12/15-12/15,GRD 002
62451,ENG,215,M B,M,3,Workplace Writing,,TBA,Maureen Hattrup (P),08/29-12/10,WEB
57954,ENG,215,M C,M,3,Workplace Writing,,TBA,Maureen Hattrup (P),08/29-12/10,WEB
68189,ENG,220,A,O,3,Literature & Film,TR,11:30 am-12:25 pm,Kathleen N. Johnson (P),08/29-12/10,ART 100
,,,,,,,R,04:00 pm-04:55 pm,Justin Tyler Chandler,08/29-12/10,UPH 167
,,,,,,,R,12:45 pm-02:45 pm,Kathleen N. Johnson,12/15-12/15,ART 100
