CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
,,,,,,,T,08:00 am-09:50 am,Jeffrey L. Peterson,08/29-12/10,EGB 168
,,,,,,,W,03:00 pm-05:00 pm,James Robert Chagdes,12/14-12/14,EGB 270
50263,ECE,448,A,O,2,Senior Design Project,M,06:00 pm-07:20 pm,Dmitriy Garmatyuk (P),08/29-12/10,GAR 156
,,,,,,,M,07:45 pm-09:45 pm,Dmitriy Garmatyuk,12/12-12/12,GAR 156
58822,ECE,449,A,O,2,Senior Design Project,M,06:00 pm-07:20 pm,Dmitriy Garmatyuk (P),08/29-12/10,GAR 156
,,,,,,,M,07:45 pm-09:45 pm,Dmitriy Garmatyuk,12/12-12/12,GAR 156
69720,ECE,453,A,O,3,Communication Systems,MWF,08:30 am-09:50 am,Donald R. Ucci (P),08/29-12/10,BEN 100
,,,,,,,F,08:00 am-10:00 am,Donald R. Ucci,12/16-12/16,BEN 100
69681,ECE,491,A,O,3,Power Systems Engineering,WF,10:00 am-11:20 am,Mark John Scott (P),08/29-12/10,BEN 100
,,,,,,,W,10:15 am-12:15 pm,Mark John Scott,12/14-12/14,BEN 100
67022,ECE,536,C,O,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,James Robert Chagdes (P),08/29-12/10,EGB 270
,,,,,,,R,02:00 pm-03:50 pm,Luigi Giancarlo Corti Calderon,08/29-12/10,EGB 168
,,,,,,,W,03:00 pm-05:00 pm,James Robert Chagdes,12/14-12/14,EGB 270
70527,ECE,536,E,O,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,James Robert Chagdes (P),08/29-12/10,EGB 270
,,,,,,,R,10:00 am-11:50 am,James Robert Chagdes,08/29-12/10,GAR 141
,,,,,,,W,03:00 pm-05:00 pm,James Robert Chagdes,12/14-12/14,EGB 270
69724,ECE,553,A,O,3,Communication Systems,MWF,08:30 am-09:50 am,Donald R. Ucci (P),08/29-12/10,BEN 100
,,,,,,,F,08:00 am-10:00 am,Donald R. Ucci,12/16-12/16,BEN 100
70535,ECE,591,A,O,3,Power Systems Engineering,WF,10:00 am-11:20 am,Mark John Scott (P),08/29-12/10,BEN 100
,,,,,,,W,10:15 am-12:15 pm,Mark John Scott,12/14-12/14,BEN 100
60226,ECE,610,A,O,1,Graduate Seminar,M,11:30 am-12:25 pm,Chi-Hao Cheng (P),08/29-12/10,BEN 100
,,,,,,,W,12:45 pm-02:45 pm,Chi-Hao Cheng,12/14-12/14,BEN 100
70587,ECE,625,A,O,3,Advanced DSP,MW,01:00 pm-02:20 pm,Chi-Hao Cheng (P),08/29-12/10,GAR 155
,,,,,,,M,12:45 pm-02:45 pm,Chi-Hao Cheng,12/12-12/12,GAR 155
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
64374,EGM,411,A,O,3,Leading and Managing Projects,TR,04:00 pm-05:20 pm,Vincent C. Hand (P),08/29-12/10,BEN 114
,,,,,,,T,03:00 pm-05:00 pm,Vincent C. Hand,12/13-12/13,BEN 114
64375,EGM,511,A,O,3,Leading and Managing Projects,TR,04:00 pm-05:20 pm,Vincent C. Hand (P),08/29-12/10,BEN 114
,,,,,,,T,03:00 pm-05:00 pm,Vincent C. Hand,12/13-12/13,BEN 114
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
53785,ENT,100,H A,H,0,EngineeringTechnology Advising,,TBA,Robert E. Speckert (P),08/29-12/10,TBA
57906,ENT,100,M A,M,0,EngineeringTechnology Advising,,TBA,Robert E. Speckert (P),08/29-12/10,TBA
13030,ENT,135,H A,H,3,Computer-Aided Drafting,MW,02:30 pm-05:00 pm,Farnaz Pakdel (P),08/29-12/10,PHE 204
,,,,,,,M,02:45 pm-04:45 pm,Farnaz Pakdel,12/12-12/12,PHE 204
13031,ENT,135,H B,H,3,Computer-Aided Drafting,M,05:30 pm-10:30 pm,Michael Thomas DiGiovanna (P),08/29-12/10,PHE 204
,,,,,,,F,05:00 pm-07:00 pm,Michael Thomas DiGiovanna,12/16-12/16,PHE 204
54703,ENT,135,M A,M,3,Computer-Aided Drafting,W,05:30 pm-10:30 pm,Michael Thomas DiGiovanna (P),08/29-12/10,THH 106
,,,,,,,W,05:00 pm-07:00 pm,Michael Thomas DiGiovanna,12/14-12/14,THH 106
15948,ENT,137,H A,H,1,Intro ToEngineering Technology,W,02:30 pm-03:25 pm,Robert E. Speckert (P),08/29-12/10,PHE 304
,,,,,,,W,12:30 pm-02:30 pm,Robert E. Speckert,12/14-12/14,PHE 304
50635,ENT,137,M A,M,1,Intro ToEngineering Technology,W,02:30 pm-03:25 pm,Ayodele Olushola Abatan (P),08/29-12/10,THH 203
,,,,,,,W,02:45 pm-04:45 pm,Ayodele Olushola Abatan,12/14-12/14,THH 203
63145,ENT,151,M A,M,3,Engineering Materials,T,06:00 pm-09:55 pm,Mauro Losz (P),08/29-12/10,THH 107
,,,,,,,T,05:00 pm-07:00 pm,Mauro Losz,12/13-12/13,THH 107
59277,ENT,192,H A,H,3,Circuit Analysis I,R,06:00 pm-09:55 pm,Hirenkumar Vallabhdas Gami (P),08/29-12/10,PHE 302
,,,,,,,R,06:00 pm-09:55 pm,Hirenkumar Vallabhdas Gami,08/29-12/10,PHE 303
,,,,,,,R,07:15 pm-09:15 pm,Hirenkumar Vallabhdas Gami,12/15-12/15,PHE 302
13035,ENT,220,H A,H,0.000-2.000,Professional Practice,,TBA,Shelley S. Cassady (P),08/29-12/10,TBA
56561,ENT,235,M A,M,3,Computer-Aided Design,R,06:00 pm-09:55 pm,Hamed Samandari (P),08/29-12/10,THH 106
,,,,,,,R,07:15 pm-09:15 pm,Hamed Samandari,12/15-12/15,THH 106
13036,ENT,252,H A,H,3,Computer-Aided Manufacturng II,W,06:00 pm-09:55 pm,Robert E. Speckert (P),08/29-12/10,PHE 206
,,,,,,,W,06:00 pm-09:55 pm,Robert E. Speckert,08/29-12/10,PHE 204
,,,,,,,W,05:00 pm-07:00 pm,Robert E. Speckert,12/14-12/14,PHE 206
63146,ENT,272,M A,M,3,Mechanics II:Material Strength,T,06:00 pm-09:55 pm,Gary S. Drigel (P),08/29-12/10,THH 202
,,,,,,,T,05:00 pm-07:00 pm,Gary S. Drigel,12/13-12/13,THH 202
67575,ENT,291,M A,M,3,Industrial Electronics,M,06:00 pm-09:54 pm,Hirenkumar Vallabhdas Gami (P),08/29-12/10,THH 111
,,,,,,,M,06:01 pm-09:55 pm,Hirenkumar Vallabhdas Gami,08/29-12/10,THH 102
,,,,,,,M,07:15 pm-09:15 pm,Hirenkumar Vallabhdas Gami,12/12-12/12,THH 111
59975,ENT,293,H A,H,3,Digital Systems,W,06:00 pm-09:55 pm,Roger Christian Seifried (P),08/29-12/10,PHE 304
,,,,,,,W,06:00 pm-09:55 pm,Roger Christian Seifried,08/29-12/10,PHE 303
,,,,,,,W,05:00 pm-07:00 pm,Roger Christian Seifried,12/14-12/14,PHE 304
59977,ENT,294,H A,H,3,Local Area Networks,T,06:00 pm-09:55 pm,William E. Sylvester (P),08/29-12/10,PHE 305
,,,,,,,T,05:00 pm-07:00 pm,William E. Sylvester,12/13-12/13,PHE 305
67574,ENT,295,H A,H,3,Microprocessor Technology I,R,06:00 pm-09:55 pm,Roger Christian Seifried (P),08/29-12/10,PHE 304
,,,,,,,R,06:00 pm-09:55 pm,Roger Christian Seifried,08/29-12/10,PHE 303
,,,,,,,R,07:15 pm-09:15 pm,Roger Christian Seifried,12/15-12/15,PHE 304
51874,ENT,301,H A,H,3,Dynamics,T,06:00 pm-09:55 pm,Kenneth J. Ekegren (P),08/29-12/10,PHE 303
,,,,,,,T,05:00 pm-07:00 pm,Kenneth J. Ekegren,12/13-12/13,PHE 303
70780,ENT,301,H B,H,3,Dynamics,T,06:00 pm-09:55 pm,Mysore Narayanan (P),08/29-12/10,PHE 300
,,,,,,,T,05:00 pm-07:00 pm,Mysore Narayanan,12/13-12/13,PHE 300
12735,ENT,301,M A,M,3,Dynamics,R,06:00 pm-09:55 pm,Banafsheh Seyed-Aghazadeh (P),08/29-12/10,THH 111
,,,,,,,R,07:15 pm-09:15 pm,Banafsheh Seyed-Aghazadeh,12/15-12/15,THH 111
69336,ENT,303,M A,M,3,Digital Signal Processing Tech,W,06:00 pm-09:55 pm,Hirenkumar Vallabhdas Gami (P),08/29-12/10,THH 111
,,,,,,,W,05:00 pm-07:00 pm,Hirenkumar Vallabhdas Gami,12/14-12/14,THH 111
15244,ENT,310,M A,M,3,Fluid Mechanics,T,06:00 pm-09:55 pm,Mazyar Amin (P),08/29-12/10,THH 203
,,,,,,,T,05:00 pm-07:00 pm,Mazyar Amin,12/13-12/13,THH 203
51876,ENT,311,H A,H,3,Process Cntrol Intrface Design,W,06:00 pm-09:55 pm,Reza Abrisham Baf (P),08/29-12/10,PHE 300
,,,,,,,W,05:00 pm-07:00 pm,Reza Abrisham Baf,12/14-12/14,PHE 300
55234,ENT,312,M A,M,3,Thermodynamics And Heat Power,W,06:00 pm-09:55 pm,Mazyar Amin (P),08/29-12/10,THH 203
,,,,,,,W,05:00 pm-07:00 pm,Mazyar Amin,12/14-12/14,THH 203
57679,ENT,316,V A,V,3,Project Mgmt in Engr Technlgy,M,06:00 pm-09:55 pm,Kenneth Charles Williams (P),08/29-12/10,VOA 122
,,,,,,,M,07:15 pm-09:15 pm,Kenneth Charles Williams,12/12-12/12,VOA 122
15275,ENT,333,H A,H,4,Computational Meth: Egnr Tech,M,06:00 pm-09:55 pm,Mysore Narayanan (P),08/29-12/10,PHE 304
,,,,,,,M,07:15 pm-09:15 pm,Mysore Narayanan,12/12-12/12,PHE 304
55164,ENT,333,M A,M,4,Computational Meth: Egnr Tech,M,06:00 pm-09:55 pm,Mysore Narayanan (P),08/29-12/10,THH 203
,,,,,,,M,07:15 pm-09:15 pm,Mysore Narayanan,12/12-12/12,THH 203
13039,ENT,401,H A,H,3,Computzd Inst&Feedback Control,R,07:00 pm-10:55 pm,Mert Bal (P),08/29-12/10,PHE 300
,,,,,,,R,07:15 pm-09:15 pm,Mert Bal,12/15-12/15,PHE 300
52223,ENT,416,M A,M,3,Topics in Mechanical Vibration,M,06:00 pm-09:55 pm,Banafsheh Seyed-Aghazadeh (P),08/29-12/10,THH 009
,,,,,,,M,07:15 pm-09:15 pm,Banafsheh Seyed-Aghazadeh,12/12-12/12,THH 009
64796,ENT,418,H A,H,3,Electro-Mechanical Control Sys,M,06:00 pm-09:55 pm,Reza Abrisham Baf (P),08/29-12/10,PHE 300
,,,,,,,M,07:15 pm-09:15 pm,Reza Abrisham Baf,12/12-12/12,PHE 300
13883,ENT,497,H A,H,2,Senior Design Project,R,05:00 pm-06:50 pm,Robert E. Speckert (P),08/29-12/10,PHE 300
,,,,,,,R,05:00 pm-07:00 pm,Robert E. Speckert,12/15-12/15,PHE 300
16596,ENT,497,H B,H,2,Senior Design Project,R,05:00 pm-06:50 pm,Gary S. Drigel (P),08/29-12/10,PHE 302
,,,,,,,R,05:00 pm-07:00 pm,Gary S. Drigel,12/15-12/15,PHE 302
61827,ENT,497,H C,H,2,Senior Design Project,R,05:00 pm-06:50 pm,"Mert Bal (P), Reza Abrisham Baf",08/29-12/10,PHE 300
,,,,,,,R,05:00 pm-06:50 pm,TBA,08/29-12/10,PHE 305
,,,,,,,R,05:00 pm-07:00 pm,Mert Bal,12/15-12/15,PHE 300
53710,ENT,497,M A,M,2,Senior Design Project,R,05:00 pm-06:50 pm,Gary S. Drigel (P),08/29-12/10,THH 203
,,,,,,,R,05:00 pm-07:00 pm,Gary S. Drigel,12/15-12/15,THH 203
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
16549,ENG,7,H C,H,3,Fundamentals Of Writing,TR,10:00 am-11:20 am,Karen Lorraine Blount (P),08/29-12/10,PHE 302
,,,,,,,T,10:15 am-12:15 pm,Karen Lorraine Blount,12/13-12/13,PHE 302
69334,ENG,7,H D,H,3,Fundamentals Of Writing,MW,05:30 pm-06:50 pm,Janet L. Valente (P),08/29-12/10,MOS 214
,,,,,,,W,05:00 pm-07:00 pm,Janet L. Valente,12/14-12/14,MOS 214
16554,ENG,7,H G,H,3,Fundamentals Of Writing,MW,08:30 am-09:50 am,Rebecca Jane Richards (P),08/29-12/10,PHE 206
,,,,,,,M,08:00 am-10:00 am,Rebecca Jane Richards,12/12-12/12,PHE 206
16555,ENG,7,H H,H,3,Fundamentals Of Writing,MW,11:30 am-12:50 pm,Rebecca Jane Richards (P),08/29-12/10,MOS 216
,,,,,,,W,10:15 am-12:15 pm,Rebecca Jane Richards,12/14-12/14,MOS 216
16556,ENG,7,H I,H,3,Fundamentals Of Writing,MW,01:00 pm-02:20 pm,Rebecca Jane Richards (P),08/29-12/10,MOS 212
,,,,,,,M,12:30 pm-02:30 pm,Rebecca Jane Richards,12/12-12/12,MOS 212
66088,ENG,7,H L,H,2,Fundamentals Of Writing,TR,11:30 am-12:25 pm,Pamela Marie Tyahur (P),08/29-12/10,MOS 316
,,,,,,,R,10:15 am-12:15 pm,Pamela Marie Tyahur,12/15-12/15,MOS 316
57824,ENG,7,H N,H,2,Fundamentals Of Writing,MW,11:30 am-12:25 pm,Janet L. Valente (P),08/29-12/10,REN 201
,,,,,,,W,10:15 am-12:15 pm,Janet L. Valente,12/14-12/14,REN 201
61091,ENG,7,H R,H,3,Fundamentals Of Writing,TR,01:00 pm-02:20 pm,Karen Lorraine Blount (P),08/29-12/10,PHE 203
,,,,,,,R,12:30 pm-02:30 pm,Karen Lorraine Blount,12/15-12/15,PHE 203
53807,ENG,7,M A,M,2,Fundamentals Of Writing,TR,11:30 am-12:25 pm,John Paul Tassoni (P),08/29-12/10,JHN 118
,,,,,,,R,10:15 am-12:15 pm,John Paul Tassoni,12/15-12/15,JHN 118
69384,ENG,7,M B,M,3,Fundamentals Of Writing,MW,11:30 am-12:50 pm,Bridget S. McCarthy-Osswald (P),08/29-12/10,JHN 118
,,,,,,,W,10:15 am-12:15 pm,Bridget S. McCarthy-Osswald,12/14-12/14,JHN 118
56688,ENG,104,A,O,1,Writing Studio,M,02:30 pm-03:50 pm,Gabriele Bechtel (P),08/29-12/10,BAC 338
,,,,,,,M,03:00 pm-05:00 pm,Gabriele Bechtel,12/12-12/12,BAC 338
68656,ENG,104,B,O,1,Writing Studio,T,10:00 am-11:20 am,Cher Cornett Uhl (P),08/29-12/10,BAC 338
,,,,,,,T,10:15 am-12:15 pm,Cher Cornett Uhl,12/13-12/13,BAC 338
67309,ENG,104,C,O,1,Writing Studio,W,02:30 pm-03:50 pm,Ekaterina V. Guseva (P),08/29-12/10,BAC 338
,,,,,,,M,03:00 pm-05:00 pm,Ekaterina V. Guseva,12/12-12/12,BAC 338
56924,ENG,104,D,O,1,Writing Studio,R,11:30 am-12:50 pm,Gabriele Bechtel (P),08/29-12/10,BAC 338
,,,,,,,R,12:45 pm-02:45 pm,Gabriele Bechtel,12/15-12/15,BAC 338
70361,ENG,104,F,O,1,Writing Studio,R,02:30 pm-03:50 pm,Gabriele Bechtel (P),08/29-12/10,BAC 338
,,,,,,,R,03:00 pm-05:00 pm,Gabriele Bechtel,12/15-12/15,BAC 338
56675,ENG,104,H A,H,1,Writing Studio,R,02:30 pm-03:50 pm,David Sherman Burk (P),08/29-12/10,PHE 204
,,,,,,,R,02:45 pm-04:45 pm,David Sherman Burk,12/15-12/15,PHE 204
56676,ENG,104,H B,H,1,Writing Studio,T,04:00 pm-05:20 pm,Mary Susan Dugas (P),08/29-12/10,MOS 210
,,,,,,,T,02:45 pm-04:45 pm,Mary Susan Dugas,12/13-12/13,MOS 210
56930,ENG,104,H D,H,1,Writing Studio,T,02:30 pm-03:50 pm,Pamela Marie Tyahur (P),08/29-12/10,MOS 216
,,,,,,,F,02:45 pm-04:45 pm,Pamela Marie Tyahur,12/16-12/16,MOS 216
56666,ENG,104,MQB,M,1,Writing Studio,T,10:00 am-11:05 am,Linh Le Dich (P),09/12-12/10,GRD 110
,,,,,,,T,10:15 am-12:15 pm,Linh Le Dich,12/13-12/13,GRD 110
56662,ENG,104,MQD,M,1,Writing Studio,T,11:30 am-12:35 pm,Linh Le Dich (P),09/12-12/10,GRD 110
,,,,,,,T,12:30 pm-02:30 pm,Linh Le Dich,12/13-12/13,GRD 110
56668,ENG,104,MQE,M,1,Writing Studio,R,01:00 pm-02:05 pm,Linh Le Dich (P),09/12-12/10,GRD 110
,,,,,,,R,12:30 pm-02:30 pm,Linh Le Dich,12/15-12/15,GRD 110
69736,ENG,108,AA,O,4,U.S. Cult & Comp L2 Writers,MW,08:00 am-09:50 am,Galina Shleykina (P),08/29-12/10,BOY 228
,,,,,,,F,08:00 am-10:00 am,Galina Shleykina,12/16-12/16,BOY 228
69740,ENG,108,AB,O,4,U.S. Cult & Comp L2 Writers,TR,08:00 am-09:50 am,Cher Cornett Uhl (P),08/29-12/10,BAC 151
,,,,,,,R,08:00 am-10:00 am,Cher Cornett Uhl,12/15-12/15,BAC 151
62001,ENG,108,AC,O,4,U.S. Cult & Comp L2 Writers,TR,08:00 am-09:50 am,Melissa Kaye Rhoades (P),08/29-12/10,BAC 343
,,,,,,,R,08:00 am-10:00 am,Melissa Kaye Rhoades,12/15-12/15,BAC 343
62003,ENG,108,BA,O,4,U.S. Cult & Comp L2 Writers,MWF,08:30 am-09:45 am,Lilia Muller Moyer (P),08/29-12/10,EGB 162
,,,,,,,F,08:00 am-10:00 am,Lilia Muller Moyer,12/16-12/16,EGB 162
56878,ENG,108,CA,O,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Minsun Kim (P),08/29-12/10,PBD 029
,,,,,,,W,10:15 am-12:15 pm,Minsun Kim,12/14-12/14,PBD 029
62002,ENG,108,CB,O,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Galina Shleykina (P),08/29-12/10,PBD 021
,,,,,,,W,10:15 am-12:15 pm,Galina Shleykina,12/14-12/14,PBD 021
69745,ENG,108,CC,O,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Jessica Lynn Harbaum (P),08/29-12/10,BAC 341
,,,,,,,W,10:15 am-12:15 pm,Jessica Lynn Harbaum,12/14-12/14,BAC 341
70543,ENG,108,CD,O,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Lilia Muller Moyer (P),08/29-12/10,EGB 162
,,,,,,,W,10:15 am-12:15 pm,Lilia Muller Moyer,12/14-12/14,EGB 162
70452,ENG,108,CE,O,4,U.S. Cult & Comp L2 Writers,TR,10:00 am-11:50 am,Melissa Kaye Rhoades (P),08/29-12/10,BAC 151
,,,,,,,T,10:15 am-12:15 pm,Melissa Kaye Rhoades,12/13-12/13,BAC 151
57111,ENG,108,EA,O,4,U.S. Cult & Comp L2 Writers,MWF,11:30 am-12:45 pm,Jessica Lynn Harbaum (P),08/29-12/10,BAC 341
,,,,,,,W,12:45 pm-02:45 pm,Jessica Lynn Harbaum,12/14-12/14,BAC 341
60624,ENG,108,EB,O,4,U.S. Cult & Comp L2 Writers,MWF,11:30 am-12:45 pm,Minsun Kim (P),08/29-12/10,PBD 407
,,,,,,,W,12:45 pm-02:45 pm,Minsun Kim,12/14-12/14,PBD 407
57112,ENG,108,GA,O,4,U.S. Cult & Comp L2 Writers,MWF,01:00 pm-02:15 pm,Minsun Kim (P),08/29-12/10,PBD 029
,,,,,,,M,12:45 pm-02:45 pm,Minsun Kim,12/12-12/12,PBD 029
69732,ENG,108,GB,O,4,U.S. Cult & Comp L2 Writers,MWF,01:00 pm-02:15 pm,Nugrahenny Tourisia Zacharias (P),08/29-12/10,BEN 213
,,,,,,,M,12:45 pm-02:45 pm,Nugrahenny Tourisia Zacharias,12/12-12/12,BEN 213
69730,ENG,108,GC,O,4,U.S. Cult & Comp L2 Writers,MWF,01:00 pm-02:15 pm,Keely i Mobley Mohon-Doyle (P),08/29-12/10,BAC 254
,,,,,,,M,12:45 pm-02:45 pm,Keely i Mobley Mohon-Doyle,12/12-12/12,BAC 254
68697,ENG,108,PA,O,4,U.S. Cult & Comp L2 Writers,MW,04:00 pm-05:50 pm,Cher Cornett Uhl (P),08/29-12/10,BAC 346
,,,,,,,W,03:00 pm-05:00 pm,Cher Cornett Uhl,12/14-12/14,BAC 346
68698,ENG,108,PB,O,4,U.S. Cult & Comp L2 Writers,MW,04:00 pm-05:50 pm,Ekaterina V. Guseva (P),08/29-12/10,BAC 256
,,,,,,,W,03:00 pm-05:00 pm,Ekaterina V. Guseva,12/14-12/14,BAC 256
66232,ENG,108,M A,M,4,U.S. Cult & Comp L2 Writers,MTWRF,09:00 am-10:30 am,William Patrick Orth (P),08/29-12/10,JHN 118
,,,,,,,M,08:00 am-10:00 am,William Patrick Orth,12/12-12/12,JHN 118
67696,ENG,108,M B,M,4,U.S. Cult & Comp L2 Writers,MTWRF,02:00 pm-03:30 pm,Richard Mark Toepler (P),08/29-12/10,JHN 015
,,,,,,,M,02:45 pm-04:45 pm,Richard Mark Toepler,12/12-12/12,JHN 015
67191,ENG,109,AA,O,4,Composition & Rhet L2 Writers,MW,08:00 am-09:50 am,Kelly Ann Lovell (P),08/29-12/10,UPH 343
,,,,,,,F,08:00 am-10:00 am,Kelly Ann Lovell,12/16-12/16,UPH 343
69747,ENG,109,AB,O,4,Composition & Rhet L2 Writers,MW,08:00 am-09:50 am,Scott Edward Wagar (P),08/29-12/10,BAC 252
,,,,,,,F,08:00 am-10:00 am,Scott Edward Wagar,12/16-12/16,BAC 252
57144,ENG,109,AC,O,4,Composition & Rhet L2 Writers,TR,08:00 am-09:50 am,Kate P. Francis (P),08/29-12/10,UPH 235
,,,,,,,R,08:00 am-10:00 am,Kate P. Francis,12/15-12/15,UPH 235
65392,ENG,109,BA,O,4,Composition & Rhet L2 Writers,MWF,08:30 am-09:45 am,Shatha Abdulmohsen Alali (P),08/29-12/10,ALU 201
,,,,,,,F,08:00 am-10:00 am,Shatha Abdulmohsen Alali,12/16-12/16,ALU 201
56879,ENG,109,BC,O,4,Composition & Rhet L2 Writers,MWF,08:30 am-09:45 am,Mairel Charm Moreto Damon (P),08/29-12/10,BAC 337
,,,,,,,F,08:00 am-10:00 am,Mairel Charm Moreto Damon,12/16-12/16,BAC 337
69753,ENG,109,CA,O,4,Composition & Rhet L2 Writers,MWF,10:00 am-11:15 am,Mairel Charm Moreto Damon (P),08/29-12/10,BAC 337
,,,,,,,W,10:15 am-12:15 pm,Mairel Charm Moreto Damon,12/14-12/14,BAC 337
67232,ENG,109,EA,O,4,Composition & Rhet L2 Writers,MWF,11:30 am-12:45 pm,Rebecca Felice White (P),08/29-12/10,BAC 256
,,,,,,,W,12:45 pm-02:45 pm,Rebecca Felice White,12/14-12/14,BAC 256
10868,ENG,109,EB,O,4,Composition & Rhet L2 Writers,MWF,11:30 am-12:45 pm,Karim Hesham Shaker Ibrahim (P),08/29-12/10,KRG 224
,,,,,,,W,12:45 pm-02:45 pm,Karim Hesham Shaker Ibrahim,12/14-12/14,KRG 224
69756,ENG,109,EC,O,4,Composition & Rhet L2 Writers,MWF,11:30 am-12:45 pm,Mairel Charm Moreto Damon (P),08/29-12/10,BAC 118
,,,,,,,W,12:45 pm-02:45 pm,Mairel Charm Moreto Damon,12/14-12/14,BAC 118
70752,ENG,109,ED,O,4,Composition & Rhet L2 Writers,MWF,11:30 am-12:45 pm,Nugrahenny Tourisia Zacharias (P),08/29-12/10,BEN 213
,,,,,,,W,12:45 pm-02:45 pm,Nugrahenny Tourisia Zacharias,12/14-12/14,BEN 213
68642,ENG,109,GA,O,4,Composition & Rhet L2 Writers,MWF,01:00 pm-02:15 pm,Alice Jean Kenney (P),08/29-12/10,BAC 346
,,,,,,,M,12:45 pm-02:45 pm,Alice Jean Kenney,12/12-12/12,BAC 346
69759,ENG,109,GB,O,4,Composition & Rhet L2 Writers,MWF,01:00 pm-02:15 pm,Rebecca Felice White (P),08/29-12/10,BAC 256
,,,,,,,M,12:45 pm-02:45 pm,Rebecca Felice White,12/12-12/12,BAC 256
65391,ENG,109,KA,O,4,Composition & Rhet L2 Writers,MWF,02:30 pm-03:45 pm,Karim Hesham Shaker Ibrahim (P),08/29-12/10,HRN 302
,,,,,,,M,03:00 pm-05:00 pm,Karim Hesham Shaker Ibrahim,12/12-12/12,HRN 302
68621,ENG,109,KB,O,4,Composition & Rhet L2 Writers,MWF,02:30 pm-03:45 pm,Alice Jean Kenney (P),08/29-12/10,UPH 343
,,,,,,,M,03:00 pm-05:00 pm,Alice Jean Kenney,12/12-12/12,UPH 343
69761,ENG,109,KC,O,4,Composition & Rhet L2 Writers,MWF,02:30 pm-03:45 pm,Jonathan E. Maxey (P),08/29-12/10,MCG 311
,,,,,,,M,03:00 pm-05:00 pm,Jonathan E. Maxey,12/12-12/12,MCG 311
70751,ENG,109,KD,O,4,Composition & Rhet L2 Writers,MWF,02:30 pm-03:45 pm,Keely i Mobley Mohon-Doyle (P),08/29-12/10,BAC 346
,,,,,,,M,03:00 pm-05:00 pm,Keely i Mobley Mohon-Doyle,12/12-12/12,BAC 346
68730,ENG,109,PA,O,4,Composition & Rhet L2 Writers,MW,04:00 pm-05:50 pm,Scott Edward Wagar (P),08/29-12/10,UPH 343
,,,,,,,W,03:00 pm-05:00 pm,Scott Edward Wagar,12/14-12/14,UPH 343
68731,ENG,109,PB,O,4,Composition & Rhet L2 Writers,MW,04:00 pm-05:50 pm,William Patrick Orth (P),08/29-12/10,BOY 228
,,,,,,,W,03:00 pm-05:00 pm,William Patrick Orth,12/14-12/14,BOY 228
67170,ENG,109,PC,O,4,Composition & Rhet L2 Writers,MW,04:00 pm-05:50 pm,Keely i Mobley Mohon-Doyle (P),08/29-12/10,IRV 009
,,,,,,,W,03:00 pm-05:00 pm,Keely i Mobley Mohon-Doyle,12/14-12/14,IRV 009
63673,ENG,109,PD,O,4,Composition & Rhet L2 Writers,MW,04:00 pm-05:50 pm,Nugrahenny Tourisia Zacharias (P),08/29-12/10,IRV 142
,,,,,,,W,03:00 pm-05:00 pm,Nugrahenny Tourisia Zacharias,12/14-12/14,IRV 142
63344,ENG,109,H A,H,4,Composition & Rhet L2 Writers,MW,11:00 am-12:50 pm,Kathy Margaret Lamb (P),08/29-12/10,UHH 120
,,,,,,,W,10:15 am-12:15 pm,Kathy Margaret Lamb,12/14-12/14,UHH 120
66233,ENG,109,M A,M,4,Composition & Rhet L2 Writers,MTWRF,09:00 am-10:30 am,Ryan Wright (P),08/29-12/10,THH 106
,,,,,,,M,08:00 am-10:00 am,Ryan Wright,12/12-12/12,THH 106
67697,ENG,109,M B,M,4,Composition & Rhet L2 Writers,MTWRF,10:40 am-12:10 pm,Jerry Wayne Martin (P),08/29-12/10,JHN 201
,,,,,,,F,10:15 am-12:15 pm,Jerry Wayne Martin,12/16-12/16,JHN 201
70428,ENG,109,M C,M,4,Composition & Rhet L2 Writers,MTWRF,02:00 pm-03:30 pm,Jessica Jones Ashe (P),08/29-12/10,JHN 118
,,,,,,,M,02:45 pm-04:45 pm,Jessica Jones Ashe,12/12-12/12,JHN 118
70429,ENG,109,M D,M,4,Composition & Rhet L2 Writers,MTWRF,04:00 pm-05:30 pm,Ekaterina Vladimirovna Gay (P),08/29-12/10,THH 005
,,,,,,,T,02:45 pm-04:45 pm,Ekaterina Vladimirovna Gay,12/13-12/13,THH 005
10869,ENG,111,AA,O,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Kesha Denise Peyrefitte (P),08/29-12/10,BAC 256
