CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
75398,MUS,218,C,1,Beginning Guitar,T,01:15 pm-02:10 pm,James R. McCutcheon (P),01/29-05/19,PBD 121,
75277,MUS,218A,A,1,Intermediate Guitar,T,10:05 am-11:00 am,James R. McCutcheon (P),01/29-05/19,PBD 121,
68995,MUS,221,A,3,Music Technologies,R,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 007,FND - Creative Arts and FND - MTH; Reasoning
,,,,,,F,01:15 pm-02:35 pm,TBA,01/29-05/19,PRS 110,FND - Creative Arts and FND - MTH; Reasoning
72050,MUS,221,B,3,Music Technologies,T,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 008,FND - Creative Arts and FND - MTH; Reasoning
,,,,,,W,02:50 pm-04:10 pm,TBA,01/29-05/19,PRS 110,FND - Creative Arts and FND - MTH; Reasoning
72052,MUS,221,C,3,Music Technologies,R,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 007,FND - Creative Arts and FND - MTH; Reasoning
,,,,,,R,04:25 pm-05:45 pm,TBA,01/29-05/19,PRS 110,FND - Creative Arts and FND - MTH; Reasoning
72054,MUS,221,D,3,Music Technologies,T,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 008,FND - Creative Arts and FND - MTH; Reasoning
,,,,,,W,01:15 pm-02:35 pm,TBA,01/29-05/19,PRS 110,FND - Creative Arts and FND - MTH; Reasoning
72241,MUS,221,E,3,Music Technologies,R,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 007,FND - Creative Arts and FND - MTH; Reasoning
,,,,,,R,01:15 pm-02:35 pm,TBA,01/29-05/19,PRS 110,FND - Creative Arts and FND - MTH; Reasoning
73629,MUS,221,F,3,Music Technologies,T,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 008,FND - Creative Arts and FND - MTH; Reasoning
,,,,,,F,02:50 pm-04:10 pm,TBA,01/29-05/19,PRS 110,FND - Creative Arts and FND - MTH; Reasoning
78745,MUS,221H,A,3,Music Technologies,R,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 007,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
,,,,,,F,01:15 pm-02:35 pm,TBA,01/29-05/19,PRS 110,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
76920,MUS,221H,B,3,Music Technologies,T,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 008,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
,,,,,,W,02:50 pm-04:10 pm,TBA,01/29-05/19,PRS 110,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
78746,MUS,221H,C,3,Music Technologies,R,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 007,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
,,,,,,R,04:25 pm-05:45 pm,TBA,01/29-05/19,PRS 110,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
76921,MUS,221H,D,3,Music Technologies,T,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 008,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
,,,,,,W,01:15 pm-02:35 pm,TBA,01/29-05/19,PRS 110,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
78747,MUS,221H,E,3,Music Technologies,R,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 007,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
,,,,,,R,01:15 pm-02:35 pm,TBA,01/29-05/19,PRS 110,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
76922,MUS,221H,F,3,Music Technologies,T,10:05 am-11:25 am,Per Alan Bloland (P),01/29-05/19,PRS 008,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
,,,,,,F,02:50 pm-04:10 pm,TBA,01/29-05/19,PRS 110,Honors Course and FND - Creative Arts and FND - MTH; Reasoning
77089,MUS,225,A,3,The History of Rock and Roll,,TBA,Thomas G. Garcia (P),01/29-05/19,WEB,FND - Creative Arts and FND - Humanities and Online Course/DistanceLearning
24084,MUS,232B,A,1,Class Instruments/Woodwinds II,MWF,10:05 am-11:00 am,Brian Douglas Meyers (P),01/29-05/19,PRS 008,
22051,MUS,233,A,1,Class Instruments/Percussion,MWF,11:40 am-12:35 pm,Christopher G. Tanner (P),01/29-05/19,PRS 008,
,,,,,,MWF,11:41 am-12:35 pm,TBA,01/29-05/19,PRS 007,
22052,MUS,234B,A,1,Class Instruments/Strings II,TR,08:30 am-09:50 am,Brenda S. Mitchell (P),01/29-05/19,PRS 007,
83220,MUS,234B,B,1,Class Instruments/Strings II,MW,08:30 am-09:50 am,Mary E. M. Harris (P),01/29-05/19,PRS 007,
80027,MUS,236,A,2,Lyric Diction,WF,01:15 pm-02:10 pm,Christina Haan (P),01/29-05/19,PRS 100,
80285,MUS,239,A,1,Alexander Technique,TR,08:30 am-09:25 am,Harvey P. Thurmer (P),01/29-05/19,HIS 207,
28274,MUS,242A,A,2,Voice - Soph,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
82554,MUS,242A,B,2,Voice - Soph,,TBA,Lisa Ann Ericksen (P),01/29-05/19,TBA,
28277,MUS,242A,C,2,Voice - Soph,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
28276,MUS,242A,D,2,Voice - Soph,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
62624,MUS,242A,E,2,Voice - Soph,R,11:40 am-12:35 pm,Audrey B. Luna (P),01/29-05/19,CPA 150,
80597,MUS,242A,F,2,Voice - Soph,,11:40 am-12:35 pm,Linda L McAlister (P),01/29-05/19,CPA 150,
28279,MUS,242B,A,2,Piano - Soph,R,05:20 pm-06:15 pm,Frank Huang (P),01/29-05/19,PRS 008,
28280,MUS,242B,B,2,Piano - Soph,R,05:20 pm-06:15 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
80615,MUS,242C,A,2,Applied Guitar,T,TBA,James R. McCutcheon (P),01/29-05/19,TBA,
28282,MUS,242D,A,2,Flute - Soph,T,11:40 am-12:35 pm,Rebecca Tryon Andres (P),01/29-05/19,TBA,
70120,MUS,242D,B,2,Flute - Soph,T,11:40 am-12:35 pm,Morrigan O'Brien Kane (P),01/29-05/19,TBA,
28284,MUS,242E,A,2,Clarinet - Soph,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28285,MUS,242F,A,2,Saxophone - Soph,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28286,MUS,242G,A,2,Oboe - Soph,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28288,MUS,242H,A,2,Bassoon - Soph,T,11:40 am-12:35 pm,TBA,01/29-05/19,CPA 114,
28289,MUS,242I,A,2,Trumpet - Soph,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
75883,MUS,242I,B,2,Trumpet - Soph,T,11:40 am-12:35 pm,Steven Duane Pride (P),01/29-05/19,PRS 222,
28290,MUS,242J,A,2,French Horn - Soph,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
82995,MUS,242J,B,2,French Horn - Soph,T,11:40 am-12:35 pm,Thomas D. Sherwood (P),01/29-05/19,PRS 100,
28292,MUS,242K,A,2,Trombone - Soph,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
69572,MUS,242L,B,2,Baritone Horn-Soph,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28296,MUS,242M,A,2,Tuba - Soph,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28297,MUS,242N,A,2,Percussion - Soph,R,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
74653,MUS,242N,B,2,Percussion - Soph,R,11:40 am-12:35 pm,Patrick James Schleker (P),01/29-05/19,PRS 007,
28300,MUS,242O,B,2,Violin - Soph,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
28302,MUS,242P,A,2,Viola - Soph,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,CPA 144,
28303,MUS,242R,A,2,Cello - Soph,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,PRS 008,
28305,MUS,242S,A,2,String Bass - Soph,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
78837,MUS,242T,A,2,Harp - So,TR,11:40 am-12:35 pm,Jacquelyn A. Davis (P),01/29-05/19,TBA,
28307,MUS,244A,A,3,Voice - Soph,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
28311,MUS,244A,C,3,Voice - Soph,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
28310,MUS,244A,D,3,Voice - Soph,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
62625,MUS,244A,E,3,Voice - Soph,R,11:40 am-12:35 pm,Audrey B. Luna (P),01/29-05/19,CPA 150,
80326,MUS,244A,F,3.000-4.000,Voice - Soph,R,11:40 am-12:35 pm,Linda L McAlister (P),01/29-05/19,CPA 150,
28312,MUS,244B,A,3,Piano - Soph,R,04:25 pm-05:25 pm,Frank Huang (P),01/29-05/19,PRS 008,
28313,MUS,244B,B,3,Piano - Soph,R,04:25 pm-05:25 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
28314,MUS,244D,A,3,Flute - Soph,T,11:40 am-12:35 pm,Rebecca Tryon Andres (P),01/29-05/19,TBA,
70121,MUS,244D,B,3,Flute - Soph,T,11:40 am-12:35 pm,Morrigan O'Brien Kane (P),01/29-05/19,TBA,
28315,MUS,244E,A,3,Clarinet - Soph,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28316,MUS,244F,A,3,Saxophone - Soph,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28317,MUS,244G,A,3,Oboe - Soph,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28318,MUS,244H,A,3,Bassoon - Soph,T,11:40 am-12:35 pm,Ryan Raymond Reynolds (P),01/29-05/19,CPA 114,
28319,MUS,244I,A,3,Trumpet - Soph,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
75884,MUS,244I,B,3,Trumpet - Soph,T,11:40 am-12:35 pm,Steven Duane Pride (P),01/29-05/19,PRS 222,
28320,MUS,244J,A,3,French Horn - Soph,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
82996,MUS,244J,B,3.000-4.000,French Horn - Soph,T,11:40 am-12:35 pm,Thomas D. Sherwood (P),01/29-05/19,PRS 100,
28321,MUS,244K,A,3,Trombone - Soph,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
69573,MUS,244L,B,3,Baritone Horn - Soph,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28323,MUS,244M,A,3,Tuba - Soph,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28324,MUS,244N,A,3,Percussion - Soph,R,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
74655,MUS,244N,B,3,Percussion - Soph,R,11:40 am-12:35 pm,Patrick James Schleker (P),01/29-05/19,PRS 007,
28326,MUS,244O,B,3,Violin - Soph,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
28327,MUS,244P,A,3,Viola - Soph,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,PRS 222,
28329,MUS,244R,A,3,Cello - Soph,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,PRS 008,
28331,MUS,244S,A,3,String Bass-Soph,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
82862,MUS,249,A,1,World Percussion,TR,04:25 pm-05:20 pm,Liza Meyers (P),01/29-05/19,PRS 100,
22058,MUS,252,A,1,Sight Singing And Dictation,TR,08:30 am-09:25 am,TBA,01/29-05/19,PRS 222,
22059,MUS,252,B,1,Sight Singing And Dictation,TR,02:50 pm-03:45 pm,TBA,01/29-05/19,CPA 114,
81591,MUS,252,C,1,Sight Singing And Dictation,TR,01:15 pm-02:10 pm,TBA,01/29-05/19,CPA 114,
74489,MUS,261,A,1,Functional Piano,TR,04:25 pm-05:20 pm,Siok Lian Tan (P),01/29-05/19,CPA 111,
22064,MUS,261,B,1,Functional Piano,WF,11:40 am-12:35 pm,Siok Lian Tan (P),01/29-05/19,CPA 111,
22063,MUS,261,C,1,Functional Piano,WF,10:05 am-11:00 am,Siok Lian Tan (P),01/29-05/19,CPA 111,
25610,MUS,261,D,1,Functional Piano,WF,02:50 pm-03:45 pm,Siok Lian Tan (P),01/29-05/19,CPA 111,
77911,MUS,262,A,1,Jazz Improvisation I,T,02:50 pm-04:10 pm,Jeremy A. Long (P),01/29-05/19,PRS 100,
82874,MUS,287,A,3,Enter the Diva: Women in Music,MW,01:15 pm-02:35 pm,Tammy L. Kernodle (P),01/29-05/19,CPA 114,Intercultural Perspectives and FND - Creative Arts and FND - Humanities
28338,MUS,342A,A,2,Voice - Jr,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
28348,MUS,342A,C,2,Voice - Jr,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
28347,MUS,342A,D,2,Voice - Jr,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
62627,MUS,342A,E,2,Voice - Jr,R,11:40 am-12:35 pm,Audrey B. Luna (P),01/29-05/19,CPA 150,
80327,MUS,342A,F,2,Voice - Jr,R,11:40 am-12:35 pm,Linda L McAlister (P),01/29-05/19,CPA 150,
28349,MUS,342B,A,2,Piano - Jr,R,05:20 pm-06:15 pm,Frank Huang (P),01/29-05/19,PRS 008,
28350,MUS,342B,B,2,Piano - Jr,R,05:20 pm-06:15 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
82549,MUS,342C,A,2,Applied Guitar,,TBA,James R. McCutcheon (P),01/29-05/19,TBA,
28351,MUS,342D,A,2,Flute - Jr,T,11:40 am-12:35 pm,Rebecca Tryon Andres (P),01/29-05/19,TBA,
70125,MUS,342D,B,2,Flute - Jr,T,11:40 am-12:35 pm,Morrigan O'Brien Kane (P),01/29-05/19,TBA,
28352,MUS,342E,A,2,Clarinet - Jr,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28353,MUS,342F,A,2,Saxophone - Jr,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28354,MUS,342G,A,2,Oboe - Jr,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28355,MUS,342H,A,2,Bassoon - Jr,T,11:40 am-12:35 pm,Robert Reynolds (P),01/29-05/19,CPA 114,
28356,MUS,342I,A,2,Trumpet - Jr,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
75885,MUS,342I,B,2,Trumpet - Jr,T,11:40 am-12:35 pm,Steven Duane Pride (P),01/29-05/19,PRS 222,
28357,MUS,342J,A,2,French Horn - Jr,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
82997,MUS,342J,B,2,French Horn - Jr,T,11:40 am-12:35 pm,Thomas D. Sherwood (P),01/29-05/19,PRS 100,
28358,MUS,342K,A,2,Trombone - Jr,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
28359,MUS,342L,A,2,Baritone Horn - Jr,T,11:40 am-12:35 pm,John C. McTeer (P),01/29-05/19,TBA,
28360,MUS,342M,A,2,Tuba - Jr,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28361,MUS,342N,A,2,Percussion - Jr,R,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
74657,MUS,342N,B,2,Percussion - Jr,R,11:40 am-12:35 pm,Patrick James Schleker (P),01/29-05/19,PRS 007,
28363,MUS,342O,B,2,Violin - Jr,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
28364,MUS,342P,A,2,Viola - Jr,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,PRS 008,
28365,MUS,342R,A,2,Cello - Jr,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,CPA 144,
28366,MUS,342S,A,2,String Bass - Jr,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
28368,MUS,344A,A,3,Voice - Jr,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
28384,MUS,344A,C,3,Voice - Jr,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
28383,MUS,344A,D,3,Voice - Jr,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
62630,MUS,344A,E,3,Voice - Jr,R,11:40 am-12:35 pm,Audrey B. Luna (P),01/29-05/19,CPA 150,
28385,MUS,344B,A,3,Piano - Jr,R,05:20 pm-06:15 pm,Frank Huang (P),01/29-05/19,PRS 008,
28386,MUS,344B,B,3,Piano - Jr,R,05:20 pm-06:15 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
28387,MUS,344D,A,3,Flute - Jr,T,11:40 am-12:35 pm,Rebecca Tryon Andres (P),01/29-05/19,TBA,
70126,MUS,344D,B,3,Flute - Jr,T,11:40 am-12:35 pm,Morrigan O'Brien Kane (P),01/29-05/19,TBA,
28388,MUS,344E,A,3,Clarinet - Jr,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28389,MUS,344F,A,3,Saxophone - Jr,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28390,MUS,344G,A,3,Oboe - Jr,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28391,MUS,344H,A,3,Bassoon - Jr,T,11:40 am-12:35 pm,Ryan Raymond Reynolds (P),01/29-05/19,CPA 114,
28392,MUS,344I,A,3,Trumpet - Jr,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
75954,MUS,344I,B,3,Trumpet - Jr,T,11:40 am-12:35 pm,Steven Duane Pride (P),01/29-05/19,PRS 222,
28393,MUS,344J,A,3,French Horn - Jr,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
82998,MUS,344J,B,3.000-4.000,French Horn - Jr,T,11:40 am-12:35 pm,Thomas D. Sherwood (P),01/29-05/19,PRS 100,
28394,MUS,344K,A,3,Trombone - Jr,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
28395,MUS,344L,A,3,Baritone Horn - Jr,T,11:40 am-12:35 pm,John C. McTeer (P),01/29-05/19,TBA,
69575,MUS,344L,B,3,Baritone Horn - Jr,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28396,MUS,344M,A,3,Tuba - Jr,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28397,MUS,344N,A,3,Percussion - Jr,R,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
74660,MUS,344N,B,3,Percussion - Jr,R,11:40 am-12:35 pm,Patrick James Schleker (P),01/29-05/19,PRS 007,
28399,MUS,344O,B,3,Violin - Jr,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
72651,MUS,344O,C,3,Violin - Jr,R,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 100,
28400,MUS,344P,A,3,Viola - Jr,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,CPA 144,
28401,MUS,344R,A,3,Cello - Jr,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,PRS 008,
28402,MUS,344S,A,3,String Bass - Jr,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
75737,MUS,345,TA,1,Elem. Gen. Mus. for Instrum'l,TR,08:30 am-09:50 am,Liza Meyers (P),02/05-03/31,PRS 100,
22072,MUS,354,A,2,Conducting II,MWF,10:05 am-11:00 am,Gary A. Speck (P),01/29-05/19,PRS 007,
,,,,,,MWF,10:06 am-11:00 am,William P. Bausano,01/29-05/19,PRS 222,
22073,MUS,355,A,3,Genl Mus Tchng Techniques-Elem,TR,08:30 am-09:50 am,Liza Meyers (P),01/29-05/19,PRS 100,
22074,MUS,359,A,4,Instrmntl Mthds-Elem & Secndry,MWF,11:40 am-12:35 pm,Brenda S. Mitchell (P); Stephen Charles Lytle,01/29-05/19,PRS 100,
,,,,,,R,01:15 pm-02:10 pm,TBA,01/29-05/19,PRS 100,
81595,MUS,385,A,3,The Roots of Black Music,MW,02:50 pm-04:10 pm,Tammy L. Kernodle (P),01/29-05/19,CPA 114,Intercultural Perspectives and Thematic Sequence
80537,MUS,412,A,1,Reed Making,,TBA,Andrea J. Ridilla (P),01/29-05/19,TBA,
83222,MUS,415,A,3,Rock in the 1960s,TR,10:05 am-11:25 am,Thomas G. Garcia (P),01/29-05/19,CPA 114,
64383,MUS,419,A,12,Supervised Teaching in Music,M,04:25 pm-05:55 pm,Liza Meyers (P),01/29-05/19,CPA 114,
78801,MUS,426,A,1,Opera Production,TWRF,04:25 pm-06:15 pm,Benjamin W. Smolder (P),01/29-05/19,PRS 222,
82863,MUS,430,A,2,Piano Pedagogy,TR,08:30 am-09:25 am,Siok Lian Tan (P),01/29-05/19,CPA 111,
82921,MUS,433,A,1,String Instrument Pedagogy,T,11:40 am-12:35 pm,Mary E. M. Harris (P); Harvey P. Thurmer,01/29-05/19,PRS 106,
28407,MUS,442A,A,2,Voice - Sr,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
28410,MUS,442A,C,2,Voice - Sr,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
28409,MUS,442A,D,2,Voice - Sr,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
62635,MUS,442A,E,2,Voice - Sr,R,11:40 am-12:35 pm,Audrey B. Luna (P),01/29-05/19,CPA 150,
28411,MUS,442B,A,2,Piano - Sr,R,05:20 pm-06:15 pm,Frank Huang (P),01/29-05/19,PRS 008,
28412,MUS,442B,B,2,Piano - Sr,R,05:20 pm-06:15 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
28413,MUS,442D,A,2,Flute - Sr,T,11:40 am-12:35 pm,Rebecca Tryon Andres (P),01/29-05/19,TBA,
70128,MUS,442D,B,2,Flute - Sr,T,11:40 am-12:35 pm,Morrigan O'Brien Kane (P),01/29-05/19,TBA,
28414,MUS,442E,A,2,Clarinet - Sr,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28415,MUS,442F,A,2,Saxophone - Sr,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28416,MUS,442G,A,2,Oboe - Sr,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28417,MUS,442H,A,2,Bassoon - Sr,T,11:40 am-12:35 pm,Ryan Raymond Reynolds (P),01/29-05/19,CPA 114,
28418,MUS,442I,A,2,Trumpet - Sr,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
75889,MUS,442I,B,2,Trumpet - Sr,T,11:40 am-12:35 pm,Steven Duane Pride (P),01/29-05/19,PRS 222,
82999,MUS,442J,B,2,French Horn - Sr,T,11:40 am-12:35 pm,Thomas D. Sherwood (P),01/29-05/19,PRS 100,
28419,MUS,442J,I,2,French Horn - Sr,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
28420,MUS,442K,A,2,Trombone - Sr,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
69576,MUS,442L,B,2,Baritone Horn - Sr,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28425,MUS,442M,A,2,Tuba - Sr,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
28426,MUS,442N,A,2,Percussion - Sr,R,11:40 am-12:35 pm,Michael LaMattina (P),01/29-05/19,PRS 007,
74661,MUS,442N,B,2,Percussion - Sr,R,11:40 am-12:35 pm,Patrick James Schleker (P),01/29-05/19,PRS 007,
28429,MUS,442O,B,2,Violin - Sr,R,11:40 am-12:35 pm,Harvey P. Thurmer (P),01/29-05/19,PRS 100,
28431,MUS,442P,A,2,Viola - Sr,R,11:40 am-12:35 pm,Mary E. M. Harris (P),01/29-05/19,PRS 008,
28433,MUS,442R,A,2,Cello - Sr,R,11:40 am-12:35 pm,Cole N. Tutino (P),01/29-05/19,CPA 144,
28435,MUS,442S,A,2,String Bass - Sr,R,11:40 am-12:35 pm,Steve Ullery (P),01/29-05/19,PRS 222,
28436,MUS,444A,A,3,Voice - Sr,R,11:40 am-12:35 pm,Laura Alison Acord (P),01/29-05/19,CPA 150,
28440,MUS,444A,C,3,Voice - Sr,R,11:40 am-12:35 pm,Mari Opatz-Muni (P),01/29-05/19,CPA 150,
28439,MUS,444A,D,3,Voice - Sr,R,11:40 am-12:35 pm,Benjamin W. Smolder (P),01/29-05/19,CPA 150,
25598,MUS,444A,E,3,Voice - Sr,R,11:40 am-12:35 pm,Audrey B. Luna (P),01/29-05/19,CPA 150,
28444,MUS,444B,A,3,Piano - Sr,R,05:20 pm-06:15 pm,Frank Huang (P),01/29-05/19,PRS 008,
28448,MUS,444B,B,3,Piano - Sr,R,05:20 pm-06:15 pm,Siok Lian Tan (P),01/29-05/19,CPA 150,
28450,MUS,444D,A,3,Flute - Sr,T,11:40 am-12:35 pm,Rebecca Tryon Andres (P),01/29-05/19,TBA,
70129,MUS,444D,B,3,Flute - Sr,T,11:40 am-12:35 pm,Morrigan O'Brien Kane (P),01/29-05/19,TBA,
28452,MUS,444E,A,3,Clarinet - Sr,T,11:40 am-12:35 pm,TBA,01/29-05/19,PRS 008,
28453,MUS,444F,A,3,Saxophone - Sr,T,11:40 am-12:35 pm,Jeremy A. Long (P),01/29-05/19,CPA 150,
28454,MUS,444G,A,3,Oboe - Sr,T,11:40 am-12:35 pm,Andrea J. Ridilla (P),01/29-05/19,CPA 101,
28456,MUS,444H,A,3,Bassoon - Sr,T,11:40 am-12:35 pm,Ryan Raymond Reynolds (P),01/29-05/19,CPA 114,
28458,MUS,444I,A,3,Trumpet - Sr,T,11:40 am-12:35 pm,Douglas S. Lindsay (P),01/29-05/19,PRS 222,
75890,MUS,444I,B,3,Trumpet - Sr,T,11:40 am-12:35 pm,Steven Duane Pride (P),01/29-05/19,PRS 222,
28460,MUS,444J,A,3,French Horn - Sr,T,11:40 am-12:35 pm,Gregory L. Phillips (P),01/29-05/19,PRS 100,
83000,MUS,444J,B,3.000-4.000,French Horn - Sr,T,11:40 am-12:35 pm,Thomas D. Sherwood (P),01/29-05/19,PRS 100,
28461,MUS,444K,A,3,Trombone - Sr,T,11:40 am-12:35 pm,Jaime Morales-Matos (P),01/29-05/19,PRS 007,
69577,MUS,444L,B,3,Baritone Horn - Sr,W,06:30 pm-07:25 pm,John C. McTeer (P),01/29-05/19,PRS 100,
