CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
81902,ARC,419,A,3,Materials Of Interior Design,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,ALU 201,
77621,ARC,426,A,3,Architecture And Society,TR,02:50 pm-04:10 pm,Gerardo Brown-Manrique (P),01/29-05/19,ALU 200,Senior Capstone
76255,ARC,451,A,3,Contemp ARC Theory & Practice,MWF,11:40 am-12:35 pm,John M. Reynolds (P),01/29-05/19,ALU 201,
81946,ARC,504F,A,3,Portfolio,W,06:30 pm-09:10 pm,TBA,01/29-05/19,ALU 201,
81950,ARC,504X,A,3,Building Doc in Revit,T,06:30 pm-09:10 pm,Brian Raymond Albrecht (P),01/29-05/19,ALU 201,
82159,ARC,505Q,A,3,Housing Case Studies,MWF,08:30 am-09:25 am,Gerardo Brown-Manrique (P),01/29-05/19,ALU 200,
82164,ARC,506D,A,3,Passive and Low Energy Design,TR,10:05 am-11:25 am,Mary R. Rogero (P),01/29-05/19,ALU 201,
81952,ARC,511,A,3,Structures I,TR,08:30 am-09:50 am,TBA,01/29-05/19,ALU 001,
81954,ARC,514,A,3,Environmntl Control Systems II,TR,01:15 pm-02:35 pm,Mary Benedict Bonham (P),01/29-05/19,ALU 001,
81955,ARC,518,A,3,Construction Methods,TR,10:05 am-11:25 am,Craig L. Hinrichs (P),01/29-05/19,ALU 001,
77622,ARC,526,A,3,Architecture And Society,TR,02:50 pm-04:10 pm,Gerardo Brown-Manrique (P),01/29-05/19,ALU 200,
76266,ARC,551,A,3,Contemp ARC Theory & Practice,MWF,11:40 am-12:35 pm,John M. Reynolds (P),01/29-05/19,ALU 201,
81957,ARC,602,A,6,Architecture Studio,MWF,01:15 pm-04:50 pm,TBA,01/29-05/19,ALU 206,
27037,ARC,622,A,3,History of Architecture II,MWF,08:30 am-09:25 am,Sergio L. Sanabria (P),01/29-05/19,ART 100,
62949,ARC,636,A,3,Design and Research Methods,MWF,10:05 am-11:00 am,Diane Fellows (P),01/29-05/19,ALU 106E,
60953,ARC,702,A,6,Thesis Design Studio,MWF,01:15 pm-04:50 pm,TBA,01/29-05/19,ALU 206,
,,,,,,,,,,,
,,,,,,,,,,,
79364,ART,102,UA,1.5,Color Theory and Practice,TR,08:30 am-11:15 am,TBA,04/02-05/19,ART 022,
79367,ART,103,TA,1.5,Creative Technology,TR,08:30 am-11:15 am,TBA,02/05-03/31,ART 022,
83189,ART,104,TA,1.5,Problem Solving,TR,02:50 pm-05:35 pm,TBA,02/05-03/31,ART 016,
79372,ART,104,UA,1.5,Problem Solving,TR,02:50 pm-05:35 pm,TBA,04/02-05/19,ART 016,
79363,ART,105,TA,1.5,Technical Drawing,MWF,01:15 pm-03:05 pm,TBA,02/05-03/31,ART 022,
81953,ART,105,TB,1.5,Technical Drawing,TR,02:50 pm-05:35 pm,Larry Winston Collins (P),02/05-03/31,ART 022,
81998,ART,105,UA,1.5,Technical Drawing,TR,02:50 pm-05:35 pm,TBA,04/02-05/19,ART 022,
79424,ART,106,TA,1.5,Introduction to Figure Drawing,MWF,08:00 am-09:50 am,TBA,02/05-03/31,ART 221,
74327,ART,111,A,3,Design and Composition,MWF,10:05 am-11:55 am,Larry Winston Collins (P),01/29-05/19,ART 016,
77219,ART,111,B,3,Design and Composition,TR,11:40 am-02:25 pm,Tracy Elizabeth Featherstone (P),01/29-05/19,ART 016,
79147,ART,111,C,3,Design and Composition,MW,04:25 pm-07:10 pm,TBA,01/29-05/19,ART 016,
20235,ART,121,A,3,Observational Drawing,MW,04:25 pm-07:10 pm,TBA,01/29-05/19,ART 221,
75894,ART,121,B,3,Observational Drawing,MWF,10:05 am-11:55 am,Joomi Chung (P),01/29-05/19,ART 221,
79148,ART,121,C,3,Observational Drawing,TR,08:30 am-11:15 am,Tracy Elizabeth Featherstone (P),01/29-05/19,ART 221,
82457,ART,121,D,3,Observational Drawing,MWF,08:00 am-09:50 am,TBA,01/29-05/19,ART 221,
81852,ART,130,TA,1.5,Lasercutting & Digital Design,R,02:15 pm-04:05 pm,Geoffrey William Riggle (P),02/05-03/31,PHI 103L,
81939,ART,130,UA,1.5,Lasercutting & Digital Design,M,10:05 am-11:55 am,Geoffrey William Riggle (P),04/02-05/19,PHI 103L,
81944,ART,131,TA,1.5,3D Printing,M,10:05 am-11:55 am,Geoffrey William Riggle (P),02/05-03/31,PHI 103L,
82905,ART,131,TB,1.5,3D Printing,W,10:05 am-11:55 am,Geoffrey William Riggle (P),02/05-03/31,PHI 103L,
81966,ART,131,UA,1.5,3D Printing,R,02:15 pm-04:05 pm,Geoffrey William Riggle (P),04/02-05/19,PHI 103L,
82906,ART,131,UB,1.5,3D Printing,W,10:05 am-11:55 am,Geoffrey William Riggle (P),04/02-05/19,PHI 103L,
76968,ART,140,TA,1.5,Beginning Glass,W,06:30 pm-08:20 pm,Leah N. Tuscany (P),02/05-03/31,PHI 103,
78908,ART,140,TB,1.5,Beginning Glass,R,06:30 pm-08:20 pm,Kathy S. Hubbard (P),02/05-03/31,PHI 103,
76953,ART,140,UA,1.5,Beginning Glass,W,06:30 pm-08:20 pm,Leah N. Tuscany (P),04/02-05/19,PHI 103,
77919,ART,140,UB,1.5,Beginning Glass,R,06:30 pm-08:20 pm,Kathy S. Hubbard (P),04/02-05/19,PHI 103,
78190,ART,145,TA,2,Beginning Sewing I,T,04:25 pm-06:55 pm,TBA,02/05-03/31,PHI 222,
81417,ART,145,TB,2,Beginning Sewing I,W,01:15 pm-03:45 pm,Lisa Bess Martin-Stuart (P),02/05-03/31,PHI 222,
82223,ART,145,TC,2,Beginning Sewing I,W,04:25 pm-06:55 pm,TBA,02/05-03/31,PHI 222,
78194,ART,145,UA,2,Beginning Sewing I,T,04:25 pm-06:55 pm,TBA,04/02-05/19,PHI 222,
79047,ART,146,UA,2,Beginning Sewing II,M,01:15 pm-03:45 pm,Lisa Bess Martin-Stuart (P),04/02-05/19,PHI 222,
78674,ART,146,UB,2,Beginning Sewing II,W,01:15 pm-03:45 pm,Lisa Bess Martin-Stuart (P),04/02-05/19,PHI 222,
76969,ART,149,TA,1.5,Beginning Digital Photography,M,04:25 pm-06:15 pm,Hannah L. Dunn (P),02/05-03/31,PHI 222,
76970,ART,149,TB,1.5,Beginning Digital Photography,T,10:05 am-11:55 am,Casey James Wilson (P),02/05-03/31,PHI 222,
78708,ART,149,TC,1.5,Beginning Digital Photography,R,12:10 pm-02:00 pm,Hannah L. Dunn (P),02/05-03/31,PHI 222,
79241,ART,149,TD,1.5,Beginning Digital Photography,W,10:05 am-11:55 am,Hannah L. Dunn (P),02/05-03/31,PHI 222,
76954,ART,149,UA,1.5,Beginning Digital Photography,M,04:25 pm-06:15 pm,Hannah L. Dunn (P),04/02-05/19,PHI 222,
76955,ART,149,UB,1.5,Beginning Digital Photography,T,10:05 am-11:55 am,Casey James Wilson (P),04/02-05/19,PHI 222,
78709,ART,149,UC,1.5,Beginning Digital Photography,R,12:10 pm-02:00 pm,Hannah L. Dunn (P),04/02-05/19,PHI 222,
79256,ART,149,UD,1.5,Beginning Digital Photography,W,10:05 am-11:55 am,Hannah L. Dunn (P),04/02-05/19,PHI 222,
82883,ART,151,TA,1,Pre-Communication Design,W,04:25 pm-06:30 pm,TBA,02/05-03/31,ART 136,
83185,ART,151,TB,1,Pre-Communication Design,W,07:00 pm-09:05 pm,TBA,02/05-03/31,ART 136,
76971,ART,155,TA,1.5,Beginning Drawing,W,01:15 pm-03:05 pm,John Michael Hankiewicz (P),02/05-03/31,PHI 221,
76972,ART,155,TB,1.5,Beginning Drawing,F,01:15 pm-03:05 pm,John Michael Hankiewicz (P),02/05-03/31,PHI 221,
77155,ART,155,TC,1.5,Beginning Drawing,M,01:15 pm-03:05 pm,Michael Ellsworth Seeley (P),02/05-03/31,PHI 221,
77277,ART,155,TD,1.5,Beginning Drawing,W,04:25 pm-06:15 pm,Michael Ellsworth Seeley (P),02/05-03/31,PHI 221,
79257,ART,155,TE,1.5,Beginning Drawing,M,06:30 pm-08:20 pm,John Michael Hankiewicz (P),02/05-03/31,PHI 221,
76956,ART,155,UA,1.5,Beginning Drawing,W,01:15 pm-03:05 pm,John Michael Hankiewicz (P),04/02-05/19,PHI 221,
76957,ART,155,UB,1.5,Beginning Drawing,F,01:15 pm-03:05 pm,Michael Ellsworth Seeley (P),04/02-05/19,PHI 221,
77156,ART,155,UC,1.5,Beginning Drawing,M,01:15 pm-03:05 pm,Michael Ellsworth Seeley (P),04/02-05/19,PHI 221,
79259,ART,155,UE,1.5,Beginning Drawing,M,06:30 pm-08:20 pm,John Michael Hankiewicz (P),04/02-05/19,PHI 221,
76973,ART,160,TA,1.5,Beginning Ceramics,F,10:05 am-11:55 am,Joseph Tyler Paushel (P),02/05-03/31,PHI 103A,
76974,ART,160,TB,1.5,Beginning Ceramics,M,10:05 am-11:55 am,Gail Patricia Springer (P),02/05-03/31,PHI 103A,
76975,ART,160,TC,1.5,Beginning Ceramics,T,10:05 am-11:55 am,Gail Patricia Springer (P),02/05-03/31,PHI 103A,
77153,ART,160,TD,1.5,Beginning Ceramics,W,10:05 am-11:55 am,Gail Patricia Springer (P),02/05-03/31,PHI 103A,
76958,ART,160,UA,1.5,Beginning Ceramics,F,10:05 am-11:55 am,Joseph Tyler Paushel (P),04/02-05/19,PHI 103A,
76959,ART,160,UB,1.5,Beginning Ceramics,M,10:05 am-11:55 am,Gail Patricia Springer (P),04/02-05/19,PHI 103A,
76960,ART,160,UC,1.5,Beginning Ceramics,T,10:05 am-11:55 am,Gail Patricia Springer (P),04/02-05/19,PHI 103A,
77154,ART,160,UD,1.5,Beginning Ceramics,W,10:05 am-11:55 am,Gail Patricia Springer (P),04/02-05/19,PHI 103A,
82937,ART,162,A,3,Africa; Oceania and Native Am.,MW,11:40 am-01:00 pm,Jordan A. Fenton (P),01/29-05/19,ART 100,FND - Global Course and FND - Creative Arts
76976,ART,165,TA,1.5,Beginning Metals,T,04:25 pm-06:15 pm,TBA,02/05-03/31,PHI 103,
76977,ART,165,TB,1.5,Beginning Metals,W,12:10 pm-02:00 pm,TBA,02/05-03/31,PHI 103,
76978,ART,165,TC,1.5,Beginning Metals,F,10:05 am-11:55 am,Vanessa Katherine Sliger (P),02/05-03/31,PHI 103,
80224,ART,165,TD,1.5,Beginning Metals,M,12:10 pm-02:00 pm,TBA,02/05-03/31,PHI 103,
76961,ART,165,UA,1.5,Beginning Metals,T,04:25 pm-06:15 pm,Micah Lee Smith (P),04/02-05/19,PHI 103,
76962,ART,165,UB,1.5,Beginning Metals,W,12:10 pm-02:00 pm,Micah Lee Smith (P),04/02-05/19,PHI 103,
76963,ART,165,UC,1.5,Beginning Metals,F,10:05 am-11:55 am,Vanessa Katherine Sliger (P),04/02-05/19,PHI 103,
80225,ART,165,UD,1.5,Beginning Metals,M,12:10 pm-02:00 pm,Micah Lee Smith (P),04/02-05/19,PHI 103,
76979,ART,170,TA,1.5,Basic Woodworking,M,04:25 pm-06:15 pm,Teddy W. Wong (P),02/05-03/31,ALU 010,
76964,ART,170,UA,1.5,Basic Woodworking,M,04:25 pm-06:15 pm,Teddy W. Wong (P),04/02-05/19,ALU 010,
20264,ART,187,A,3,Hst Of West Art/Prehis-Gothic,TR,11:40 am-01:00 pm,Erin E. Hackmann (P),01/29-05/19,ART 100,CASB - Humanities and FND - Creative Arts and FND - Humanities
74309,ART,188,A,3,Hst Of West Art/Renais-Modern,TR,10:05 am-11:25 am,Andrew R. Casper (P),01/29-05/19,ART 100,CASB - Humanities and FND - Creative Arts and FND - Humanities and Top 25
75538,ART,188,B,3,Hst Of West Art/Renais-Modern,MWF,01:15 pm-02:10 pm,Pepper Stetler (P),01/29-05/19,ART 100,CASB - Humanities and FND - Creative Arts and FND - Humanities and Top 25
82897,ART,188,C,3,Hst Of West Art/Renais-Modern,TR,01:15 pm-02:35 pm,Erin E. Hackmann (P),01/29-05/19,ART 100,CASB - Humanities and Hybrid (Partially Online) and FND - Creative Arts and FND - Humanities and Top 25
79376,ART,188H,A,3,Hst Of West Art/Renais-Modern,TR,10:05 am-11:25 am,Andrew R. Casper (P),01/29-05/19,ART 100,Honors Course and FND - Creative Arts and FND - Humanities and Top 25
77564,ART,189,A,3,History Of Western Dress,MW,10:05 am-11:25 am,TBA,01/29-05/19,ART 136,FND - Creative Arts and FND - Humanities and Thematic Sequence
82217,ART,189,B,3,History Of Western Dress,TR,10:05 am-11:25 am,Lisa Bess Martin-Stuart (P),01/29-05/19,ART 136,FND - Creative Arts and FND - Humanities and Thematic Sequence
82879,ART,194,A,3,Introduction to Art Therapy,T,02:50 pm-05:30 pm,Emily Jo Allbery (P),01/29-05/19,ART 148,
70321,ART,195,A,3,Introduction to Art Education,TR,10:05 am-11:25 am,Stephanie Danker (P),01/29-05/19,ART 148,FND - Creative Arts and Thematic Sequence
82881,ART,195,B,3,Introduction to Art Education,MW,04:25 pm-05:45 pm,Stephanie Danker (P),01/29-05/19,ART 148,FND - Creative Arts and Thematic Sequence
80156,ART,215,A,3,3D Digital Sculpting,MW,01:15 pm-02:35 pm,Matthew J. Board (P),01/29-05/19,HIS 200,
80155,ART,218,A,3,3D Shading and Texturing,MW,02:50 pm-04:10 pm,Matthew J. Board (P),01/29-05/19,HIS 200,
77927,ART,221,A,3,Drawing III,MWF,02:15 pm-04:05 pm,Michael Stillion (P),01/29-05/19,ART 221,
83187,ART,221,B,3,Drawing III,TR,11:40 am-02:25 pm,Daniel L. Bonham (P),01/29-05/19,ART 221,
77928,ART,222,A,3,Drawing IV,MWF,02:15 pm-04:05 pm,Michael Stillion (P),01/29-05/19,ART 221,
83188,ART,222,B,3,Drawing IV,TR,11:40 am-02:25 pm,Daniel L. Bonham (P),01/29-05/19,ART 221,
83049,ART,231,A,3,Painting I,MW,04:25 pm-07:10 pm,Michael Stillion (P),01/29-05/19,ART 245,
77929,ART,231,B,3,Painting I,TR,11:40 am-02:25 pm,Matthew Wayne Litteken (P),01/29-05/19,ART 245,
77576,ART,233,A,3,Global Perspectives on Dress,,TBA,TBA,01/29-05/19,WEB,FND - Creative Arts and Online Course/DistanceLearning
80660,ART,233,B,3,Global Perspectives on Dress,,TBA,TBA,01/29-05/19,WEB,FND - Creative Arts and Online Course/DistanceLearning
75898,ART,241,A,3,Printmaking I,MWF,10:05 am-11:55 am,Ellen J. Price (P),01/29-05/19,HIS 125,
77930,ART,241,B,3,Printmaking I,TR,02:50 pm-05:35 pm,TBA,01/29-05/19,HIS 125,
82886,ART,253,A,3,Design Systems,MW,11:40 am-02:25 pm,TBA,01/29-05/19,HIS 218,
71742,ART,254,A,3,Communication Design Studio 1,TR,11:40 am-02:25 pm,TBA,01/29-05/19,HIS 218,
81707,ART,255,A,3,Introduction: Digital Imaging,TR,11:40 am-02:25 pm,TBA,01/29-05/19,ART 017,
80384,ART,255,B,3,Introduction: Digital Imaging,MWF,12:10 pm-02:00 pm,TBA,01/29-05/19,ART 017,
20280,ART,257,A,3,Photography I,MWF,02:15 pm-04:05 pm,Jon M. Yamashiro (P),01/29-05/19,ART 017,
67193,ART,259,A,3,Art and Digital Tools I,T,05:30 pm-06:30 pm,Sherri Ann Krazl (P),01/29-05/19,KNG 027,Hybrid (Partially Online) and Thematic Sequence
,,,,,,R,05:00 pm-06:20 pm,Sherri Ann Krazl,01/29-05/19,TBA,Hybrid (Partially Online) and Thematic Sequence
80281,ART,259,B,3,Art and Digital Tools I,M,05:00 pm-07:15 pm,Neal Aaron Brown (P),01/29-05/19,ART 100,Hybrid (Partially Online) and Thematic Sequence
82260,ART,259,C,3,Art and Digital Tools I,M,06:30 pm-08:45 pm,Andrea Del Pilar Mateus Forero (P),01/29-05/19,ART 103,Thematic Sequence
20281,ART,261,A,3,Ceramics I,MWF,10:05 am-11:55 am,Dennis E. Tobin (P),01/29-05/19,HIS 027,Thematic Sequence
83130,ART,261,B,3,Ceramics I,MWF,02:15 pm-04:05 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,Thematic Sequence
75901,ART,264,A,3,Jewelry Design & Metals I,TR,02:50 pm-05:35 pm,Vanessa Katherine Sliger (P),01/29-05/19,HIS 002,Thematic Sequence
82082,ART,271,A,3,Sculpture I,MWF,10:05 am-11:55 am,Rodney W. Northcutt (P),01/29-05/19,HIS 023,Thematic Sequence
83377,ART,271,B,3,Sculpture I,MWF,12:10 pm-02:00 pm,Rodney W. Northcutt (P),01/29-05/19,HIS 023,Thematic Sequence
70390,ART,281,A,1,Contemporary Art Forum,R,05:50 pm-07:05 pm,Tracy Elizabeth Featherstone (P),01/29-05/19,ART 100,
75751,ART,285,A,3,Writing and the Visual Arts,MW,01:15 pm-02:35 pm,Jordan A. Fenton (P),01/29-05/19,ART 103,Advanced Writing
73152,ART,296,A,3,Secondary Art Methods,TR,11:40 am-01:00 pm,Stephanie A. Baer (P),01/29-05/19,ART 154,Thematic Sequence
77934,ART,320A,A,3,Animation,MW,04:25 pm-07:10 pm,Joomi Chung (P),01/29-05/19,HIS 200,
79157,ART,320B,A,3,Advanced Drawing,TR,05:50 pm-08:35 pm,Daniel L. Bonham (P),01/29-05/19,ART 221,
20299,ART,331,A,3,Painting II,TR,08:30 am-11:15 am,Michael Stillion (P),01/29-05/19,ART 245,
20301,ART,332,A,3,Painting III,TR,08:30 am-11:15 am,Michael Stillion (P),01/29-05/19,ART 245,
20304,ART,341,A,3,Printmaking II,MWF,02:15 pm-04:05 pm,Ellen J. Price (P),01/29-05/19,HIS 119,
20305,ART,342,A,3,Printmaking III,MWF,02:15 pm-04:05 pm,Ellen J. Price (P),01/29-05/19,HIS 119,
79416,ART,343,A,3,Fundamentals of Comm Design,MW,02:50 pm-05:35 pm,TBA,01/29-05/19,HIS 218,
79417,ART,344,A,3,Visual Identity Design,MW,04:25 pm-07:10 pm,TBA,01/29-05/19,HIS 218,
79711,ART,345,A,3,Comm. Design Prototyping,MW,06:30 pm-09:15 pm,TBA,01/29-05/19,ART 136,
83095,ART,350,A,3,Illustration,MW,04:25 pm-07:10 pm,Larry Winston Collins (P),01/29-05/19,ART 022,
20306,ART,352,A,3,Communication Design Studio 2,TR,02:50 pm-05:35 pm,TBA,01/29-05/19,HIS 218,
65745,ART,354,A,6,Design for Use,TR,08:30 am-11:15 am,Kristen Rachel Pericleous (P),01/29-05/19,HIS 218,
20308,ART,358,A,3,Photography III,TR,02:50 pm-05:35 pm,Ron Stevens (P),01/29-05/19,ART 017,
20309,ART,361,A,3,Ceramics II,TR,02:50 pm-05:35 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,Thematic Sequence
83054,ART,362,A,3,Ceramics III,TR,02:50 pm-05:35 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,Thematic Sequence
20311,ART,364,A,3,Jewelry Design And Metals II,TR,11:40 am-02:25 pm,Geoffrey William Riggle (P),01/29-05/19,HIS 002,Thematic Sequence
20312,ART,365,A,3,Jewelry Design & Metals III,TR,11:40 am-02:25 pm,Geoffrey William Riggle (P),01/29-05/19,HIS 002,Thematic Sequence
20313,ART,371,A,3,Sculpture II,TR,05:50 pm-08:35 pm,Rodney W. Northcutt (P),01/29-05/19,HIS 023,Thematic Sequence
20314,ART,372,A,3,Sculpture III,TR,05:50 pm-08:35 pm,Rodney W. Northcutt (P),01/29-05/19,HIS 023,Thematic Sequence
83421,ART,382,A,3,Greek And Roman Sculpture,TR,11:40 am-01:00 pm,Steven L. Tuck (P),01/29-05/19,TBA,Thematic Sequence
82941,ART,406,A,3,Art Since 1980,MW,11:40 am-01:00 pm,Ann Boehling Dell'Aria (P),01/29-05/19,ART 103,
65092,ART,419,A,15,Supervsd Stdt Teaching in Art,W,04:25 pm-05:25 pm,Stephanie A. Baer (P),01/29-05/19,ART 154,Senior Capstone
83147,ART,420A,A,3,Venice and the World,TR,01:15 pm-02:35 pm,Andrew R. Casper (P),01/29-05/19,ART 103,
83168,ART,420B,A,3,Art Outdoors: Site and Place,MW,02:50 pm-04:10 pm,Ann Boehling Dell'Aria (P),01/29-05/19,ART 103,
20321,ART,431,A,3,Painting IV,TR,02:50 pm-05:35 pm,Joomi Chung (P),01/29-05/19,ART 237,
20322,ART,432,A,3,Painting V,TR,02:50 pm-05:35 pm,Joomi Chung (P),01/29-05/19,ART 237,
26273,ART,441,A,3,Printmaking IV,MWF,02:15 pm-04:05 pm,Ellen J. Price (P),01/29-05/19,HIS 119,
20323,ART,442,A,3,Printmaking V,MWF,02:15 pm-04:05 pm,Ellen J. Price (P),01/29-05/19,HIS 119,
82884,ART,450,A,3,Letterpress Printing,MW,11:40 am-02:25 pm,Erin Marie Beckloff (P),01/29-05/19,HIS 215,
20325,ART,452,A,3,Communication Design Studio 3,TR,02:50 pm-05:35 pm,Kristen Rachel Pericleous (P),01/29-05/19,HIS 218,Senior Capstone
20326,ART,453,A,4,Highwire Brand Studio,MW,09:35 am-11:25 am,TBA,01/29-05/19,HIS 218,Senior Capstone
83397,ART,457,A,3,Photography IV,MW,04:25 pm-07:10 pm,Jon M. Yamashiro (P),01/29-05/19,ART 017,
20329,ART,458,A,3,Photography V,MW,04:25 pm-07:10 pm,Jon M. Yamashiro (P),01/29-05/19,ART 017,
83055,ART,461,A,3,Ceramics IV,TR,02:50 pm-05:35 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,
83056,ART,462,A,3,Ceramics V,TR,02:50 pm-05:35 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,
20332,ART,464,A,3,Jewelry Design & Metals IV,TR,11:40 am-02:25 pm,Geoffrey William Riggle (P),01/29-05/19,HIS 002,
20334,ART,471,A,3,Sculpture IV,TR,05:50 pm-08:35 pm,Rodney W. Northcutt (P),01/29-05/19,HIS 023,
20335,ART,472,A,3,Sculpture V,TR,05:50 pm-08:35 pm,Rodney W. Northcutt (P),01/29-05/19,HIS 023,
83135,ART,480,A,3,Seminar In Art History,MW,10:05 am-11:25 am,Pepper Stetler (P),01/29-05/19,ART 103,
20340,ART,492,A,3,Portfolio And Exhibition Exper,TR,01:15 pm-02:35 pm,Ann E. Taulbee (P),01/29-05/19,ART 136,Senior Capstone
77938,ART,493,A,3,Professional Dispositions,WF,11:40 am-01:00 pm,Stephanie A. Baer (P),01/29-05/19,ART 154,
74329,ART,496,A,3,Theory for Visual Artists,W,06:00 pm-08:45 pm,TBA,01/29-05/19,ART 220,
82943,ART,506,A,3,Art Since 1980,MW,11:40 am-01:00 pm,Ann Boehling Dell'Aria (P),01/29-05/19,ART 103,
74328,ART,531,A,3,Painting IV,TR,02:50 pm-05:35 pm,Joomi Chung (P),01/29-05/19,ART 237,
73809,ART,532,A,3,Painting V,TR,02:50 pm-05:35 pm,Joomi Chung (P),01/29-05/19,ART 237,
26282,ART,541,A,3,Printmaking IV,MWF,02:15 pm-04:05 pm,Ellen J. Price (P),01/29-05/19,HIS 119,
83057,ART,561,A,3,Ceramics IV,TR,02:50 pm-05:35 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,
83059,ART,562,A,3,Ceramics V,TR,02:50 pm-05:35 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,
26286,ART,564,A,3,Jewelry Design & Metals IV,TR,11:40 am-02:25 pm,Geoffrey William Riggle (P),01/29-05/19,HIS 002,
20345,ART,571,A,3,Sculpture IV,TR,05:50 pm-08:35 pm,Rodney W. Northcutt (P),01/29-05/19,HIS 023,
26288,ART,572,A,3,Sculpture V,TR,05:50 pm-08:35 pm,Rodney W. Northcutt (P),01/29-05/19,HIS 023,
83186,ART,580,A,3,Seminar In Art History,MW,10:05 am-11:25 am,Pepper Stetler (P),01/29-05/19,ART 103,
74330,ART,596,A,3,Theory for Visual Artists,W,06:00 pm-08:45 pm,TBA,01/29-05/19,ART 220,
82889,ART,624,A,3,Design for Access,,TBA,Dennis Matthew Cheatham (P),01/29-05/19,WEB,Online Course/DistanceLearning
70179,ART,630,F,3.000-6.000,Graduate Study in Painting,,TBA,TBA,01/29-05/19,ART,
83132,ART,645,A,3.000-6.000,Graduate Study in Printmaking,MWF,12:10 pm-02:00 pm,Ellen J. Price (P),01/29-05/19,HIS 125,
77939,ART,650,A,3,Experience Design Studio,TR,11:40 am-02:25 pm,Dennis Matthew Cheatham (P),01/29-05/19,HIS 221,Hybrid (Partially Online)
70171,ART,660,A,3.000-6.000,Graduate Study in Ceramics,TR,02:50 pm-05:35 pm,Dennis E. Tobin (P),01/29-05/19,HIS 027,
,,,,,,,,,,,
,,,,,,,,,,,
77906,AAA,201,A,3,Intro to Asian/ Asian Amer,MW,10:05 am-11:25 am,Maki Smith (P),01/29-05/19,TBA,CASB - Humanities and CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Humanities and FND - Social Science
77907,AAA,201,B,3,Intro to Asian/ Asian Amer,MW,08:30 am-09:50 am,Maki Smith (P),01/29-05/19,TBA,CASB - Humanities and CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Humanities and FND - Social Science
77045,AAA,210,A,3,Psychology Across Cultures,WF,11:40 am-01:00 pm,Deanna Marie Webster (P),01/29-05/19,PSYC 204,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
83251,AAA,210,B,3,Psychology Across Cultures,WF,01:15 pm-02:35 pm,Deanna Marie Webster (P),01/29-05/19,PSYC 204,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
79726,AAA,248,A,3,Asian American Literature,MW,08:30 am-09:50 am,Anita Mannur (P),01/29-05/19,BAC 143,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
82849,AAA,269,A,3,Colonial & Postcolonial Lit,MW,10:05 am-11:25 am,Nalin Asoka Jayasena (P),01/29-05/19,UPH 312,CASB - Humanities and FND - Humanities and FND - Social Science
82807,AAA,351,A,3,Gender & Sexuality in Asian/Am,TR,10:05 am-11:25 am,Yu-Fang Cho (P),01/29-05/19,BAC 108,CASB - Humanities and Hybrid (Partially Online) and Intercultural Perspectives
