CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
71893,PSY,210,D,3,Psychology Across Cultures,WF,01:15 pm-02:35 pm,TBA,08/28-12/16,PSYC 204,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
58158,PSY,211,A,2,Leadership and Pedagogy,WF,10:05 am-11:00 am,Peter Mark Wessels (P),08/28-12/16,PSYC 244,CASC - Social Science
61480,PSY,211H,A,2,Leadership and Pedagogy,WF,10:05 am-11:00 am,Peter Mark Wessels (P),08/28-12/16,PSYC 244,CASC - Social Science and Honors Course
58359,PSY,212,A,3,Leadership Practicum,MW,01:15 pm-02:35 pm,Peter Mark Wessels (P),08/28-12/16,PSYC 127,CASC - Social Science
61481,PSY,212H,A,3,Leadership Practicum,MW,01:15 pm-02:35 pm,Peter Mark Wessels (P),08/28-12/16,PSYC 127,CASC - Social Science and Honors Course
58084,PSY,221,A,3,Social Psychology,TR,11:40 am-01:00 pm,Kurt Hugenberg (P),08/28-12/16,PSYC 125,CASC - Social Science
12189,PSY,221,B,3,Social Psychology,MWF,08:30 am-09:25 am,TBA,08/28-12/16,PSYC 127,CASC - Social Science
71896,PSY,221,C,3,Social Psychology,TR,02:50 pm-04:10 pm,Allen R. McConnell (P),08/28-12/16,PSYC 125,CASC - Social Science
71889,PSY,221H,A,3,Social Psychology,TR,02:50 pm-04:10 pm,Kurt Hugenberg (P),08/28-12/16,PSYC 127,CASC - Social Science and Honors Course
64061,PSY,231,A,3,Developmental Psychology,MW,08:30 am-09:50 am,Brooke R. Cropenbaker (P),08/28-12/16,PSYC 125,CASC - Social Science and Thematic Sequence
58085,PSY,231,B,3,Developmental Psychology,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,PSYC 127,CASC - Social Science and Thematic Sequence
12194,PSY,242,B,3,Abnormal Psychology,WF,10:05 am-11:25 am,TBA,08/28-12/16,FSB 0025,CASC - Social Science and Thematic Sequence
70566,PSY,242,C,3,Abnormal Psychology,MW,02:50 pm-04:10 pm,Aaron M. Luebbe (P),08/28-12/16,PSYC 131,CASC - Social Science and Thematic Sequence
12196,PSY,251,A,3,Introduction To Biopsychology,TR,01:15 pm-02:35 pm,Peter E. Simson (P),08/28-12/16,PSYC 125,CASC - Social Science
15198,PSY,271,A,3,Perception; Action; Cognition,TR,11:40 am-01:00 pm,TBA,08/28-12/16,PSYC 131,CASC - Social Science and Thematic Sequence
12197,PSY,271,B,3,Perception; Action; Cognition,MWF,01:15 pm-02:35 pm,Leonard J. Smart (P),08/28-12/16,PSYC 131,CASC - Social Science and Thematic Sequence
54525,PSY,293,AA,4,Design & Analyses PSY I,MW,10:05 am-11:25 am,Paul D. Flaspohler (P),08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,TR,10:05 am-11:00 am,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
54526,PSY,293,AB,4,Design & Analyses PSY I,MW,10:05 am-11:25 am,Paul D. Flaspohler (P),08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,TR,02:50 pm-03:45 pm,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
54528,PSY,293,BA,4,Design & Analyses PSY I,TR,10:05 am-11:25 am,TBA,08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,WF,10:05 am-11:00 am,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
54529,PSY,293,BB,4,Design & Analyses PSY I,TR,10:05 am-11:25 am,TBA,08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,WF,11:40 am-12:35 pm,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
69676,PSY,293,CA,4,Design & Analyses PSY I,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,WF,01:15 pm-02:10 pm,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
69677,PSY,293,CB,4,Design & Analyses PSY I,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,WF,02:50 pm-03:45 pm,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
69620,PSY,294,B,4,Design & Analyses PSY II,MW,04:25 pm-05:45 pm,TBA,08/28-12/16,PSYC 302,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,TR,04:25 pm-05:20 pm,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
70151,PSY,294,C,4,Design & Analyses PSY II,MW,04:25 pm-05:20 pm,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy and Hybrid (Partially Online)
,,,,,,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,PSYC 204,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy and Hybrid (Partially Online)
70149,PSY,294,AA,4,Design & Analyses PSY II,TR,11:40 am-12:35 pm,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,WF,11:40 am-01:00 pm,TBA,08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
70150,PSY,294,AB,4,Design & Analyses PSY II,TR,08:30 am-09:50 am,TBA,08/28-12/16,PSYC 126,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
,,,,,,WF,11:40 am-01:00 pm,TBA,08/28-12/16,PSYC 131,Advanced Writing and CASC - Social Science and CAS - Quantitative Literacy
70159,PSY,313,A,1.000-3.000,Advancing Leadership,,01:15 pm-02:35 pm,Peter Mark Wessels (P),08/28-12/16,TBA,
71894,PSY,320,A,1.000-4.000,Advanced Topics in Psychology,TR,11:40 am-01:00 pm,Jennifer J. Quinn (P),08/28-12/16,PSYC 302,CASC - Social Science
71891,PSY,326,A,3,Psychology Of Women,MW,02:50 pm-04:10 pm,Amanda Diekman (P),08/28-12/16,PSYC 204,CASC - Social Science
66062,PSY,331,A,3,Infant Development,MW,04:25 pm-05:45 pm,TBA,08/28-12/16,PSYC 204,CASC - Social Science and Thematic Sequence
12210,PSY,332,A,3,Child Development,MW,10:05 am-11:25 am,Brooke R. Cropenbaker (P),08/28-12/16,PSYC 127,CASC - Social Science and Thematic Sequence
71892,PSY,333,A,3,Adolescent Development,MW,11:40 am-01:00 pm,Yvette R. Harris (P),08/28-12/16,PSYC 204,CASC - Social Science and Thematic Sequence
51819,PSY,343,A,3,Psychopathology,TR,01:15 pm-02:35 pm,Elise Marie Clerkin (P),08/28-12/16,PSYC 127,Thematic Sequence
71890,PSY,343,B,3,Psychopathology,MWF,04:25 pm-05:45 pm,TBA,08/28-12/16,PSYC 127,Thematic Sequence
53019,PSY,345,A,3,Chld Psychopth&Dvlpmntl Dsblty,WF,11:40 am-01:00 pm,TBA,08/28-12/16,PSYC 127,Thematic Sequence
68032,PSY,351,A,4,Advanced Biopsychology,MWF,08:30 am-09:45 am,Matthew Stephen McMurray (P),08/28-12/16,PSYC 134,
50454,PSY,356,A,3,Psychopharmacology,TR,11:40 am-01:00 pm,Peter E. Simson (P),08/28-12/16,SHD 001,
69629,PSY,410A,A,3,Capstone: Neuroscience,WF,11:40 am-01:00 pm,Anna Kay Radke (P),08/28-12/16,PSYC 134,Senior Capstone
72453,PSY,410C,A,3,Mindfulness in Clinical Psych,TR,01:15 pm-02:35 pm,Terri Messman-Moore (P),08/28-12/16,PSYC 227,Senior Capstone
72553,PSY,410D,A,3,Capstone:Cognition,WF,10:05 am-11:25 am,Christopher R. Wolfe (P),08/28-12/16,PSYC 134,Senior Capstone
70139,PSY,410F,A,3,Capstone:Social Psychology,TR,01:15 pm-02:35 pm,TBA,08/28-12/16,PSYC 134,Senior Capstone
70224,PSY,410U,A,3,Cap:Cognitv Devlpt Soc Context,MW,01:15 pm-02:35 pm,Brooke R. Cropenbaker (P),08/28-12/16,PSYC 134,Senior Capstone
71992,PSY,410U,B,3,Cap:Cognitv Devlpt Soc Context,MW,02:50 pm-04:10 pm,Yvette R. Harris (P),08/28-12/16,PSYC 127,Senior Capstone
72368,PSY,410Y,A,3,Psy of Dogs: Social Cog/Emot,WF,08:30 am-09:50 am,Carrie Elizabeth Hall (P),08/28-12/16,PSYC 204,Hybrid (Partially Online) and Senior Capstone
56279,PSY,420,A,3,Seminar In Social Psychology,TR,02:50 pm-04:10 pm,Heather Mercer Claypool (P),08/28-12/16,PSYC 227,
18548,PSY,430,A,3,Sem:Developmental Psychology,WF,01:15 pm-02:35 pm,Vrinda Kalia (P),08/28-12/16,PSYC 227,
70324,PSY,451,A,3,Cognitive Neuroscience,TR,08:30 am-09:50 am,Robin D. Thomas (P),08/28-12/16,PSYC 204,
69573,PSY,453,A,4,Human Factors/Ergonomics,MWF,10:05 am-11:20 am,Leonard J. Smart (P),08/28-12/16,PSYC 227,
52092,PSY,474,A,3,Advanced Cognitive Processes,WF,01:15 pm-02:35 pm,Christopher R. Wolfe (P),08/28-12/16,PSYC 244,
70325,PSY,551,A,3,Cognitive Neuroscience,TR,08:30 am-09:50 am,Robin D. Thomas (P),08/28-12/16,PSYC 204,
69574,PSY,553,A,4,Human Factors/Ergonomics,MWF,10:05 am-11:20 am,Leonard J. Smart (P),08/28-12/16,PSYC 227,
52093,PSY,574,A,3,Advanced Cognitive Processes,WF,01:15 pm-02:35 pm,Christopher R. Wolfe (P),08/28-12/16,PSYC 244,
58420,PSY,601,A,3,Stats & Methods I,M,11:40 am-01:00 pm,TBA,08/28-12/16,PSYC 126,
,,,,,,TR,11:40 am-01:00 pm,Elizabeth J. Kiel Luebbe (P),08/28-12/16,PSYC 227,
12237,PSY,603,A,1,Proseminar In Psychology I,F,03:00 pm-05:00 pm,TBA,08/28-12/16,PSYC 125,
70754,PSY,620,C,1.000-3.000,Sem:In Experimental Psychology,F,09:00 am-11:45 am,Jennifer J. Quinn (P),08/28-12/16,PSYC 343,
12239,PSY,630,A,3,Seminar in Social Psychology,R,11:00 am-01:30 pm,Allen R. McConnell (P),08/28-12/16,PSYC 343,
71895,PSY,645,A,1,Intervention,M,02:00 pm-02:55 pm,Paul D. Flaspohler (P),08/28-12/16,PSYC 302,
65045,PSY,6450,A,1,Clinical Supervision I,,TBA,Jennifer H. Green (P),08/28-12/16,TBA,
58218,PSY,646,A,3,Psychological Assessment I,F,12:00 pm-02:30 pm,Jennifer H. Green (P),08/28-12/16,PSYC 343,
58417,PSY,648,A,3,Lifespan Psychopathology,T,09:00 am-11:45 am,Elise Marie Clerkin (P),08/28-12/16,PSYC 343,
66054,PSY,670A,A,1.000-4.000,Initial Clin Psy Traineeship,F,03:00 pm-05:00 pm,Jennifer H. Green (P),08/28-12/16,PSYC 039P,
66055,PSY,670B,A,1.000-4.000,Adv Clin Psy Traineeship,F,03:00 pm-05:00 pm,Jennifer H. Green (P),08/28-12/16,PSYC 039P,
59857,PSY,685,A,3,Practicum/ Teaching Of Psych,MW,02:50 pm-04:10 pm,Peter Mark Wessels (P),08/28-12/16,PSYC 244,
71898,PSY,697,A,4,Theory&Practice/Narr Research,W,02:00 pm-04:45 pm,Vaishali V. Raval (P),08/28-12/16,PSYC 343,
67196,PSY,710Z,A,1,Seminar In Neuroscience,F,11:40 am-12:35 pm,TBA,08/28-12/16,PSYC 227,
71940,PSY,730,A,3.000-4.000,Adv Seminar in Social Psychol,T,02:00 pm-04:45 pm,Jonathan William Kunstman (P),08/28-12/16,PSYC 343,
66047,PSY,750A,A,4,Adv Clinical Techniques I,W,09:00 am-11:45 am,April Rose Smith (P),08/28-12/16,PSYC 039P,
66048,PSY,750A,B,4,Adv Clinical Techniques I,W,09:00 am-11:45 am,Julie S. Rubin (P),08/28-12/16,PSYC 039F,
66049,PSY,750B,A,3,Adv Clinical Techniques II,W,09:00 am-11:45 am,April Rose Smith (P),08/28-12/16,PSYC 039P,
66050,PSY,750B,B,3,Adv Clinical Techniques II,W,09:00 am-11:45 am,Julie S. Rubin (P),08/28-12/16,PSYC 039F,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
61832,REL,101,A,3,Introduction to Religion,MWF,08:30 am-09:25 am,John-Charles Duffy (P),08/28-12/16,UPH 258,CASB - Humanities and FND - Humanities and Thematic Sequence
68757,REL,101,B,3,Introduction to Religion,TR,08:30 am-09:50 am,John-Charles Duffy (P),08/28-12/16,UPH 255,CASB - Humanities and FND - Humanities and Thematic Sequence
63619,REL,101,C,3,Introduction to Religion,TR,10:05 am-11:25 am,Hillel Charles Gray (P),08/28-12/16,UPH 389,CASB - Humanities and FND - Humanities and Thematic Sequence
70636,REL,101,D,3,Introduction to Religion,TR,01:15 pm-02:35 pm,Hillel Charles Gray (P),08/28-12/16,UPH 389,CASB - Humanities and FND - Humanities and Thematic Sequence
66177,REL,101,E,3,Introduction to Religion,WF,10:05 am-11:25 am,Nathan Stephan French (P),08/28-12/16,TBA,CASB - Humanities and FND - Humanities and Thematic Sequence
68425,REL,101,F,3,Introduction to Religion,TR,10:05 am-11:25 am,James Constantine Hanges (P),08/28-12/16,KRG 222,CASB - Humanities and FND - Humanities and Thematic Sequence
70637,REL,101,J,3,Introduction to Religion,MW,11:40 am-01:00 pm,Rory Johnson (P),08/28-12/16,UPH 209,CASB - Humanities and FND - Humanities and Thematic Sequence
70686,REL,101,UA,3,Introduction to Religion,,TBA,Kathleen Mahoney Hladky Grant (P),10/25-12/16,WEB,CASB - Humanities and FND - Humanities and Online Course/DistanceLearning and Thematic Sequence
66786,REL,101H,B,3,Introduction to Religion,TR,01:15 pm-02:35 pm,Hillel Charles Gray (P),08/28-12/16,UPH 389,CASB - Humanities and Honors Course and FND - Humanities and Thematic Sequence
68324,REL,133,A,3,Imagining Russia,MWF,10:05 am-11:00 am,Scott Kenworthy (P),08/28-12/16,UPH 235,CASB - Humanities and FND - Global Course and FND - Humanities
63991,REL,201,A,3,Methods for Study of Religion,WF,01:15 pm-02:35 pm,Elizabeth Wilson (P),08/28-12/16,HUG 006,
66248,REL,286,A,3,Global Jewish Civilization,MW,11:40 am-01:00 pm,Hillel Charles Gray (P),08/28-12/16,BEN 206,CASB - Humanities and FND - Global Course and FND - Humanities
69785,REL,313,A,3,Marriage Across Cultures,WF,10:05 am-11:25 am,Elizabeth Wilson (P),08/28-12/16,UPH 258,CASB - Humanities and Intercultural Perspectives
72379,REL,316,A,3,The Age Of The Reformation,MW,01:15 pm-02:35 pm,Wietse T. de Boer (P),08/28-12/16,UPH 258,CASB - Humanities
72112,REL,336,A,3,Jesus And The Gospels,TR,02:50 pm-04:10 pm,James Constantine Hanges (P),08/28-12/16,KRG 222,CASB - Humanities
72139,REL,342,A,3,Religious Pluralsm Mod America,MW,02:50 pm-04:10 pm,Rory Johnson (P),08/28-12/16,BEN 213,CASB - Humanities and Intercultural Perspectives and Thematic Sequence
72165,REL,345,A,3,Women & Religion in America,MWF,01:15 pm-02:10 pm,John-Charles Duffy (P),08/28-12/16,UPH 209,CASB - Humanities and Thematic Sequence
72133,REL,346,A,3,Issues Stdy Native Amer Relgns,TR,02:50 pm-04:10 pm,Sandra Lee Garner (P),08/28-12/16,UPH 312,CASB - Humanities and Thematic Sequence
72174,REL,470A,A,3,Havighurst Colloquium,MW,11:40 am-01:00 pm,Scott Kenworthy (P),08/28-12/16,HRN 209,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
13910,RUS,101,A,4,Beginners Russian,MWF,10:05 am-11:20 am,Irina D. Goncharenko-Rose (P),08/28-12/16,MCG 218,
12282,RUS,101,B,4,Beginners Russian,MWF,11:40 am-12:55 pm,Irina D. Goncharenko-Rose (P),08/28-12/16,MCG 218,
12283,RUS,201,A,3,Intermediate Russian,MWF,02:50 pm-03:45 pm,Irina D. Goncharenko-Rose (P),08/28-12/16,IRV 118,
12284,RUS,301,A,3,Advanced Russian,TR,11:40 am-01:00 pm,Margaret Ziolkowski (P),08/28-12/16,IRV 024,
63181,RUS,436,A,3,Havighurst Colloquium,MW,11:40 am-01:00 pm,Stephen Michael Norris (P),08/28-12/16,HRN 209,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
66751,SJS,101,VA,1,Elements of Social Justice,M,06:30 pm-08:20 pm,Stephen Lippmann (P),09/05-11/06,UPH 389,
61814,SJS,165,A,3,Introduction to Social Justice,WF,10:05 am-11:25 am,C. Lee Harrington (P),08/28-12/16,UPH 298,CASC - Social Science and FND - Global Course and Hybrid (Partially Online) and Intercultural Perspectives and FND - Social Science and Thematic Sequence
69461,SJS,165,B,3,Introduction to Social Justice,WF,01:15 pm-02:35 pm,C. Lee Harrington (P),08/28-12/16,UPH 275,CASC - Social Science and FND - Global Course and Hybrid (Partially Online) and Intercultural Perspectives and FND - Social Science and Thematic Sequence
68308,SJS,165,C,3,Introduction to Social Justice,TR,01:15 pm-02:35 pm,Ryan Michael Gunderson (P),08/28-12/16,HUG 141,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
65668,SJS,215,WA,3,EMPOWER I,W,06:30 pm-08:30 pm,Rachel Michelle Radina (P),08/28-12/16,MCG 415,Service Learning
70682,SJS,215,WB,3,EMPOWER I,T,06:30 pm-08:30 pm,Rachel Michelle Radina (P),08/28-12/16,MCG 418,
69741,SJS,323,A,3,Social Justice and Change,TR,10:05 am-11:25 am,C. Lee Harrington (P),08/28-12/16,UPH 167,Hybrid (Partially Online)
72422,SJS,487,A,3,Globalization & Social Justice,TR,11:40 am-01:00 pm,Rodney D. Coates (P),08/28-12/16,UPH 298,CASC - Social Science and FND - Global Course and Intercultural Perspectives
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
70561,SOC,127,A,1,Environmental/Justice Films,M,02:50 pm-05:50 pm,Jonathan Levy (P); Stephen Lippmann ; Ronald B. Scott,08/28-12/16,IRV 030,
63116,SOC,153,A,3,Sociology in a Global Context,MW,10:05 am-11:25 am,Othello Harris (P),08/28-12/16,UPH 361,CASC - Social Science and FND - Global Course and FND - Social Science
63117,SOC,153,B,3,Sociology in a Global Context,MW,04:25 pm-05:45 pm,Othello Harris (P),08/28-12/16,UPH 297,CASC - Social Science and FND - Global Course and FND - Social Science
63118,SOC,153,C,3,Sociology in a Global Context,TR,10:05 am-11:25 am,Ronald E. Bulanda (P),08/28-12/16,UPH 297,CASC - Social Science and FND - Global Course and FND - Social Science
63119,SOC,153,D,3,Sociology in a Global Context,TR,11:40 am-01:00 pm,Ronald E. Bulanda (P),08/28-12/16,UPH 361,CASC - Social Science and FND - Global Course and FND - Social Science
59740,SOC,165,A,3,Introduction to Social Justice,WF,10:05 am-11:25 am,C. Lee Harrington (P),08/28-12/16,UPH 298,CASC - Social Science and FND - Global Course and Hybrid (Partially Online) and Intercultural Perspectives and FND - Social Science and Thematic Sequence
69459,SOC,165,B,3,Introduction to Social Justice,WF,01:15 pm-02:35 pm,C. Lee Harrington (P),08/28-12/16,UPH 275,CASC - Social Science and FND - Global Course and Hybrid (Partially Online) and Intercultural Perspectives and FND - Social Science and Thematic Sequence
68307,SOC,165,C,3,Introduction to Social Justice,TR,01:15 pm-02:35 pm,Ryan Michael Gunderson (P),08/28-12/16,HUG 141,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
12292,SOC,201,A,4,Social Problems,MTWR,01:15 pm-02:10 pm,William C. Flint (P),08/28-12/16,UPH 364,
72547,SOC,202,A,3,Social Deviance,TR,04:25 pm-05:45 pm,Glenn Walter Muschert (P),08/28-12/16,UPH 298,
61688,SOC,203,A,3,Sociology Of Gender,M,06:00 pm-08:40 pm,Fauzia E. Ahmed (P),08/28-12/16,UPH 365,CASC - Social Science and Intercultural Perspectives and Thematic Sequence
72557,SOC,208,A,3,Rise - Industrialsm/East Asia,TR,02:50 pm-04:10 pm,Stanley W. Toops (P),08/28-12/16,SHD 001,CASC - Social Science and FND - Social Science
12297,SOC,262,A,3,Research Methods,TR,11:40 am-01:00 pm,Ryan Michael Gunderson (P),08/28-12/16,UPH 255,CAS - Quantitative Literacy
59060,SOC,272,A,3,Intro to Disability Studies,TR,11:40 am-01:00 pm,Molly D. Kelly (P),08/28-12/16,UPH 389,CASC - Social Science and Intercultural Perspectives and FND - Social Science and Thematic Sequence
66127,SOC,272,B,3,Intro to Disability Studies,W,06:30 pm-09:10 pm,TBA,08/28-12/16,MCG 121,CASC - Social Science and Intercultural Perspectives and FND - Social Science and Thematic Sequence
69510,SOC,272,C,3,Intro to Disability Studies,WF,10:05 am-11:25 am,Ashley Elizabeth Johnson (P),08/28-12/16,UPH 389,CASC - Social Science and Intercultural Perspectives and FND - Social Science and Thematic Sequence
69513,SOC,272,D,3,Intro to Disability Studies,T,06:30 pm-09:10 pm,Rosemary Rotuno-Johnson (P),08/28-12/16,UPH 163,CASC - Social Science and Intercultural Perspectives and FND - Social Science and Thematic Sequence
70424,SOC,272,E,3,Intro to Disability Studies,M,06:30 pm-09:10 pm,TBA,08/28-12/16,MCG 121,CASC - Social Science and Intercultural Perspectives and FND - Social Science and Thematic Sequence
72309,SOC,305,A,3,Sociology of Globalization,MW,04:25 pm-05:45 pm,Fauzia E. Ahmed (P),08/28-12/16,UPH 365,
17151,SOC,318,A,3,Social Forces and Aging,MF,02:50 pm-04:10 pm,Jennifer Roebuck Bulanda (P),08/28-12/16,UPH 364,Intercultural Perspectives and Thematic Sequence
69739,SOC,323,A,3,Social Justice and Change,TR,10:05 am-11:25 am,C. Lee Harrington (P),08/28-12/16,UPH 167,Hybrid (Partially Online)
58537,SOC,348,A,3,Race and Ethnic Relations,MW,11:40 am-01:00 pm,Othello Harris (P),08/28-12/16,UPH 226,Intercultural Perspectives and Thematic Sequence
12299,SOC,352,A,3,Criminology,TR,08:30 am-09:50 am,Kristen Marie Budd (P),08/28-12/16,UPH 258,
65917,SOC,357,A,3,Medical Sociology,MF,01:15 pm-02:35 pm,Jennifer Roebuck Bulanda (P),08/28-12/16,BEN 213,Thematic Sequence
65114,SOC,362,A,3,Family Poverty,WF,01:15 pm-02:35 pm,Celeste Renee' Didlick-Davis (P),08/28-12/16,UPH 226,Intercultural Perspectives
72321,SOC,372,A,3,Social Stratification,WF,11:40 am-01:00 pm,Stephen Lippmann (P),08/28-12/16,UPH 312,CASC - Social Science and Intercultural Perspectives
72323,SOC,410,A,3,Topics in Criminology,W,06:00 pm-08:40 pm,Glenn Walter Muschert (P),08/28-12/16,UPH 258,
72322,SOC,412,A,3,Sociology Of Law,TR,10:05 am-11:25 am,Kristen Marie Budd (P),08/28-12/16,UPH 365,
51857,SOC,451,A,3,Family Violence,TR,04:25 pm-05:45 pm,Carolyn Theresa Slotten (P),08/28-12/16,MCG 217,Senior Capstone
68398,SOC,451,B,3,Family Violence,TR,02:50 pm-04:10 pm,Carolyn Theresa Slotten (P),08/28-12/16,MCG 217,Senior Capstone
70418,SOC,451,C,3,Family Violence,T,06:30 pm-09:10 pm,Kelly Alaine Leonard (P),08/28-12/16,MCG 222,Senior Capstone
12306,SOC,459,A,3,Sociology Capstone,T,06:15 pm-08:55 pm,Ronald E. Bulanda (P),08/28-12/16,UPH 351,Senior Capstone
12308,SOC,482,A,4,Sociological Theory,MTWR,02:50 pm-03:45 pm,William C. Flint (P),08/28-12/16,UPH 389,
72421,SOC,487,A,3,Globalization & Social Justice,TR,11:40 am-01:00 pm,Rodney D. Coates (P),08/28-12/16,UPH 298,CASC - Social Science and FND - Global Course and Intercultural Perspectives
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
12309,SPN,101,A,4,Beginner's Course,MWF,04:25 pm-05:50 pm,Laura Llamas Fraga (P),08/28-12/16,IRV 118,
12311,SPN,101,B,4,Beginner's Course,MWF,10:05 am-11:20 am,Maria de las Huertas Abellan Minarro (P),08/28-12/16,IRV 026,
58891,SPN,101,C,4,Beginner's Course,MWF,01:15 pm-02:30 pm,Laura Llamas Fraga (P),08/28-12/16,MCG 416,
64186,SPN,101,D,4,Beginner's Course,MWF,02:50 pm-04:05 pm,Laura Llamas Fraga (P),08/28-12/16,IRV 242,
59766,SPN,101,E,4,Beginner's Course,MWF,08:30 am-09:45 am,TBA,08/28-12/16,IRV 118,
59767,SPN,101,F,4,Beginner's Course,MWF,01:15 pm-02:35 pm,Tamise Renee Ironstrack (P),08/28-12/16,IRV 240,
59768,SPN,102,A,4,Beginner's Course,MWF,10:05 am-11:20 am,Tiffany Belka (P),08/28-12/16,IRV 224,
61482,SPN,102,B,4,Beginner's Course,MWF,08:30 am-09:45 am,Tiffany Belka (P),08/28-12/16,IRV 040,
64188,SPN,104,A,1,Beginner's Course Spanish Lab,,TBA,Heather Marie Harper (P),08/28-12/16,TBA,
64189,SPN,104,B,1,Beginner's Course Spanish Lab,,TBA,Heather Marie Harper (P),08/28-12/16,TBA,
66515,SPN,104,C,1,Beginner's Course Spanish Lab,,TBA,Heather Marie Harper (P),08/28-12/16,TBA,
12316,SPN,111,A,4,Intensive Basic Spanish,MWF,08:30 am-09:45 am,Virginia Ann Devito (P),08/28-12/16,IRV 142,
12317,SPN,111,B,4,Intensive Basic Spanish,MWF,08:30 am-09:45 am,Maria de las Huertas Abellan Minarro (P),08/28-12/16,IRV 124,
12318,SPN,111,C,4,Intensive Basic Spanish,MWF,10:05 am-11:20 am,Virginia Ann Devito (P),08/28-12/16,MMH 212,
12319,SPN,111,D,4,Intensive Basic Spanish,MWF,10:05 am-11:20 am,David Francis Motta (P),08/28-12/16,MCG 222,
12320,SPN,111,E,4,Intensive Basic Spanish,MWF,11:40 am-12:55 pm,TBA,08/28-12/16,GAR 156,
58462,SPN,111,F,4,Intensive Basic Spanish,MWF,11:40 am-12:55 pm,David Francis Motta (P),08/28-12/16,MCG 416,
58463,SPN,111,G,4,Intensive Basic Spanish,MWF,02:50 pm-04:05 pm,TBA,08/28-12/16,MCG 415,
59770,SPN,111,H,4,Intensive Basic Spanish,MWF,04:25 pm-05:50 pm,TBA,08/28-12/16,IRV 242,
63612,SPN,111,I,4,Intensive Basic Spanish,MWF,01:15 pm-02:35 pm,TBA,08/28-12/16,MCG 222,
69854,SPN,111,J,4,Intensive Basic Spanish,MWF,01:15 pm-02:30 pm,TBA,08/28-12/16,MCG 218,
70629,SPN,111,K,4,Intensive Basic Spanish,MWF,02:50 pm-04:05 pm,TBA,08/28-12/16,IRV 040,
12323,SPN,201,B,3,Second Year Spanish,MWF,01:15 pm-02:10 pm,Francisco Javier Ayo-Cuesta (P),08/28-12/16,UPH 389,
12324,SPN,201,C,3,Second Year Spanish,MWF,10:05 am-11:00 am,Victor Matthew Blocher (P),08/28-12/16,MCG 118,
12325,SPN,201,D,3,Second Year Spanish,WF,11:40 am-01:00 pm,Francisco Javier Ayo-Cuesta (P),08/28-12/16,BEN 100,
12326,SPN,201,E,3,Second Year Spanish,MWF,02:50 pm-03:45 pm,Nohelia Rojas-Miesse (P),08/28-12/16,IRV 224,
