CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
63957,ATH,145,A,3,Lost Cities/Ancient Civs,MW,02:50 pm-03:45 pm,Jeb Joseph Card (P),08/28-12/16,UPH 002,CASC - Social Science and FND - Global Course and FND - Social Science
69273,ATH,145,B,3,Lost Cities/Ancient Civs,WF,08:30 am-09:50 am,Mary Jane Berman (P),08/28-12/16,UPH 297,CASC - Social Science and FND - Global Course and FND - Social Science
71344,ATH,145H,A,3,Lost Cities/Ancient Civs,TR,10:05 am-11:25 am,Melissa S. Rosenzweig (P),08/28-12/16,UPH 180A,Cultures and FND - Global Course and Historical Perspective and Honors Course and FND - Social Science
10357,ATH,155,A,4,Introduction to Anthropology,TR,08:30 am-09:50 am,Clara JoAnn Scarry (P),08/28-12/16,UPH 298,CASC - Social Science and FND - Global Course and FND - Social Science
71345,ATH,155,B,4,Introduction to Anthropology,MW,08:30 am-09:50 am,TBA,08/28-12/16,UPH 298,CASC - Social Science and FND - Global Course and FND - Social Science
53583,ATH,175,A,3,Peoples Of The World,MWF,11:40 am-12:35 pm,Mark Allen Peterson (P),08/28-12/16,LWS 100,CASC - Social Science and FND - Global Course and Hybrid (Partially Online) and FND - Social Science and Thematic Sequence
70529,ATH,175,B,3,Peoples Of The World,TR,01:15 pm-02:35 pm,Homayun Sidky (P),08/28-12/16,UPH 002,CASC - Social Science and FND - Global Course and FND - Social Science and Thematic Sequence
59596,ATH,185,A,3,Cultural Diversity in the US,MW,10:05 am-11:25 am,Leighton C. Peterson (P),08/28-12/16,UPH 001,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
65990,ATH,185,B,3,Cultural Diversity in the US,WF,01:15 pm-02:35 pm,Mary Jane Berman (P),08/28-12/16,UPH 298,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
67828,ATH,185,C,3,Cultural Diversity in the US,TR,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 071,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
71612,ATH,185,D,3,Cultural Diversity in the US,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,UPH 389,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
71613,ATH,185,E,3,Cultural Diversity in the US,TR,10:05 am-11:25 am,TBA,08/28-12/16,UPH 071,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
72611,ATH,185,F,3,Cultural Diversity in the US,TR,08:30 am-09:50 am,TBA,08/28-12/16,UPH 180C,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science
66641,ATH,206,C,3,Introduction to Latin America,TR,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 312,CASC - Social Science and FND - Global Course and Intercultural Perspectives and FND - Social Science and Thematic Sequence
71438,ATH,219,A,3,Introduction to Linguistics,TR,08:30 am-09:50 am,John M. Jeep (P),08/28-12/16,IRV 142,FND - MTH; Reasoning
71746,ATH,219,B,3,Introduction to Linguistics,MW,10:05 am-11:25 am,TBA,08/28-12/16,BEN 206,FND - MTH; Reasoning
71750,ATH,219,C,3,Introduction to Linguistics,MW,11:40 am-01:00 pm,Galina Shleykina (P),08/28-12/16,BAC 346,FND - MTH; Reasoning
58366,ATH,231,A,4,Foundations of Cultural Anthro,TR,10:05 am-11:25 am,Neringa Klumbyte (P),08/28-12/16,UPH 226,CASC - Social Science and Thematic Sequence
,,,,,,T,11:40 am-12:35 pm,TBA,08/28-12/16,UPH 226,CASC - Social Science and Thematic Sequence
63936,ATH,231,B,4,Foundations of Cultural Anthro,TR,10:05 am-11:25 am,Neringa Klumbyte (P),08/28-12/16,UPH 226,CASC - Social Science and Thematic Sequence
,,,,,,R,02:50 pm-03:45 pm,TBA,08/28-12/16,UPH 163,CASC - Social Science and Thematic Sequence
10364,ATH,255,A,4,Found Of Biological Anthro,TR,11:40 am-01:00 pm,Clara JoAnn Scarry (P),08/28-12/16,UPH 180B,CASC - Social Science
,,,,,,T,02:50 pm-03:45 pm,TBA,08/28-12/16,UPH 180B,CASC - Social Science
62879,ATH,255,B,4,Found Of Biological Anthro,TR,11:40 am-01:00 pm,Clara JoAnn Scarry (P),08/28-12/16,UPH 180B,CASC - Social Science
,,,,,,R,01:15 pm-02:10 pm,TBA,08/28-12/16,UPH 180B,CASC - Social Science
71346,ATH,265,A,4,Intro to Ling Anth,MW,01:15 pm-02:35 pm,Leighton C. Peterson (P),08/28-12/16,UPH 180C,CASC - Social Science
,,,,,,F,10:05 am-11:00 am,TBA,08/28-12/16,UPH 180C,CASC - Social Science
71347,ATH,265,B,4,Intro to Ling Anth,MW,01:15 pm-02:35 pm,Leighton C. Peterson (P),08/28-12/16,UPH 180C,CASC - Social Science
,,,,,,F,11:40 am-12:35 pm,TBA,08/28-12/16,UPH 180C,CASC - Social Science
58104,ATH,301,A,3,Intercultural Relations,MW,08:30 am-09:50 am,Mark Allen Peterson (P),08/28-12/16,UPH 163,CASC - Social Science and Thematic Sequence
67834,ATH,301,B,3,Intercultural Relations,TR,02:50 pm-04:10 pm,Charles John Stevens (P),08/28-12/16,UPH 071,CASC - Social Science and Thematic Sequence
71348,ATH,305,A,3,Latin America/Anthro Percpects,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,UPH 071,CASC - Social Science and Thematic Sequence
71349,ATH,307,A,3,Middle East/Anthro Perspects,TR,08:30 am-09:50 am,Homayun Sidky (P),08/28-12/16,UPH 071,CASC - Social Science and Thematic Sequence
71351,ATH,313,A,3,Latin American Archaeology,MW,11:40 am-01:00 pm,Jeb Joseph Card (P),08/28-12/16,UPH 180A,CASC - Social Science
56298,ATH,348,A,3,Medical Anthropology,MW,04:25 pm-05:45 pm,TBA,08/28-12/16,UPH 180C,CASC - Social Science
71352,ATH,355,A,3,Paleoanthropology,MW,01:15 pm-02:35 pm,Linda F. Marchant (P),08/28-12/16,UPH 180B,CASC - Social Science
71353,ATH,378,A,3,Doctors; Clinics; & Epidemics,TR,11:40 am-01:00 pm,M. Cameron Hay-Rollins (P),08/28-12/16,UPH 180C,CASB - Humanities
69347,ATH,395,A,3,Primate Biology and Behavior,MW,10:05 am-11:25 am,Linda F. Marchant (P),08/28-12/16,UPH 180B,
71354,ATH,405,A,3,Food; Taste; and Desire,TR,01:15 pm-02:35 pm,Neringa Klumbyte (P),08/28-12/16,UPH 226,CASC - Social Science and FND - Global Course and FND - Social Science
72613,ATH,428,A,3,Anthropology of Women's Health,MW,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 180C,CASC - Social Science
71355,ATH,431,A,3,Archaeology of Power,TR,02:50 pm-04:10 pm,Melissa S. Rosenzweig (P),08/28-12/16,UPH 180A,CASC - Social Science and Thematic Sequence
71357,ATH,496,A,4,Observing Primate Behavior,R,04:25 pm-05:20 pm,Clara JoAnn Scarry (P),08/28-12/16,UPH 180B,CASC - Social Science and CAS - Quantitative Literacy
,,,,,,F,10:00 am-04:00 pm,TBA,08/28-12/16,UPH 180B,CASC - Social Science and CAS - Quantitative Literacy
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
50925,ARB,101,A,4,Elementary Arabic I,MWF,10:05 am-11:20 am,Saleh Issa Yousef (P),08/28-12/16,IRV 118,
19050,ARB,101,B,4,Elementary Arabic I,MWF,11:40 am-12:55 pm,Saleh Issa Yousef (P),08/28-12/16,IRV 118,
51614,ARB,201,A,3,Intermediate Modern Arabic,MWF,10:05 am-11:00 am,Elizabeth M. Bergman (P),08/28-12/16,IRV 130,Thematic Sequence
54746,ARB,201,B,3,Intermediate Modern Arabic,MWF,01:15 pm-02:10 pm,Saleh Issa Yousef (P),08/28-12/16,IRV 118,Thematic Sequence
62750,ARB,230,A,3,Arabic Lit. in Translation,MW,08:30 am-09:50 am,Elizabeth M. Bergman (P),08/28-12/16,HRN 002,
56637,ARB,301,A,3,Advanced Arabic,MWF,01:15 pm-02:10 pm,Elizabeth M. Bergman (P),08/28-12/16,IRV 009,CASA - Foreign Language and Thematic Sequence
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
71343,ARC,101,A,5,Beginning Design Studio,MWF,01:30 pm-04:30 pm,Bennett M. Jacks (P),08/28-12/16,ALU 203,
70473,ARC,103,TA,1.5,Shop Methods and Materials,T,01:15 pm-03:05 pm,Teddy W. Wong (P),09/05-10/23,ALU 010,
70474,ARC,103,TB,1.5,Shop Methods and Materials,R,03:15 pm-05:05 pm,Teddy W. Wong (P),09/05-10/23,ALU 010,
70477,ARC,103,UA,1.5,Shop Methods and Materials,T,01:15 pm-03:05 pm,Teddy W. Wong (P),10/25-12/16,ALU 010,
70478,ARC,103,UB,1.5,Shop Methods and Materials,R,03:15 pm-05:05 pm,Teddy W. Wong (P),10/25-12/16,ALU 010,
72256,ARC,105,A,3,Introduction To Architecture,TR,04:25 pm-07:10 pm,Christie L. Lear (P),08/28-12/16,ALU 003,
71350,ARC,107,A,3,Global Design,TR,11:40 am-01:00 pm,Diane Fellows (P),08/28-12/16,ALU 001,FND - Global Course and FND - Creative Arts
71997,ARC,113,A,2,Graphic Media I,TR,01:15 pm-03:05 pm,John M. Humphries (P),08/28-12/16,ALU 001,
71998,ARC,113,B,2,Graphic Media I,TR,03:15 pm-05:05 pm,John M. Humphries (P),08/28-12/16,ALU 001,
19016,ARC,188,A,3,Ideas In Architecture,MWF,10:05 am-11:00 am,TBA,08/28-12/16,LWS 100,CASB - Humanities and FND - Creative Arts and FND - Humanities
71999,ARC,201,A,5,Architecture Studio,MWF,01:30 pm-04:30 pm,J. E. Elliott (P),08/28-12/16,ALU 109,
72000,ARC,201H,A,5,Architecture Studio,MWF,01:30 pm-04:30 pm,J. E. Elliott (P),08/28-12/16,ALU 109,Honors Course
72002,ARC,203,A,5,Interior Design Studio,MWF,01:30 pm-04:30 pm,TBA,08/28-12/16,ALU 109,
72004,ARC,203H,A,5,Interior Design Studio,MWF,01:30 pm-04:30 pm,TBA,08/28-12/16,ALU 109,Honors Course
10196,ARC,212,A,3,Principles of Environ. Systems,MWF,10:05 am-11:00 am,J. E. Elliott (P),08/28-12/16,ALU 001,FND - MTH; Reasoning
72005,ARC,213,A,2,Graphic Media III,TR,01:15 pm-03:05 pm,Kenny Alan Levick (P),08/28-12/16,ALU 109,
72006,ARC,213,B,2,Graphic Media III,TR,03:15 pm-05:05 pm,Kenny Alan Levick (P),08/28-12/16,ALU 109,
19018,ARC,221,A,3,History of Architecture I,MWF,08:30 am-09:25 am,Sergio L. Sanabria (P),08/28-12/16,MCG 322,FND - Creative Arts and FND - Humanities
61451,ARC,221H,A,3,History of Architecture I,MWF,08:30 am-09:25 am,Sergio L. Sanabria (P),08/28-12/16,MCG 322,Historical Perspective and Honors Course and FND - Creative Arts and FND - Humanities
10198,ARC,225,A,3,Design and Behavior,TR,11:40 am-01:00 pm,Bennett M. Jacks (P),08/28-12/16,ALU 200,
72007,ARC,301,A,6,Architecture Studio,MWF,01:30 pm-05:05 pm,Gerardo Brown-Manrique (P),08/28-12/16,ALU 200,
72008,ARC,302,A,6,Architecture Studio,MWF,01:30 pm-05:05 pm,Gerardo Brown-Manrique (P),08/28-12/16,ALU 106,
72024,ARC,303,A,6,Interior Design Studio,MWF,01:30 pm-05:05 pm,TBA,08/28-12/16,ALU 104,
72025,ARC,309,A,3,Furniture Design & Constructn,TR,10:05 am-12:50 pm,TBA,08/28-12/16,ALU 201,
10203,ARC,321,A,3,History Of Interiors,MWF,11:40 am-12:35 pm,Gulen Cevik (P),08/28-12/16,ALU 201,
72037,ARC,401,A,6,Architecture Studio,MWF,01:30 pm-05:05 pm,Gerardo Brown-Manrique (P),08/28-12/16,ALU 001,
72038,ARC,402C,A,6,Sr Studio Capstone Experience,MWF,01:30 pm-05:05 pm,Gerardo Brown-Manrique (P),08/28-12/16,ALU 201,Senior Capstone
72040,ARC,403,A,6,Interior Design Studio,MWF,01:30 pm-05:05 pm,Katherine S. Setser (P),08/28-12/16,ALU 109,
72042,ARC,404F,A,3,Portfolio,TR,06:30 pm-07:50 pm,John M. Humphries (P),08/28-12/16,ALU 200,
72043,ARC,404X,A,3,Building Doc in Revit,T,06:30 pm-09:10 pm,Brian Raymond Albrecht (P),08/28-12/16,ALU 201,
72100,ARC,404X,B,2,Building Doc in Revit,M,06:30 pm-08:20 pm,Brian Raymond Albrecht (P),08/28-12/16,ALU 201,
72413,ARC,405C,A,3,Sem On Typology And Regionalsm,TR,08:30 am-09:50 am,Gerardo Brown-Manrique (P),08/28-12/16,ALU 201,
72554,ARC,405D,A,3,Greek & Roman Architecture,MWF,11:40 am-12:35 pm,TBA,08/28-12/16,ALU 001,
72101,ARC,405K,A,3,Modern Vernacular,MWF,10:05 am-11:00 am,John M. Reynolds (P),08/28-12/16,ALU 201,
64294,ARC,405V,A,3,Film&MixMed.Cltr;Plc;Idtny,R,02:50 pm-05:40 pm,Diane Fellows (P),08/28-12/16,ALU 201,
68419,ARC,406C,A,3,Sustainable Design Case Study,TR,01:15 pm-02:35 pm,Mary Benedict Bonham (P),08/28-12/16,ALU 200,
51941,ARC,410,A,3,Statics+Strengths of Materials,TR,10:05 am-11:25 am,James Kipton Ping (P),08/28-12/16,ALU 001,
10209,ARC,412,A,3,Structures II,TR,08:30 am-09:50 am,James Kipton Ping (P),08/28-12/16,ALU 001,
10210,ARC,413,A,3,Environmntl Control Systems I,MWF,11:40 am-12:35 pm,Scott A. Johnston (P),08/28-12/16,ALU 200,
10211,ARC,417,A,3,Architectural Materials,MWF,08:30 am-09:25 am,TBA,08/28-12/16,ALU 001,
66237,ARC,435,A,3,Landscape:Theory and History,TR,10:05 am-11:20 am,Mary R. Rogero (P),08/28-12/16,ALU 200,
68703,ARC,436,A,3,Research & Programming,W,06:30 pm-09:10 pm,TBA,08/28-12/16,ALU 201,
72102,ARC,441,A,3,Professional Practice,T,06:30 pm-09:10 pm,Craig L. Hinrichs (P),08/28-12/16,ALU 001,
72105,ARC,444,A,3,Prof Practice In Interior Dsgn,TR,01:15 pm-02:35 pm,Katherine S. Setser (P),08/28-12/16,ALU 201,
72111,ARC,504F,A,3,Portfolio,TR,06:30 pm-07:50 pm,John M. Humphries (P),08/28-12/16,ALU 200,
72218,ARC,504X,A,3,Building Doc in Revit,T,06:30 pm-09:10 pm,Brian Raymond Albrecht (P),08/28-12/16,ALU 201,
72414,ARC,505C,A,3,Sem On Typology And Regionalsm,TR,08:30 am-09:50 am,Gerardo Brown-Manrique (P),08/28-12/16,ALU 201,
72555,ARC,505D,A,3,Greek & Roman Architecture,MWF,11:40 am-12:35 pm,TBA,08/28-12/16,ALU 001,
72122,ARC,505K,A,3,Modern Vernacular,MWF,10:05 am-11:00 am,John M. Reynolds (P),08/28-12/16,ALU 201,
64295,ARC,505V,A,3,Film&MixMed.Cltr;Plc;Idtny,R,02:50 pm-05:40 pm,Diane Fellows (P),08/28-12/16,ALU 201,
68420,ARC,506C,A,3,Sustainable Design Case Study,TR,01:15 pm-02:35 pm,Mary Benedict Bonham (P),08/28-12/16,ALU 200,
50814,ARC,510,A,3,Statics+Strengths of Materials,TR,10:05 am-11:25 am,James Kipton Ping (P),08/28-12/16,ALU 001,
72124,ARC,512,A,3,Structures II,TR,08:30 am-09:50 am,James Kipton Ping (P),08/28-12/16,ALU 001,
72146,ARC,513,A,3,Environmntl Control Systems I,MWF,11:40 am-12:35 pm,Scott A. Johnston (P),08/28-12/16,ALU 200,
72125,ARC,517,A,3,Architectural Materials,MWF,08:30 am-09:25 am,TBA,08/28-12/16,ALU 001,
66238,ARC,535,A,3,Landscape:Theory and History,TR,10:05 am-11:20 am,Mary R. Rogero (P),08/28-12/16,ALU 200,
72126,ARC,541,A,3,Professional Practice,T,06:30 pm-09:10 pm,Craig L. Hinrichs (P),08/28-12/16,ALU 001,
72128,ARC,582,A,6,Architectural Design Studio,MWF,01:30 pm-05:05 pm,TBA,08/28-12/16,ALU 206,
72135,ARC,601,A,6,Architecture Studio,MWF,01:30 pm-05:05 pm,Craig L. Hinrichs (P),08/28-12/16,ALU 206,
72143,ARC,613,A,3,Graphic Media II,TR,01:15 pm-03:05 pm,John M. Humphries (P),08/28-12/16,ALU 001,
17658,ARC,621,A,3,History of Architecture I,MWF,08:30 am-09:25 am,Sergio L. Sanabria (P),08/28-12/16,MCG 322,
10226,ARC,634,A,3,Architecture Theory,TR,04:25 pm-05:45 pm,Sergio L. Sanabria (P),08/28-12/16,ALU 200,
72144,ARC,701,A,6,Pre-Thesis Design Studio,MWF,01:30 pm-05:05 pm,TBA,08/28-12/16,ALU 206,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
67862,ART,102,TD,1.5,Color Theory and Practice,TR,11:40 am-02:25 pm,TBA,09/05-10/23,ART 016,
67853,ART,102,UC,1.5,Color Theory and Practice,MWF,12:10 pm-02:00 pm,TBA,10/25-12/16,ART 016,
67864,ART,102,UE,1.5,Color Theory and Practice,TR,11:40 am-02:25 pm,TBA,10/25-12/16,ART 016,
69297,ART,103,TA,1.5,Creative Technology,MWF,12:10 pm-02:00 pm,TBA,09/05-10/23,ART 022,
69295,ART,103,TD,1.5,Creative Technology,TR,11:40 am-02:25 pm,TBA,09/05-10/23,ART 022,
69299,ART,103,UB,1.5,Creative Technology,TR,11:40 am-02:25 pm,TBA,10/25-12/16,ART 022,
69300,ART,104,TA,1.5,Problem Solving,MWF,02:15 pm-04:05 pm,Larry Winston Collins (P),09/05-10/23,ART 022,
70894,ART,105,UA,1.5,Technical Drawing,MWF,02:15 pm-04:05 pm,Larry Winston Collins (P),10/25-12/16,ART 022,
10231,ART,111,A,3,Design and Composition,MW,04:25 pm-07:05 pm,Larry Winston Collins (P),08/28-12/16,ART 022,
10234,ART,111,B,3,Design and Composition,TR,08:30 am-11:15 am,Tracy Elizabeth Featherstone (P),08/28-12/16,ART 016,
65729,ART,111,C,3,Design and Composition,MWF,02:15 pm-04:05 pm,TBA,08/28-12/16,ART 016,
67865,ART,121,A,3,Observational Drawing,TR,02:50 pm-05:35 pm,TBA,08/28-12/16,ART 221,
10237,ART,121,B,3,Observational Drawing,MWF,12:10 pm-02:00 pm,Joomi Chung (P),08/28-12/16,ART 221,
65730,ART,121,C,3,Observational Drawing,MW,04:25 pm-07:10 pm,Michael Stillion (P),08/28-12/16,ART 221,
71942,ART,121,D,3,Observational Drawing,TR,08:00 am-10:45 am,TBA,08/28-12/16,ART 221,
69731,ART,130,TA,1.5,Lasercutting & Digital Design,R,02:15 pm-04:05 pm,Geoffrey William Riggle (P),09/05-10/23,PHI 103L,
71130,ART,130,UA,1.5,Lasercutting & Digital Design,M,10:05 am-11:55 am,Geoffrey William Riggle (P),10/25-12/16,PHI 103L,
69733,ART,131,TA,1.5,3D Printing,M,10:05 am-11:55 am,Geoffrey William Riggle (P),09/05-10/23,PHI 103L,
72471,ART,131,TB,1.5,3D Printing,W,10:05 am-11:55 am,Geoffrey William Riggle (P),09/05-10/23,PHI 103L,
69737,ART,131,UA,1.5,3D Printing,R,02:15 pm-04:05 pm,Geoffrey William Riggle (P),10/25-12/16,PHI 103L,
72470,ART,131,UB,1.5,3D Printing,W,10:05 am-11:55 am,Geoffrey William Riggle (P),10/25-12/16,PHI 103L,
64878,ART,140,TA,1.5,Beginning Glass,W,06:30 pm-08:20 pm,Leah N. Tuscany (P),09/05-10/23,PHI 103,
68173,ART,140,TB,1.5,Beginning Glass,R,06:30 pm-08:20 pm,Kathy S. Hubbard (P),09/05-10/23,PHI 103,
64888,ART,140,UA,1.5,Beginning Glass,W,06:30 pm-08:20 pm,Leah N. Tuscany (P),10/25-12/16,PHI 103,
66928,ART,140,UB,1.5,Beginning Glass,R,06:30 pm-08:20 pm,Kathy S. Hubbard (P),10/25-12/16,PHI 103,
67029,ART,145,TA,2,Beginning Sewing I,T,04:25 pm-06:55 pm,Gylaine Fay Gilmore (P),09/05-10/23,PHI 222,
70252,ART,145,TB,2,Beginning Sewing I,W,01:15 pm-03:45 pm,Lisa Bess Martin-Stuart (P),09/05-10/23,PHI 222,
71149,ART,145,TC,2,Beginning Sewing I,W,04:25 pm-06:55 pm,Gylaine Fay Gilmore (P),09/05-10/23,PHI 222,
67030,ART,145,UA,2,Beginning Sewing I,T,04:25 pm-06:55 pm,Gylaine Fay Gilmore (P),10/25-12/16,PHI 222,
68174,ART,146,UA,2,Beginning Sewing II,W,04:25 pm-06:55 pm,Lisa Bess Martin-Stuart (P),10/25-12/16,PHI 222,
71155,ART,146,UB,2,Beginning Sewing II,W,01:15 pm-03:45 pm,Lisa Bess Martin-Stuart (P),10/25-12/16,PHI 222,
64869,ART,149,TA,1.5,Beginning Digital Photography,M,04:25 pm-06:15 pm,Hannah L. Dunn (P),09/05-10/23,PHI 222,
64870,ART,149,TB,1.5,Beginning Digital Photography,T,10:05 am-11:55 am,Casey James Wilson (P),09/05-10/23,PHI 222,
68175,ART,149,TC,1.5,Beginning Digital Photography,R,12:10 pm-02:00 pm,Hannah L. Dunn (P),09/05-10/23,PHI 222,
68176,ART,149,TD,1.5,Beginning Digital Photography,W,10:05 am-11:55 am,Hannah L. Dunn (P),09/05-10/23,PHI 222,
64882,ART,149,UA,1.5,Beginning Digital Photography,M,04:25 pm-06:15 pm,Hannah L. Dunn (P),10/25-12/16,PHI 222,
64881,ART,149,UB,1.5,Beginning Digital Photography,T,10:05 am-11:55 am,Casey James Wilson (P),10/25-12/16,PHI 222,
68177,ART,149,UC,1.5,Beginning Digital Photography,R,12:10 pm-02:00 pm,Hannah L. Dunn (P),10/25-12/16,PHI 222,
68178,ART,149,UD,1.5,Beginning Digital Photography,W,10:05 am-11:55 am,Hannah L. Dunn (P),10/25-12/16,PHI 222,
50736,ART,151,TA,1,What is Graphic Design?,F,01:15 pm-02:35 pm,Ryan Carlson Bitzegaio (P),09/05-10/23,ART 136,
64875,ART,155,TA,1.5,Beginning Drawing,W,01:15 pm-03:05 pm,John Michael Hankiewicz (P),09/05-10/23,PHI 221,
64880,ART,155,TB,1.5,Beginning Drawing,F,01:15 pm-03:05 pm,John Michael Hankiewicz (P),09/05-10/23,PHI 221,
66925,ART,155,TC,1.5,Beginning Drawing,M,01:15 pm-03:05 pm,Michael Ellsworth Seeley (P),09/05-10/23,PHI 221,
66926,ART,155,TD,1.5,Beginning Drawing,W,04:25 pm-06:15 pm,Michael Ellsworth Seeley (P),09/05-10/23,PHI 221,
68747,ART,155,TE,1.5,Beginning Drawing,M,06:30 pm-08:20 pm,John Michael Hankiewicz (P),09/05-10/23,PHI 221,
64887,ART,155,UA,1.5,Beginning Drawing,W,01:15 pm-03:05 pm,John Michael Hankiewicz (P),10/25-12/16,PHI 221,
64889,ART,155,UB,1.5,Beginning Drawing,F,01:15 pm-03:05 pm,TBA,10/25-12/16,PHI 221,
66929,ART,155,UC,1.5,Beginning Drawing,M,01:15 pm-03:05 pm,Michael Ellsworth Seeley (P),10/25-12/16,PHI 221,
66932,ART,155,UD,1.5,Beginning Drawing,W,04:25 pm-06:15 pm,Michael Ellsworth Seeley (P),10/25-12/16,PHI 221,
68748,ART,155,UE,1.5,Beginning Drawing,M,06:30 pm-08:20 pm,John Michael Hankiewicz (P),10/25-12/16,PHI 221,
64872,ART,160,TA,1.5,Beginning Ceramics,F,10:05 am-11:55 am,Joseph Tyler Paushel (P),09/05-10/23,PHI 103A,
64873,ART,160,TB,1.5,Beginning Ceramics,M,10:05 am-11:55 am,Gail Patricia Springer (P),09/05-10/23,PHI 103A,
64876,ART,160,TC,1.5,Beginning Ceramics,T,10:05 am-11:55 am,Gail Patricia Springer (P),09/05-10/23,PHI 103A,
66927,ART,160,TD,1.5,Beginning Ceramics,W,10:05 am-11:55 am,Gail Patricia Springer (P),09/05-10/23,PHI 103A,
64883,ART,160,UA,1.5,Beginning Ceramics,F,10:05 am-11:55 am,Joseph Tyler Paushel (P),10/25-12/16,PHI 103A,
64885,ART,160,UB,1.5,Beginning Ceramics,M,10:05 am-11:55 am,Gail Patricia Springer (P),10/25-12/16,PHI 103A,
64890,ART,160,UC,1.5,Beginning Ceramics,T,10:05 am-11:55 am,Gail Patricia Springer (P),10/25-12/16,PHI 103A,
66933,ART,160,UD,1.5,Beginning Ceramics,W,10:05 am-11:55 am,Gail Patricia Springer (P),10/25-12/16,PHI 103A,
69303,ART,162,A,3,Africa; Oceania and Native Am.,TR,02:50 pm-04:10 pm,Jordan A. Fenton (P),08/28-12/16,ART 100,FND - Global Course and FND - Creative Arts
64871,ART,165,TA,1.5,Beginning Metals,T,04:25 pm-06:15 pm,Micah Lee Henderson (P),09/05-10/23,PHI 103,
64874,ART,165,TB,1.5,Beginning Metals,W,12:10 pm-02:00 pm,Vanessa Katherine Sliger (P),09/05-10/23,PHI 103,
64879,ART,165,TC,1.5,Beginning Metals,F,10:05 am-11:55 am,Micah Lee Henderson (P),09/05-10/23,PHI 103,
69254,ART,165,TD,1.5,Beginning Metals,M,12:10 pm-02:00 pm,Micah Lee Henderson (P),09/05-10/23,PHI 103,
64884,ART,165,UA,1.5,Beginning Metals,T,04:25 pm-06:15 pm,Micah Lee Henderson (P),10/25-12/16,PHI 103,
64886,ART,165,UB,1.5,Beginning Metals,W,12:10 pm-02:00 pm,Vanessa Katherine Sliger (P),10/25-12/16,PHI 103,
64892,ART,165,UC,1.5,Beginning Metals,F,10:05 am-11:55 am,Micah Lee Henderson (P),10/25-12/16,PHI 103,
69255,ART,165,UD,1.5,Beginning Metals,M,12:10 pm-02:00 pm,Micah Lee Henderson (P),10/25-12/16,PHI 103,
64877,ART,170,TA,1.5,Basic Woodworking,M,04:25 pm-06:15 pm,Teddy W. Wong (P),09/05-10/23,ALU 010,
64891,ART,170,UA,1.5,Basic Woodworking,M,04:25 pm-06:15 pm,Teddy W. Wong (P),10/25-12/16,ALU 010,
19020,ART,187,A,3,Hst Of West Art/Prehis-Gothic,MWF,02:50 pm-03:45 pm,TBA,08/28-12/16,ART 100,CASB - Humanities and FND - Creative Arts and FND - Humanities
63834,ART,188,A,3,Hst Of West Art/Renais-Modern,MWF,10:05 am-11:00 am,Andrew R. Casper (P),08/28-12/16,ART 100,CASB - Humanities and FND - Creative Arts and FND - Humanities and Top 25
63472,ART,188,B,3,Hst Of West Art/Renais-Modern,T,11:40 am-01:00 pm,Lauren C. Tate (P),08/28-12/16,SHD 032,CASB - Humanities and Hybrid (Partially Online) and FND - Creative Arts and FND - Humanities and Top 25
18284,ART,188,C,3,Hst Of West Art/Renais-Modern,TR,01:15 pm-02:35 pm,Ann Boehling Dell'Aria (P),08/28-12/16,ART 100,CASB - Humanities and FND - Creative Arts and FND - Humanities and Top 25
